id,from_asset,to_asset,milestone_year,rep_period,time_block_start,time_block_end,var_flow_id,dual_max_transport_flow_limit_simple_method,dual_min_transport_flow_limit_simple_method
56,DK_E_Demand,NL_E_Demand,2050,1,2,2,824,0.0,0.0
57,DK_E_Demand,NL_E_Demand,2050,1,3,3,825,0.0,-0.0
58,DK_E_Demand,NL_E_Demand,2050,1,4,4,826,0.0,0.0
59,DK_E_Demand,NL_E_Demand,2050,1,5,5,827,-0.0,0.0
60,DK_E_Demand,NL_E_Demand,2050,1,6,6,828,0.0,-0.0
61,DK_E_Demand,NL_E_Demand,2050,1,7,7,829,0.0,-0.0
62,DK_E_Demand,NL_E_Demand,2050,1,8,8,830,0.0,0.0
63,DK_E_Demand,NL_E_Demand,2050,1,9,9,831,0.0,-0.0
64,DK_E_Demand,NL_E_Demand,2050,1,10,10,832,0.0,-0.0
65,DK_E_Demand,NL_E_Demand,2050,1,11,11,833,0.0,-0.0
66,DK_E_Demand,NL_E_Demand,2050,1,12,12,834,0.0,-0.0
67,DK_E_Demand,NL_E_Demand,2050,1,13,13,835,0.0,-0.0
68,DK_E_Demand,NL_E_Demand,2050,1,14,14,836,0.0,-0.0
69,DK_E_Demand,NL_E_Demand,2050,1,15,15,837,0.0,-0.0
70,DK_E_Demand,NL_E_Demand,2050,1,16,16,838,0.0,-0.0
71,DK_E_Demand,NL_E_Demand,2050,1,17,17,839,0.0,-0.0
72,DK_E_Demand,NL_E_Demand,2050,1,18,18,840,0.0,-0.0
73,DK_E_Demand,NL_E_Demand,2050,1,19,19,841,0.0,-0.0
74,DK_E_Demand,NL_E_Demand,2050,1,20,20,842,-0.0,0.0
75,DK_E_Demand,NL_E_Demand,2050,1,21,21,843,-0.0,0.0
76,DK_E_Demand,NL_E_Demand,2050,1,22,22,844,-0.0,0.0
77,DK_E_Demand,NL_E_Demand,2050,1,23,23,845,0.0,-0.0
78,DK_E_Demand,NL_E_Demand,2050,1,24,24,846,0.0,-0.0
79,EE_E_Demand,LV_E_Demand,2050,1,1,4,1015,0.0,-0.0
80,EE_E_Demand,LV_E_Demand,2050,1,5,8,1016,0.0,-0.0
81,EE_E_Demand,LV_E_Demand,2050,1,9,12,1017,0.0,-0.0
82,EE_E_Demand,LV_E_Demand,2050,1,13,16,1018,0.0,-0.0
83,EE_E_Demand,LV_E_Demand,2050,1,17,20,1019,0.0,-0.0
84,EE_E_Demand,LV_E_Demand,2050,1,21,24,1020,0.0,-0.0
85,ES_E_Demand,FR_E_Demand,2050,1,1,3,1059,0.0,0.0
86,ES_E_Demand,FR_E_Demand,2050,1,4,6,1060,0.0,-0.0
87,ES_E_Demand,FR_E_Demand,2050,1,7,9,1061,0.0,-0.0
88,ES_E_Demand,FR_E_Demand,2050,1,10,12,1062,0.0,0.0
89,ES_E_Demand,FR_E_Demand,2050,1,13,15,1063,0.0,0.0
90,ES_E_Demand,FR_E_Demand,2050,1,16,18,1064,0.0,-0.0
91,ES_E_Demand,FR_E_Demand,2050,1,19,21,1065,0.0,0.0
92,ES_E_Demand,FR_E_Demand,2050,1,22,24,1066,0.0,0.0
93,FI_E_Demand,SE_E_Demand,2050,1,1,4,1185,0.0,-0.0
94,FI_E_Demand,SE_E_Demand,2050,1,5,8,1186,0.0,-0.0
95,FI_E_Demand,SE_E_Demand,2050,1,9,12,1187,0.0,-0.0
96,FI_E_Demand,SE_E_Demand,2050,1,13,16,1188,0.0,-0.0
97,FI_E_Demand,SE_E_Demand,2050,1,17,20,1189,0.0,-0.0
98,FI_E_Demand,SE_E_Demand,2050,1,21,24,1190,0.0,-0.0
99,GR_E_Demand,IT_E_Demand,2050,1,1,4,1419,0.0,-0.0
100,GR_E_Demand,IT_E_Demand,2050,1,5,8,1420,-0.0,0.0
101,GR_E_Demand,IT_E_Demand,2050,1,9,12,1421,0.0,-0.0
102,GR_E_Demand,IT_E_Demand,2050,1,13,16,1422,0.0,-0.0
103,GR_E_Demand,IT_E_Demand,2050,1,17,20,1423,0.0,-0.0
104,GR_E_Demand,IT_E_Demand,2050,1,21,24,1424,-0.0,0.0
105,HR_E_Demand,SI_E_Demand,2050,1,1,4,1503,0.0,0.0
106,HR_E_Demand,SI_E_Demand,2050,1,5,8,1504,0.0,-0.0
107,HR_E_Demand,SI_E_Demand,2050,1,9,12,1505,0.0,-0.0
108,HR_E_Demand,SI_E_Demand,2050,1,13,16,1506,0.0,-0.0
109,HR_E_Demand,SI_E_Demand,2050,1,17,20,1507,0.0,0.0
110,HR_E_Demand,SI_E_Demand,2050,1,21,24,1508,0.0,0.0
111,NO_E_Demand,UK_E_Demand,2050,1,1,1,1857,0.0,0.0
112,NO_E_Demand,UK_E_Demand,2050,1,2,2,1858,-0.0,0.0
113,NO_E_Demand,UK_E_Demand,2050,1,3,3,1859,-0.0,0.0
114,NO_E_Demand,UK_E_Demand,2050,1,4,4,1860,0.0,0.0
115,NO_E_Demand,UK_E_Demand,2050,1,5,5,1861,0.0,-0.0
116,NO_E_Demand,UK_E_Demand,2050,1,6,6,1862,0.0,0.0
117,NO_E_Demand,UK_E_Demand,2050,1,7,7,1863,0.0,0.0
118,NO_E_Demand,UK_E_Demand,2050,1,8,8,1864,-0.0,0.0
119,NO_E_Demand,UK_E_Demand,2050,1,9,9,1865,0.0,-0.0
120,NO_E_Demand,UK_E_Demand,2050,1,10,10,1866,0.0,-0.0
121,NO_E_Demand,UK_E_Demand,2050,1,11,11,1867,0.0,-0.0
122,NO_E_Demand,UK_E_Demand,2050,1,12,12,1868,0.0,-0.0
123,NO_E_Demand,UK_E_Demand,2050,1,13,13,1869,0.0,-0.0
124,NO_E_Demand,UK_E_Demand,2050,1,14,14,1870,0.0,-0.0
125,NO_E_Demand,UK_E_Demand,2050,1,15,15,1871,0.0,-0.0
126,NO_E_Demand,UK_E_Demand,2050,1,16,16,1872,0.0,0.0
127,NO_E_Demand,UK_E_Demand,2050,1,17,17,1873,0.0,0.0
128,NO_E_Demand,UK_E_Demand,2050,1,18,18,1874,-0.0,0.0
129,NO_E_Demand,UK_E_Demand,2050,1,19,19,1875,-0.0,0.0
130,NO_E_Demand,UK_E_Demand,2050,1,20,20,1876,-0.0,0.0
131,NO_E_Demand,UK_E_Demand,2050,1,21,21,1877,-0.0,0.0
132,NO_E_Demand,UK_E_Demand,2050,1,22,22,1878,-0.0,0.0
133,NO_E_Demand,UK_E_Demand,2050,1,23,23,1879,-0.0,0.0
134,NO_E_Demand,UK_E_Demand,2050,1,24,24,1880,-0.0,0.0
135,OBZLL_E_Demand,UK_E_Demand,2050,1,1,1,2049,0.0,-0.0
136,OBZLL_E_Demand,UK_E_Demand,2050,1,2,2,2050,0.0,0.0
137,OBZLL_E_Demand,UK_E_Demand,2050,1,3,3,2051,0.0,-0.0
138,OBZLL_E_Demand,UK_E_Demand,2050,1,4,4,2052,0.0,-0.0
139,OBZLL_E_Demand,UK_E_Demand,2050,1,5,5,2053,0.0,-0.0
140,OBZLL_E_Demand,UK_E_Demand,2050,1,6,6,2054,0.0,-0.0
141,OBZLL_E_Demand,UK_E_Demand,2050,1,7,7,2055,0.0,0.0
142,OBZLL_E_Demand,UK_E_Demand,2050,1,8,8,2056,0.0,0.0
143,OBZLL_E_Demand,UK_E_Demand,2050,1,9,9,2057,-0.0,0.0
144,OBZLL_E_Demand,UK_E_Demand,2050,1,10,10,2058,-0.0,0.0
145,OBZLL_E_Demand,UK_E_Demand,2050,1,11,11,2059,0.0,-0.0
146,OBZLL_E_Demand,UK_E_Demand,2050,1,12,12,2060,0.0,-0.0
147,OBZLL_E_Demand,UK_E_Demand,2050,1,13,13,2061,0.0,-0.0
148,OBZLL_E_Demand,UK_E_Demand,2050,1,14,14,2062,0.0,-0.0
149,OBZLL_E_Demand,UK_E_Demand,2050,1,15,15,2063,0.0,-0.0
150,OBZLL_E_Demand,UK_E_Demand,2050,1,16,16,2064,0.0,-0.0
151,OBZLL_E_Demand,UK_E_Demand,2050,1,17,17,2065,0.0,-0.0
152,OBZLL_E_Demand,UK_E_Demand,2050,1,18,18,2066,-0.0,0.0
153,OBZLL_E_Demand,UK_E_Demand,2050,1,19,19,2067,-0.0,0.0
154,OBZLL_E_Demand,UK_E_Demand,2050,1,20,20,2068,0.0,-0.0
155,OBZLL_E_Demand,UK_E_Demand,2050,1,21,21,2069,-0.0,0.0
156,OBZLL_E_Demand,UK_E_Demand,2050,1,22,22,2070,0.0,0.0
157,OBZLL_E_Demand,UK_E_Demand,2050,1,23,23,2071,0.0,0.0
158,OBZLL_E_Demand,UK_E_Demand,2050,1,24,24,2072,0.0,-0.0
159,HU_E_Demand,AT_E_Demand,2050,1,1,4,2571,0.0,4505.413299929448
160,HU_E_Demand,AT_E_Demand,2050,1,5,8,2572,0.0,4505.413299929449
161,HU_E_Demand,AT_E_Demand,2050,1,9,12,2573,0.0,-0.0
162,HU_E_Demand,AT_E_Demand,2050,1,13,16,2574,0.0,-0.0
163,HU_E_Demand,AT_E_Demand,2050,1,17,20,2575,0.0,4505.413299929446
164,HU_E_Demand,AT_E_Demand,2050,1,21,24,2576,0.0,4505.413299929449
165,LU_E_Demand,DE_E_Demand,2050,1,1,4,2601,0.0,0.0
166,LU_E_Demand,DE_E_Demand,2050,1,5,8,2602,0.0,0.0
167,LU_E_Demand,DE_E_Demand,2050,1,9,12,2603,0.0,-0.0
168,LU_E_Demand,DE_E_Demand,2050,1,13,16,2604,0.0,-0.0
169,LU_E_Demand,DE_E_Demand,2050,1,17,20,2605,0.0,0.0
170,LU_E_Demand,DE_E_Demand,2050,1,21,24,2606,0.0,0.0
171,PL_E_Demand,DK_E_Demand,2050,1,1,3,2631,0.0,-0.0
172,PL_E_Demand,DK_E_Demand,2050,1,4,6,2632,0.0,-0.0
173,PL_E_Demand,DK_E_Demand,2050,1,7,9,2633,0.0,-0.0
174,PL_E_Demand,DK_E_Demand,2050,1,10,12,2634,0.0,-0.0
175,PL_E_Demand,DK_E_Demand,2050,1,13,15,2635,0.0,-0.0
176,PL_E_Demand,DK_E_Demand,2050,1,16,18,2636,0.0,0.0
177,PL_E_Demand,DK_E_Demand,2050,1,19,21,2637,0.0,-0.0
178,PL_E_Demand,DK_E_Demand,2050,1,22,24,2638,0.0,-0.0
179,RO_E_Demand,HU_E_Demand,2050,1,1,4,2639,0.0,0.0
180,RO_E_Demand,HU_E_Demand,2050,1,5,8,2640,0.0,0.0
181,RO_E_Demand,HU_E_Demand,2050,1,9,12,2641,0.0,-0.0
182,RO_E_Demand,HU_E_Demand,2050,1,13,16,2642,0.0,-0.0
183,RO_E_Demand,HU_E_Demand,2050,1,17,20,2643,0.0,0.0
184,RO_E_Demand,HU_E_Demand,2050,1,21,24,2644,0.0,0.0
185,SE_E_Demand,DK_E_Demand,2050,1,1,4,2645,0.0,0.0
186,SE_E_Demand,DK_E_Demand,2050,1,5,8,2646,0.0,0.0
187,SE_E_Demand,DK_E_Demand,2050,1,9,12,2647,0.0,0.0
188,SE_E_Demand,DK_E_Demand,2050,1,13,16,2648,0.0,0.0
189,SE_E_Demand,DK_E_Demand,2050,1,17,20,2649,0.0,0.0
190,SE_E_Demand,DK_E_Demand,2050,1,21,24,2650,0.0,0.0
191,SI_E_Demand,IT_E_Demand,2050,1,1,4,2651,0.0,-0.0
192,SI_E_Demand,IT_E_Demand,2050,1,5,8,2652,0.0,-0.0
193,SI_E_Demand,IT_E_Demand,2050,1,9,12,2653,0.0,-0.0
194,SI_E_Demand,IT_E_Demand,2050,1,13,16,2654,0.0,-0.0
195,SI_E_Demand,IT_E_Demand,2050,1,17,20,2655,0.0,-0.0
196,SI_E_Demand,IT_E_Demand,2050,1,21,24,2656,0.0,-0.0
197,SK_E_Demand,PL_E_Demand,2050,1,1,4,2657,0.0,4505.413299929448
198,SK_E_Demand,PL_E_Demand,2050,1,5,8,2658,0.0,4505.413299929449
199,SK_E_Demand,PL_E_Demand,2050,1,9,12,2659,0.0,-0.0
200,SK_E_Demand,PL_E_Demand,2050,1,13,16,2660,0.0,-0.0
201,SK_E_Demand,PL_E_Demand,2050,1,17,20,2661,0.0,4505.413299929446
202,SK_E_Demand,PL_E_Demand,2050,1,21,24,2662,0.0,4505.413299929449
203,UK_E_Demand,NL_E_Demand,2050,1,1,1,2663,-0.0,0.0
204,UK_E_Demand,NL_E_Demand,2050,1,2,2,2664,-0.0,0.0
205,UK_E_Demand,NL_E_Demand,2050,1,3,3,2665,-0.0,0.0
206,UK_E_Demand,NL_E_Demand,2050,1,4,4,2666,-0.0,0.0
207,UK_E_Demand,NL_E_Demand,2050,1,5,5,2667,-0.0,0.0
208,UK_E_Demand,NL_E_Demand,2050,1,6,6,2668,-0.0,0.0
209,UK_E_Demand,NL_E_Demand,2050,1,7,7,2669,-0.0,0.0
210,UK_E_Demand,NL_E_Demand,2050,1,8,8,2670,0.0,-0.0
211,UK_E_Demand,NL_E_Demand,2050,1,9,9,2671,0.0,-0.0
212,UK_E_Demand,NL_E_Demand,2050,1,10,10,2672,0.0,0.0
213,UK_E_Demand,NL_E_Demand,2050,1,11,11,2673,-0.0,0.0
214,UK_E_Demand,NL_E_Demand,2050,1,12,12,2674,-0.0,0.0
215,UK_E_Demand,NL_E_Demand,2050,1,13,13,2675,-0.0,0.0
216,UK_E_Demand,NL_E_Demand,2050,1,14,14,2676,-0.0,0.0
217,UK_E_Demand,NL_E_Demand,2050,1,15,15,2677,-0.0,0.0
218,UK_E_Demand,NL_E_Demand,2050,1,16,16,2678,0.0,-0.0
219,UK_E_Demand,NL_E_Demand,2050,1,17,17,2679,-0.0,0.0
220,UK_E_Demand,NL_E_Demand,2050,1,18,18,2680,0.0,-0.0
221,UK_E_Demand,NL_E_Demand,2050,1,19,19,2681,0.0,-0.0
222,UK_E_Demand,NL_E_Demand,2050,1,20,20,2682,0.0,0.0
223,UK_E_Demand,NL_E_Demand,2050,1,21,21,2683,0.0,0.0
224,UK_E_Demand,NL_E_Demand,2050,1,22,22,2684,0.0,-0.0
225,UK_E_Demand,NL_E_Demand,2050,1,23,23,2685,-0.0,0.0
226,UK_E_Demand,NL_E_Demand,2050,1,24,24,2686,-0.0,0.0
227,FR_E_Demand,BE_E_Demand,2050,1,1,2,2761,-0.0,0.0
228,FR_E_Demand,BE_E_Demand,2050,1,3,4,2762,-0.0,0.0
229,FR_E_Demand,BE_E_Demand,2050,1,5,6,2763,-0.0,0.0
230,FR_E_Demand,BE_E_Demand,2050,1,7,8,2764,-0.0,0.0
231,FR_E_Demand,BE_E_Demand,2050,1,9,10,2765,0.0,0.0
232,FR_E_Demand,BE_E_Demand,2050,1,11,12,2766,-0.0,0.0
233,FR_E_Demand,BE_E_Demand,2050,1,13,14,2767,-0.0,0.0
234,FR_E_Demand,BE_E_Demand,2050,1,15,16,2768,-0.0,0.0
235,FR_E_Demand,BE_E_Demand,2050,1,17,18,2769,-0.0,0.0
236,FR_E_Demand,BE_E_Demand,2050,1,19,20,2770,-0.0,0.0
237,FR_E_Demand,BE_E_Demand,2050,1,21,22,2771,-0.0,0.0
238,FR_E_Demand,BE_E_Demand,2050,1,23,24,2772,-0.0,0.0
239,IE_E_Demand,FR_E_Demand,2050,1,1,2,2785,-0.0,0.0
240,IE_E_Demand,FR_E_Demand,2050,1,3,4,2786,-0.0,0.0
241,IE_E_Demand,FR_E_Demand,2050,1,5,6,2787,-0.0,0.0
242,IE_E_Demand,FR_E_Demand,2050,1,7,8,2788,-0.0,0.0
243,IE_E_Demand,FR_E_Demand,2050,1,9,10,2789,0.0,-0.0
244,IE_E_Demand,FR_E_Demand,2050,1,11,12,2790,0.0,-0.0
245,IE_E_Demand,FR_E_Demand,2050,1,13,14,2791,0.0,-0.0
246,IE_E_Demand,FR_E_Demand,2050,1,15,16,2792,0.0,-0.0
247,IE_E_Demand,FR_E_Demand,2050,1,17,18,2793,0.0,-0.0
248,IE_E_Demand,FR_E_Demand,2050,1,19,20,2794,-0.0,0.0
249,IE_E_Demand,FR_E_Demand,2050,1,21,22,2795,-0.0,0.0
250,IE_E_Demand,FR_E_Demand,2050,1,23,24,2796,-0.0,0.0
251,IT_E_Demand,FR_E_Demand,2050,1,1,4,2797,0.0,0.0
252,IT_E_Demand,FR_E_Demand,2050,1,5,8,2798,0.0,0.0
253,IT_E_Demand,FR_E_Demand,2050,1,9,12,2799,0.0,-0.0
254,IT_E_Demand,FR_E_Demand,2050,1,13,16,2800,0.0,-0.0
255,IT_E_Demand,FR_E_Demand,2050,1,17,20,2801,0.0,-0.0
256,IT_E_Demand,FR_E_Demand,2050,1,21,24,2802,0.0,0.0
257,LU_E_Demand,BE_E_Demand,2050,1,1,4,2809,-0.0,0.0
258,LU_E_Demand,BE_E_Demand,2050,1,5,8,2810,-0.0,0.0
259,LU_E_Demand,BE_E_Demand,2050,1,9,12,2811,-0.0,0.0
260,LU_E_Demand,BE_E_Demand,2050,1,13,16,2812,-0.0,0.0
261,LU_E_Demand,BE_E_Demand,2050,1,17,20,2813,-0.0,0.0
262,LU_E_Demand,BE_E_Demand,2050,1,21,24,2814,-0.0,0.0
263,NO_E_Demand,NL_E_Demand,2050,1,1,1,2815,-0.0,0.0
264,NO_E_Demand,NL_E_Demand,2050,1,2,2,2816,-0.0,0.0
265,NO_E_Demand,NL_E_Demand,2050,1,3,3,2817,-0.0,0.0
266,NO_E_Demand,NL_E_Demand,2050,1,4,4,2818,-0.0,0.0
267,NO_E_Demand,NL_E_Demand,2050,1,5,5,2819,-0.0,0.0
268,NO_E_Demand,NL_E_Demand,2050,1,6,6,2820,-0.0,0.0
269,NO_E_Demand,NL_E_Demand,2050,1,7,7,2821,-0.0,0.0
270,NO_E_Demand,NL_E_Demand,2050,1,8,8,2822,-0.0,0.0
271,NO_E_Demand,NL_E_Demand,2050,1,9,9,2823,-0.0,0.0
272,NO_E_Demand,NL_E_Demand,2050,1,10,10,2824,-0.0,0.0
273,NO_E_Demand,NL_E_Demand,2050,1,11,11,2825,-0.0,0.0
274,NO_E_Demand,NL_E_Demand,2050,1,12,12,2826,-0.0,0.0
275,NO_E_Demand,NL_E_Demand,2050,1,13,13,2827,-0.0,0.0
276,NO_E_Demand,NL_E_Demand,2050,1,14,14,2828,-0.0,0.0
277,NO_E_Demand,NL_E_Demand,2050,1,15,15,2829,-0.0,0.0
278,NO_E_Demand,NL_E_Demand,2050,1,16,16,2830,-0.0,0.0
279,NO_E_Demand,NL_E_Demand,2050,1,17,17,2831,-0.0,0.0
280,NO_E_Demand,NL_E_Demand,2050,1,18,18,2832,-0.0,0.0
281,NO_E_Demand,NL_E_Demand,2050,1,19,19,2833,-0.0,0.0
282,NO_E_Demand,NL_E_Demand,2050,1,20,20,2834,-0.0,0.0
283,NO_E_Demand,NL_E_Demand,2050,1,21,21,2835,-0.0,0.0
284,NO_E_Demand,NL_E_Demand,2050,1,22,22,2836,-0.0,0.0
285,NO_E_Demand,NL_E_Demand,2050,1,23,23,2837,-0.0,0.0
286,NO_E_Demand,NL_E_Demand,2050,1,24,24,2838,-0.0,0.0
287,PL_E_Demand,DE_E_Demand,2050,1,1,3,2839,0.0,0.0
288,PL_E_Demand,DE_E_Demand,2050,1,4,6,2840,0.0,0.0
289,PL_E_Demand,DE_E_Demand,2050,1,7,9,2841,0.0,0.0
290,PL_E_Demand,DE_E_Demand,2050,1,10,12,2842,-0.0,0.0
291,PL_E_Demand,DE_E_Demand,2050,1,13,15,2843,-0.0,0.0
292,PL_E_Demand,DE_E_Demand,2050,1,16,18,2844,0.0,-0.0
293,PL_E_Demand,DE_E_Demand,2050,1,19,21,2845,0.0,0.0
294,PL_E_Demand,DE_E_Demand,2050,1,22,24,2846,0.0,0.0
295,RO_E_Demand,BG_E_Demand,2050,1,1,4,2847,0.0,-0.0
296,RO_E_Demand,BG_E_Demand,2050,1,5,8,2848,0.0,0.0
297,RO_E_Demand,BG_E_Demand,2050,1,9,12,2849,0.0,0.0
298,RO_E_Demand,BG_E_Demand,2050,1,13,16,2850,0.0,0.0
299,RO_E_Demand,BG_E_Demand,2050,1,17,20,2851,0.0,0.0
300,RO_E_Demand,BG_E_Demand,2050,1,21,24,2852,0.0,9.094947017729282e-13
301,SE_E_Demand,DE_E_Demand,2050,1,1,4,2853,-0.0,0.0
302,SE_E_Demand,DE_E_Demand,2050,1,5,8,2854,-0.0,0.0
303,SE_E_Demand,DE_E_Demand,2050,1,9,12,2855,0.0,-0.0
304,SE_E_Demand,DE_E_Demand,2050,1,13,16,2856,0.0,-0.0
305,SE_E_Demand,DE_E_Demand,2050,1,17,20,2857,-0.0,0.0
306,SE_E_Demand,DE_E_Demand,2050,1,21,24,2858,-0.0,0.0
307,SI_E_Demand,AT_E_Demand,2050,1,1,4,2859,0.0,-0.0
308,SI_E_Demand,AT_E_Demand,2050,1,5,8,2860,0.0,0.0
309,SI_E_Demand,AT_E_Demand,2050,1,9,12,2861,0.0,-0.0
310,SI_E_Demand,AT_E_Demand,2050,1,13,16,2862,0.0,-0.0
311,SI_E_Demand,AT_E_Demand,2050,1,17,20,2863,0.0,0.0
312,SI_E_Demand,AT_E_Demand,2050,1,21,24,2864,0.0,0.0
313,SK_E_Demand,HU_E_Demand,2050,1,1,4,2865,0.0,0.0
314,SK_E_Demand,HU_E_Demand,2050,1,5,8,2866,0.0,0.0
315,SK_E_Demand,HU_E_Demand,2050,1,9,12,2867,0.0,0.0
316,SK_E_Demand,HU_E_Demand,2050,1,13,16,2868,0.0,0.0
317,SK_E_Demand,HU_E_Demand,2050,1,17,20,2869,0.0,0.0
318,SK_E_Demand,HU_E_Demand,2050,1,21,24,2870,0.0,0.0
319,UK_E_Demand,FR_E_Demand,2050,1,1,2,2871,0.0,0.0
320,UK_E_Demand,FR_E_Demand,2050,1,3,4,2872,0.0,0.0
321,UK_E_Demand,FR_E_Demand,2050,1,5,6,2873,0.0,0.0
322,UK_E_Demand,FR_E_Demand,2050,1,7,8,2874,0.0,0.0
323,UK_E_Demand,FR_E_Demand,2050,1,9,10,2875,0.0,-0.0
324,UK_E_Demand,FR_E_Demand,2050,1,11,12,2876,0.0,-0.0
325,UK_E_Demand,FR_E_Demand,2050,1,13,14,2877,0.0,-0.0
326,UK_E_Demand,FR_E_Demand,2050,1,15,16,2878,0.0,-0.0
327,UK_E_Demand,FR_E_Demand,2050,1,17,18,2879,0.0,-0.0
328,UK_E_Demand,FR_E_Demand,2050,1,19,20,2880,0.0,-0.0
329,UK_E_Demand,FR_E_Demand,2050,1,21,22,2881,0.0,-0.0
330,UK_E_Demand,FR_E_Demand,2050,1,23,24,2882,0.0,-0.0
331,CZ_E_Demand,AT_E_Demand,2050,1,1,4,2895,0.0,-1.6635581800983346e-12
332,CZ_E_Demand,AT_E_Demand,2050,1,5,8,2896,0.0,-0.0
333,CZ_E_Demand,AT_E_Demand,2050,1,9,12,2897,0.0,-0.0
334,CZ_E_Demand,AT_E_Demand,2050,1,13,16,2898,0.0,-0.0
335,CZ_E_Demand,AT_E_Demand,2050,1,17,20,2899,0.0,-0.0
336,CZ_E_Demand,AT_E_Demand,2050,1,21,24,2900,0.0,-0.0
337,DE_E_Demand,BE_E_Demand,2050,1,1,2,2901,-0.0,0.0
338,DE_E_Demand,BE_E_Demand,2050,1,3,4,2902,-0.0,0.0
