year,timestep,NO_Hydro_Min_Storage_Level,CH_Pump_Hydro_Open_Min_Storage_Level,FR_Hydro_Reservoir_Min_Storage_Level,FI_Hydro_Reservoir_Min_Storage_Level,SE_Hydro_Reservoir_Min_Storage_Level,SK_Hydro_Reservoir_Min_Storage_Level,NO_Hydro_Max_Storage_Level,CH_Pump_Hydro_Open_Max_Storage_Level,FR_Hydro_Reservoir_Max_Storage_Level,FI_Hydro_Reservoir_Max_Storage_Level,SE_Hydro_Reservoir_Max_Storage_Level,SK_Hydro_Reservoir_Max_Storage_Level
2050,105,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,106,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,107,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,108,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,109,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,110,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,111,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,112,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,113,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,114,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,115,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,116,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,117,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,118,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,119,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,120,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,121,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,122,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,123,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,124,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,125,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,126,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,127,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,128,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,129,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,130,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,131,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,132,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,133,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,134,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,135,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,136,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,137,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,138,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,139,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,140,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,141,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,142,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,143,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,144,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,145,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,146,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,147,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,148,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,149,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,150,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,151,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,152,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,153,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,154,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,155,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,156,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,157,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,158,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,159,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,160,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,161,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,162,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,163,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,164,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,165,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,166,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,167,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,168,0.546666667,0.510907075,0.32,0.339059675,0.214987835,0.555,0.898333333,0.823231883,0.79,0.777034358,0.904908653,0.888
2050,169,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,170,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,171,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,172,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,173,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,174,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,175,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,176,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,177,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,178,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,179,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,180,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,181,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,182,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,183,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,184,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,185,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,186,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,187,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,188,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,189,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,190,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,191,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,192,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,193,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
2050,194,0.527666667,0.489603708,0.304,0.330922242,0.211244909,0.56,0.874333333,0.787227946,0.77,0.760036166,0.868657862,0.892
