asset,period,value,processed_value
Midgard_Hydro,82,38500.0,38178.57142857143
Midgard_Hydro,83,38500.0,38339.28571428572
Midgard_Hydro,84,38500.0,38500.0
Midgard_Hydro,85,39624.99999999999,38660.71428571428
Midgard_Hydro,86,39624.99999999999,38821.42857142857
Midgard_Hydro,87,39624.99999999999,38982.142857142855
Midgard_Hydro,88,39624.99999999999,39142.85714285714
Midgard_Hydro,89,39624.99999999999,39303.57142857142
Midgard_Hydro,90,39624.99999999999,39464.28571428571
Midgard_Hydro,91,39624.99999999999,39624.99999999999
Midgard_Hydro,92,40749.99999999999,39785.714285714275
Midgard_Hydro,93,40749.99999999999,39946.428571428565
Midgard_Hydro,94,40749.99999999999,40107.14285714285
Midgard_Hydro,95,40749.99999999999,40267.85714285714
Midgard_Hydro,96,40749.99999999999,40428.57142857142
Midgard_Hydro,97,40749.99999999999,40589.28571428571
Midgard_Hydro,98,40749.99999999999,40749.99999999999
Midgard_Hydro,99,41874.99999999999,40910.714285714275
Midgard_Hydro,100,41874.99999999999,41071.428571428565
Midgard_Hydro,101,41874.99999999999,41232.14285714285
Midgard_Hydro,102,41874.99999999999,41392.85714285714
Midgard_Hydro,103,41874.99999999999,41553.57142857142
Midgard_Hydro,104,41874.99999999999,41714.28571428571
Midgard_Hydro,105,41874.99999999999,41874.99999999999
Midgard_Hydro,106,42999.99999999999,42035.714285714275
Midgard_Hydro,107,42999.99999999999,42196.428571428565
Midgard_Hydro,108,42999.99999999999,42357.14285714285
Midgard_Hydro,109,42999.99999999999,42517.85714285714
Midgard_Hydro,110,42999.99999999999,42678.57142857142
Midgard_Hydro,111,42999.99999999999,42839.28571428571
Midgard_Hydro,112,42999.99999999999,42999.99999999999
Midgard_Hydro,113,44124.99999999999,43160.714285714275
Midgard_Hydro,114,44124.99999999999,43321.428571428565
Midgard_Hydro,115,44124.99999999999,43482.14285714285
Midgard_Hydro,116,44124.99999999999,43642.85714285714
Midgard_Hydro,117,44124.99999999999,43803.57142857142
Midgard_Hydro,118,44124.99999999999,43964.28571428571
Midgard_Hydro,119,44124.99999999999,44124.99999999999
Midgard_Hydro,120,45249.99999999999,44285.714285714275
Midgard_Hydro,121,45249.99999999999,44446.428571428565
Midgard_Hydro,122,45249.99999999999,44607.14285714285
Midgard_Hydro,123,45249.99999999999,44767.85714285714
Midgard_Hydro,124,45249.99999999999,44928.57142857142
Midgard_Hydro,125,45249.99999999999,45089.28571428571
Midgard_Hydro,126,45249.99999999999,45249.99999999999
Midgard_Hydro,127,46374.99999999999,45410.714285714275
Midgard_Hydro,128,46374.99999999999,45571.428571428565
Midgard_Hydro,129,46374.99999999999,45732.14285714285
Midgard_Hydro,130,46374.99999999999,45892.85714285714
Midgard_Hydro,131,46374.99999999999,46053.57142857142
Midgard_Hydro,132,46374.99999999999,46214.28571428571
Midgard_Hydro,133,46374.99999999999,46374.99999999999
Midgard_Hydro,134,47500.0,46535.71428571428
Midgard_Hydro,135,47500.0,46696.428571428565
Midgard_Hydro,136,47500.0,46857.142857142855
Midgard_Hydro,137,47500.0,47017.85714285714
Midgard_Hydro,138,47500.0,47178.57142857143
Midgard_Hydro,139,47500.0,47339.28571428571
Midgard_Hydro,140,47500.0,47500.0
Midgard_Hydro,141,46700.0,46700.0
Midgard_Hydro,142,45900.0,45900.0
Midgard_Hydro,143,45100.0,45100.0
Midgard_Hydro,144,44300.0,44300.0
Midgard_Hydro,145,43500.0,43500.0
Midgard_Hydro,146,42699.99999999999,42699.99999999999
Midgard_Hydro,147,41899.99999999999,41899.99999999999
Midgard_Hydro,148,41099.99999999999,41099.99999999999
Midgard_Hydro,149,40299.99999999999,40299.99999999999
Midgard_Hydro,150,39499.99999999999,39499.99999999999
Midgard_Hydro,151,38700.0,38700.0
Midgard_Hydro,152,37900.0,37900.0
Midgard_Hydro,153,37100.0,37100.0
Midgard_Hydro,154,36300.0,36300.0
Midgard_Hydro,155,35500.0,35500.0
Midgard_Hydro,156,34700.0,34700.0
Midgard_Hydro,157,33900.0,33900.0
Midgard_Hydro,158,33100.0,33100.0
Midgard_Hydro,159,32300.0,32300.0
Midgard_Hydro,160,31500.0,31500.0
Midgard_Hydro,161,30700.0,30700.0
Midgard_Hydro,162,29900.0,29900.0
Midgard_Hydro,163,29100.0,29100.0
Midgard_Hydro,164,28300.000000000004,28300.000000000004
Midgard_Hydro,165,27500.000000000004,27500.000000000004
Midgard_Hydro,166,28625.000000000007,27660.71428571429
Midgard_Hydro,167,28625.000000000007,27821.428571428576
Midgard_Hydro,168,28625.000000000007,27982.142857142862
Midgard_Hydro,169,28625.000000000007,28142.85714285715
Midgard_Hydro,170,28625.000000000007,28303.571428571435
Midgard_Hydro,171,28625.000000000007,28464.28571428572
Midgard_Hydro,172,28625.000000000007,28625.000000000007
Midgard_Hydro,173,29750.000000000015,28785.714285714294
Midgard_Hydro,174,29750.000000000015,28946.42857142858
Midgard_Hydro,175,29750.000000000015,29107.142857142866
Midgard_Hydro,176,29750.000000000015,29267.857142857156
Midgard_Hydro,177,29750.000000000015,29428.571428571442
Midgard_Hydro,178,29750.000000000015,29589.28571428573
Midgard_Hydro,179,29750.000000000015,29750.000000000015
Midgard_Hydro,180,30875.000000000022,29910.7142857143
Midgard_Hydro,181,30875.000000000022,30071.428571428587
Midgard_Hydro,182,30875.000000000022,30232.142857142873
Midgard_Hydro,183,30875.000000000022,30392.857142857163
Midgard_Hydro,184,30875.000000000022,30553.57142857145
Midgard_Hydro,185,30875.000000000022,30714.285714285736
Midgard_Hydro,186,30875.000000000022,30875.000000000022
Midgard_Hydro,187,32000.00000000003,31035.714285714308
Midgard_Hydro,188,32000.00000000003,31196.428571428594
Midgard_Hydro,189,32000.00000000003,31357.14285714288
Midgard_Hydro,190,32000.00000000003,31517.85714285717
Midgard_Hydro,191,32000.00000000003,31678.571428571457
Midgard_Hydro,192,32000.00000000003,31839.285714285743
Midgard_Hydro,193,32000.00000000003,32000.00000000003
Midgard_Hydro,194,33125.00000000004,32160.714285714315
Midgard_Hydro,195,33125.00000000004,32321.4285714286
Midgard_Hydro,196,33125.00000000004,32482.142857142888
Midgard_Hydro,197,33125.00000000004,32642.857142857178
Midgard_Hydro,198,33125.00000000004,32803.571428571464
Midgard_Hydro,199,33125.00000000004,32964.28571428575
Midgard_Hydro,200,33125.00000000004,33125.00000000004
Midgard_Hydro,201,34250.000000000044,33285.714285714326
Midgard_Hydro,202,34250.000000000044,33446.42857142861
Midgard_Hydro,203,34250.000000000044,33607.1428571429
Midgard_Hydro,204,34250.000000000044,33767.85714285718
Midgard_Hydro,205,34250.000000000044,33928.57142857147
Midgard_Hydro,206,34250.000000000044,34089.285714285754
Midgard_Hydro,207,34250.000000000044,34250.000000000044
Midgard_Hydro,208,35535.71428571434,34410.71428571433
Midgard_Hydro,209,35535.71428571434,34571.428571428616
Midgard_Hydro,210,35535.71428571434,34732.142857142906
Midgard_Hydro,211,35535.71428571434,34892.85714285719
Midgard_Hydro,212,35535.71428571434,35053.57142857148
Midgard_Hydro,213,35535.71428571434,35214.28571428577
Midgard_Hydro,214,35535.71428571434,35375.00000000005
Midgard_Hydro,215,35535.71428571434,35535.71428571434
Valhalla_H2_storage,1,1.0168859489543486e7,8.001725499968644e6
Valhalla_H2_storage,2,1.0168859489543486e7,8.168428114551324e6
Valhalla_H2_storage,3,1.0168859489543486e7,8.335130729134005e6
Valhalla_H2_storage,4,1.0168859489543486e7,8.501833343716685e6
Valhalla_H2_storage,5,1.0168859489543486e7,8.668535958299365e6
Valhalla_H2_storage,6,1.0168859489543486e7,8.835238572882045e6
Valhalla_H2_storage,7,1.0168859489543486e7,9.001941187464725e6
Valhalla_H2_storage,8,1.0168859489543486e7,9.168643802047405e6
Valhalla_H2_storage,9,1.0168859489543486e7,9.335346416630086e6
Valhalla_H2_storage,10,1.0168859489543486e7,9.502049031212766e6
Valhalla_H2_storage,11,1.0168859489543486e7,9.668751645795446e6
Valhalla_H2_storage,12,1.0168859489543486e7,9.835454260378126e6
Valhalla_H2_storage,13,1.0168859489543486e7,1.0002156874960806e7
Valhalla_H2_storage,14,1.0168859489543486e7,1.0168859489543486e7
Valhalla_H2_storage,15,1.2502696093701007e7,1.0335562104126167e7
Valhalla_H2_storage,16,1.2502696093701007e7,1.0502264718708847e7
Valhalla_H2_storage,17,1.2502696093701007e7,1.0668967333291527e7
Valhalla_H2_storage,18,1.2502696093701007e7,1.0835669947874207e7
Valhalla_H2_storage,19,1.2502696093701007e7,1.1002372562456887e7
Valhalla_H2_storage,20,1.2502696093701007e7,1.1169075177039567e7
Valhalla_H2_storage,21,1.2502696093701007e7,1.1335777791622246e7
Valhalla_H2_storage,22,1.2502696093701007e7,1.1502480406204926e7
Valhalla_H2_storage,23,1.2502696093701007e7,1.1669183020787606e7
Valhalla_H2_storage,24,1.2502696093701007e7,1.1835885635370286e7
Valhalla_H2_storage,25,1.2502696093701007e7,1.2002588249952966e7
Valhalla_H2_storage,26,1.2502696093701007e7,1.2169290864535647e7
Valhalla_H2_storage,27,1.2502696093701007e7,1.2335993479118327e7
Valhalla_H2_storage,28,1.2502696093701007e7,1.2502696093701007e7
Valhalla_H2_storage,29,1.4836532697858531e7,1.2669398708283687e7
Valhalla_H2_storage,30,1.4836532697858531e7,1.2836101322866367e7
Valhalla_H2_storage,31,1.4836532697858531e7,1.3002803937449047e7
Valhalla_H2_storage,32,1.4836532697858531e7,1.3169506552031728e7
Valhalla_H2_storage,33,1.4836532697858531e7,1.3336209166614408e7
Valhalla_H2_storage,34,1.4836532697858531e7,1.3502911781197088e7
Valhalla_H2_storage,35,1.4836532697858531e7,1.366961439577977e7
Valhalla_H2_storage,36,1.4836532697858531e7,1.383631701036245e7
Valhalla_H2_storage,37,1.4836532697858531e7,1.400301962494513e7
Valhalla_H2_storage,38,1.4836532697858531e7,1.416972223952781e7
Valhalla_H2_storage,39,1.4836532697858531e7,1.433642485411049e7
Valhalla_H2_storage,40,1.4836532697858531e7,1.450312746869317e7
Valhalla_H2_storage,41,1.4836532697858531e7,1.466983008327585e7
Valhalla_H2_storage,42,1.4836532697858531e7,1.4836532697858531e7
Valhalla_H2_storage,43,1.7170369302016053e7,1.5003235312441211e7
Valhalla_H2_storage,44,1.7170369302016053e7,1.5169937927023891e7
Valhalla_H2_storage,45,1.7170369302016053e7,1.5336640541606572e7
Valhalla_H2_storage,46,1.7170369302016053e7,1.5503343156189252e7
Valhalla_H2_storage,47,1.7170369302016053e7,1.5670045770771932e7
Valhalla_H2_storage,48,1.7170369302016053e7,1.5836748385354612e7
Valhalla_H2_storage,49,1.7170369302016053e7,1.6003450999937292e7
Valhalla_H2_storage,50,1.7170369302016053e7,1.6170153614519972e7
Valhalla_H2_storage,51,1.7170369302016053e7,1.6336856229102653e7
Valhalla_H2_storage,52,1.7170369302016053e7,1.6503558843685333e7
Valhalla_H2_storage,53,1.7170369302016053e7,1.6670261458268013e7
Valhalla_H2_storage,54,1.7170369302016053e7,1.6836964072850693e7
Valhalla_H2_storage,55,1.7170369302016053e7,1.7003666687433373e7
Valhalla_H2_storage,56,1.7170369302016053e7,1.7170369302016053e7
Valhalla_H2_storage,57,1.9504205906173576e7,1.7337071916598734e7
Valhalla_H2_storage,58,1.9504205906173576e7,1.7503774531181414e7
Valhalla_H2_storage,59,1.9504205906173576e7,1.7670477145764094e7
Valhalla_H2_storage,60,1.9504205906173576e7,1.7837179760346774e7
Valhalla_H2_storage,61,1.9504205906173576e7,1.8003882374929454e7
Valhalla_H2_storage,62,1.9504205906173576e7,1.8170584989512134e7
Valhalla_H2_storage,63,1.9504205906173576e7,1.8337287604094815e7
Valhalla_H2_storage,64,1.9504205906173576e7,1.8503990218677495e7
Valhalla_H2_storage,65,1.9504205906173576e7,1.8670692833260175e7
Valhalla_H2_storage,66,1.9504205906173576e7,1.8837395447842855e7
Valhalla_H2_storage,67,1.9504205906173576e7,1.9004098062425535e7
Valhalla_H2_storage,68,1.9504205906173576e7,1.9170800677008215e7
Valhalla_H2_storage,69,1.9504205906173576e7,1.9337503291590896e7
Valhalla_H2_storage,70,1.9504205906173576e7,1.9504205906173576e7
Valhalla_H2_storage,71,2.1838042510331098e7,1.9670908520756256e7
Valhalla_H2_storage,72,2.1838042510331098e7,1.9837611135338936e7
Valhalla_H2_storage,73,2.1838042510331098e7,2.0004313749921616e7
Valhalla_H2_storage,74,2.1838042510331098e7,2.0171016364504296e7
Valhalla_H2_storage,75,2.1838042510331098e7,2.0337718979086976e7
Valhalla_H2_storage,76,2.1838042510331098e7,2.0504421593669657e7
Valhalla_H2_storage,77,2.1838042510331098e7,2.0671124208252337e7
Valhalla_H2_storage,78,2.1838042510331098e7,2.0837826822835017e7
Valhalla_H2_storage,79,2.1838042510331098e7,2.1004529437417697e7
Valhalla_H2_storage,80,2.1838042510331098e7,2.1171232052000377e7
Valhalla_H2_storage,81,2.1838042510331098e7,2.1337934666583057e7
Valhalla_H2_storage,82,2.1838042510331098e7,2.1504637281165738e7
Valhalla_H2_storage,83,2.1838042510331098e7,2.1671339895748418e7
Valhalla_H2_storage,84,2.1838042510331098e7,2.1838042510331098e7
Valhalla_H2_storage,85,2.417187911448862e7,2.200474512491378e7
Valhalla_H2_storage,86,2.417187911448862e7,2.217144773949646e7
Valhalla_H2_storage,87,2.417187911448862e7,2.233815035407914e7
Valhalla_H2_storage,88,2.417187911448862e7,2.250485296866182e7
Valhalla_H2_storage,89,2.417187911448862e7,2.26715555832445e7
Valhalla_H2_storage,90,2.417187911448862e7,2.283825819782718e7
Valhalla_H2_storage,91,2.417187911448862e7,2.300496081240986e7
Valhalla_H2_storage,92,2.417187911448862e7,2.317166342699254e7
Valhalla_H2_storage,93,2.417187911448862e7,2.333836604157522e7
Valhalla_H2_storage,94,2.417187911448862e7,2.35050686561579e7
Valhalla_H2_storage,95,2.417187911448862e7,2.367177127074058e7
Valhalla_H2_storage,96,2.417187911448862e7,2.383847388532326e7
Valhalla_H2_storage,97,2.417187911448862e7,2.400517649990594e7
Valhalla_H2_storage,98,2.417187911448862e7,2.417187911448862e7
Valhalla_H2_storage,99,2.6505715718646143e7,2.43385817290713e7
Valhalla_H2_storage,100,2.6505715718646143e7,2.450528434365398e7
Valhalla_H2_storage,101,2.6505715718646143e7,2.467198695823666e7
Valhalla_H2_storage,102,2.6505715718646143e7,2.483868957281934e7
Valhalla_H2_storage,103,2.6505715718646143e7,2.500539218740202e7
Valhalla_H2_storage,104,2.6505715718646143e7,2.51720948019847e7
Valhalla_H2_storage,105,2.6505715718646143e7,2.533879741656738e7
Valhalla_H2_storage,106,2.6505715718646143e7,2.550550003115006e7
Valhalla_H2_storage,107,2.6505715718646143e7,2.567220264573274e7
Valhalla_H2_storage,108,2.6505715718646143e7,2.5838905260315422e7
Valhalla_H2_storage,109,2.6505715718646143e7,2.6005607874898102e7
Valhalla_H2_storage,110,2.6505715718646143e7,2.6172310489480782e7
Valhalla_H2_storage,111,2.6505715718646143e7,2.6339013104063462e7
Valhalla_H2_storage,112,2.6505715718646143e7,2.6505715718646143e7
Valhalla_H2_storage,113,2.8839552322803665e7,2.6672418333228823e7
Valhalla_H2_storage,114,2.8839552322803665e7,2.6839120947811503e7
Valhalla_H2_storage,115,2.8839552322803665e7,2.7005823562394183e7
Valhalla_H2_storage,116,2.8839552322803665e7,2.7172526176976863e7
Valhalla_H2_storage,117,2.8839552322803665e7,2.7339228791559543e7
Valhalla_H2_storage,118,2.8839552322803665e7,2.7505931406142224e7
Valhalla_H2_storage,119,2.8839552322803665e7,2.7672634020724904e7
Valhalla_H2_storage,120,2.8839552322803665e7,2.7839336635307584e7
Valhalla_H2_storage,121,2.8839552322803665e7,2.8006039249890264e7
Valhalla_H2_storage,122,2.8839552322803665e7,2.8172741864472944e7
Valhalla_H2_storage,123,2.8839552322803665e7,2.8339444479055624e7
Valhalla_H2_storage,124,2.8839552322803665e7,2.8506147093638305e7
Valhalla_H2_storage,125,2.8839552322803665e7,2.8672849708220985e7
Valhalla_H2_storage,126,2.8839552322803665e7,2.8839552322803665e7
Valhalla_H2_storage,127,3.1173388926961187e7,2.9006254937386345e7
Valhalla_H2_storage,128,3.1173388926961187e7,2.9172957551969025e7
Valhalla_H2_storage,129,3.1173388926961187e7,2.9339660166551705e7
Valhalla_H2_storage,130,3.1173388926961187e7,2.9506362781134386e7
Valhalla_H2_storage,131,3.1173388926961187e7,2.9673065395717066e7
Valhalla_H2_storage,132,3.1173388926961187e7,2.9839768010299746e7
Valhalla_H2_storage,133,3.1173388926961187e7,3.0006470624882426e7
Valhalla_H2_storage,134,3.1173388926961187e7,3.0173173239465106e7
Valhalla_H2_storage,135,3.1173388926961187e7,3.0339875854047786e7
Valhalla_H2_storage,136,3.1173388926961187e7,3.0506578468630467e7
Valhalla_H2_storage,137,3.1173388926961187e7,3.0673281083213147e7
Valhalla_H2_storage,138,3.1173388926961187e7,3.0839983697795827e7
Valhalla_H2_storage,139,3.1173388926961187e7,3.1006686312378507e7
Valhalla_H2_storage,140,3.1173388926961187e7,3.1173388926961187e7
Valhalla_H2_storage,141,1.3436230735364018e7,2.990644905613282e7
Valhalla_H2_storage,142,1.3436230735364018e7,2.8639509185304448e7
Valhalla_H2_storage,143,1.3436230735364018e7,2.737256931447608e7
Valhalla_H2_storage,144,1.3436230735364018e7,2.610562944364771e7
Valhalla_H2_storage,145,1.3436230735364018e7,2.483868957281934e7
Valhalla_H2_storage,146,1.3436230735364018e7,2.3571749701990973e7
Valhalla_H2_storage,147,1.3436230735364018e7,2.23048098311626e7
Valhalla_H2_storage,148,1.3436230735364018e7,2.1037869960334234e7
Valhalla_H2_storage,149,1.3436230735364018e7,1.9770930089505862e7
Valhalla_H2_storage,150,1.3436230735364018e7,1.8503990218677495e7
Valhalla_H2_storage,151,1.3436230735364018e7,1.7237050347849127e7
Valhalla_H2_storage,152,1.3436230735364018e7,1.5970110477020757e7
Valhalla_H2_storage,153,1.3436230735364018e7,1.4703170606192388e7
Valhalla_H2_storage,154,1.3436230735364018e7,1.3436230735364018e7
Valhalla_H2_storage,155,0.0,1.2476499968552303e7
Valhalla_H2_storage,156,0.0,1.1516769201740587e7
Valhalla_H2_storage,157,0.0,1.0557038434928872e7
Valhalla_H2_storage,158,0.0,9.597307668117156e6
Valhalla_H2_storage,159,0.0,8.63757690130544e6
Valhalla_H2_storage,160,0.0,7.677846134493724e6
Valhalla_H2_storage,161,0.0,6.718115367682009e6
Valhalla_H2_storage,162,0.0,5.758384600870294e6
Valhalla_H2_storage,163,0.0,4.798653834058578e6
Valhalla_H2_storage,164,0.0,3.838923067246862e6
Valhalla_H2_storage,165,0.0,2.879192300435147e6
Valhalla_H2_storage,166,0.0,1.919461533623431e6
Valhalla_H2_storage,167,0.0,959730.7668117156
Valhalla_H2_storage,168,0.0,0.0
Valhalla_H2_storage,169,2.3338366041575223e6,166702.61458268017
Valhalla_H2_storage,170,2.3338366041575223e6,333405.22916536033
Valhalla_H2_storage,171,2.3338366041575223e6,500107.8437480405
Valhalla_H2_storage,172,2.3338366041575223e6,666810.4583307207
Valhalla_H2_storage,173,2.3338366041575223e6,833513.0729134008
Valhalla_H2_storage,174,2.3338366041575223e6,1.000215687496081e6
Valhalla_H2_storage,175,2.3338366041575223e6,1.1669183020787612e6
Valhalla_H2_storage,176,2.3338366041575223e6,1.3336209166614413e6
Valhalla_H2_storage,177,2.3338366041575223e6,1.5003235312441215e6
Valhalla_H2_storage,178,2.3338366041575223e6,1.6670261458268017e6
Valhalla_H2_storage,179,2.3338366041575223e6,1.8337287604094818e6
Valhalla_H2_storage,180,2.3338366041575223e6,2.000431374992162e6
Valhalla_H2_storage,181,2.3338366041575223e6,2.167133989574842e6
Valhalla_H2_storage,182,2.3338366041575223e6,2.3338366041575223e6
Valhalla_H2_storage,183,4.667673208315043e6,2.5005392187402025e6
Valhalla_H2_storage,184,4.667673208315043e6,2.667241833322882e6
Valhalla_H2_storage,185,4.667673208315043e6,2.8339444479055624e6
Valhalla_H2_storage,186,4.667673208315043e6,3.0006470624882425e6
Valhalla_H2_storage,187,4.667673208315043e6,3.1673496770709227e6
Valhalla_H2_storage,188,4.667673208315043e6,3.3340522916536024e6
Valhalla_H2_storage,189,4.667673208315043e6,3.5007549062362825e6
Valhalla_H2_storage,190,4.667673208315043e6,3.6674575208189627e6
Valhalla_H2_storage,191,4.667673208315043e6,3.8341601354016424e6
Valhalla_H2_storage,192,4.667673208315043e6,4.0008627499843226e6
Valhalla_H2_storage,193,4.667673208315043e6,4.1675653645670027e6
Valhalla_H2_storage,194,4.667673208315043e6,4.334267979149682e6
Valhalla_H2_storage,195,4.667673208315043e6,4.500970593732363e6
Valhalla_H2_storage,196,4.667673208315043e6,4.667673208315043e6
Valhalla_H2_storage,197,7.001509812472564e6,4.834375822897723e6
Valhalla_H2_storage,198,7.001509812472564e6,5.001078437480403e6
Valhalla_H2_storage,199,7.001509812472564e6,5.167781052063083e6
Valhalla_H2_storage,200,7.001509812472564e6,5.334483666645763e6
Valhalla_H2_storage,201,7.001509812472564e6,5.501186281228444e6
Valhalla_H2_storage,202,7.001509812472564e6,5.667888895811124e6
Valhalla_H2_storage,203,7.001509812472564e6,5.834591510393804e6
Valhalla_H2_storage,204,7.001509812472564e6,6.001294124976483e6
Valhalla_H2_storage,205,7.001509812472564e6,6.167996739559163e6
Valhalla_H2_storage,206,7.001509812472564e6,6.3346993541418435e6
Valhalla_H2_storage,207,7.001509812472564e6,6.501401968724524e6
Valhalla_H2_storage,208,7.001509812472564e6,6.668104583307204e6
Valhalla_H2_storage,209,7.001509812472564e6,6.834807197889884e6
Valhalla_H2_storage,210,7.001509812472564e6,7.001509812472564e6
Valhalla_H2_storage,211,7.835022885385964e6,7.168212427055244e6
Valhalla_H2_storage,212,7.835022885385964e6,7.3349150416379245e6
Valhalla_H2_storage,213,7.835022885385964e6,7.501617656220604e6
Valhalla_H2_storage,214,7.835022885385964e6,7.668320270803284e6
Valhalla_H2_storage,215,7.835022885385964e6,7.835022885385964e6
