id,storage_level_id,asset,milestone_year,scenario,period_block_start,period_block_end,inter_period_storage_level_bounds,dual_max_storage_level_inter_period_limit
132,132,AT_Hydro_Reservoir,2050,1,132,132,inter_period_only,0.0
133,133,AT_Hydro_Reservoir,2050,1,133,133,inter_period_only,0.0
134,134,AT_Hydro_Reservoir,2050,1,134,134,inter_period_only,0.0
135,135,AT_Hydro_Reservoir,2050,1,135,135,inter_period_only,0.0
136,136,AT_Hydro_Reservoir,2050,1,136,136,inter_period_only,0.0
137,137,AT_Hydro_Reservoir,2050,1,137,137,inter_period_only,0.0
138,138,AT_Hydro_Reservoir,2050,1,138,138,inter_period_only,0.0
139,139,AT_Hydro_Reservoir,2050,1,139,139,inter_period_only,0.0
140,140,AT_Hydro_Reservoir,2050,1,140,140,inter_period_only,0.0
141,141,AT_Hydro_Reservoir,2050,1,141,141,inter_period_only,0.0
142,142,AT_Hydro_Reservoir,2050,1,142,142,inter_period_only,0.0
143,143,AT_Hydro_Reservoir,2050,1,143,143,inter_period_only,0.0
144,144,AT_Hydro_Reservoir,2050,1,144,144,inter_period_only,0.0
145,145,AT_Hydro_Reservoir,2050,1,145,145,inter_period_only,0.0
146,146,AT_Hydro_Reservoir,2050,1,146,146,inter_period_only,0.0
147,147,AT_Hydro_Reservoir,2050,1,147,147,inter_period_only,0.0
148,148,AT_Hydro_Reservoir,2050,1,148,148,inter_period_only,0.0
149,149,AT_Hydro_Reservoir,2050,1,149,149,inter_period_only,0.0
150,150,AT_Hydro_Reservoir,2050,1,150,150,inter_period_only,0.0
151,151,AT_Hydro_Reservoir,2050,1,151,151,inter_period_only,0.0
152,152,AT_Hydro_Reservoir,2050,1,152,152,inter_period_only,0.0
153,153,AT_Hydro_Reservoir,2050,1,153,153,inter_period_only,0.0
154,154,AT_Hydro_Reservoir,2050,1,154,154,inter_period_only,0.0
155,155,AT_Hydro_Reservoir,2050,1,155,155,inter_period_only,0.0
156,156,AT_Hydro_Reservoir,2050,1,156,156,inter_period_only,0.0
157,157,AT_Hydro_Reservoir,2050,1,157,157,inter_period_only,0.0
158,158,AT_Hydro_Reservoir,2050,1,158,158,inter_period_only,0.0
159,159,AT_Hydro_Reservoir,2050,1,159,159,inter_period_only,0.0
160,160,AT_Hydro_Reservoir,2050,1,160,160,inter_period_only,0.0
161,161,AT_Hydro_Reservoir,2050,1,161,161,inter_period_only,0.0
162,162,AT_Hydro_Reservoir,2050,1,162,162,inter_period_only,0.0
163,163,AT_Hydro_Reservoir,2050,1,163,163,inter_period_only,0.0
164,164,AT_Hydro_Reservoir,2050,1,164,164,inter_period_only,0.0
165,165,AT_Hydro_Reservoir,2050,1,165,165,inter_period_only,0.0
166,166,AT_Hydro_Reservoir,2050,1,166,166,inter_period_only,0.0
167,167,AT_Hydro_Reservoir,2050,1,167,167,inter_period_only,0.0
168,168,AT_Hydro_Reservoir,2050,1,168,168,inter_period_only,0.0
169,169,AT_Hydro_Reservoir,2050,1,169,169,inter_period_only,0.0
170,170,AT_Hydro_Reservoir,2050,1,170,170,inter_period_only,0.0
171,171,AT_Hydro_Reservoir,2050,1,171,171,inter_period_only,0.0
172,172,AT_Hydro_Reservoir,2050,1,172,172,inter_period_only,0.0
173,173,AT_Hydro_Reservoir,2050,1,173,173,inter_period_only,0.0
174,174,AT_Hydro_Reservoir,2050,1,174,174,inter_period_only,0.0
175,175,AT_Hydro_Reservoir,2050,1,175,175,inter_period_only,0.0
176,176,AT_Hydro_Reservoir,2050,1,176,176,inter_period_only,0.0
177,177,AT_Hydro_Reservoir,2050,1,177,177,inter_period_only,0.0
178,178,AT_Hydro_Reservoir,2050,1,178,178,inter_period_only,0.0
179,179,AT_Hydro_Reservoir,2050,1,179,179,inter_period_only,0.0
180,180,AT_Hydro_Reservoir,2050,1,180,180,inter_period_only,0.0
181,181,AT_Hydro_Reservoir,2050,1,181,181,inter_period_only,0.0
182,182,AT_Hydro_Reservoir,2050,1,182,182,inter_period_only,0.0
183,183,AT_Hydro_Reservoir,2050,1,183,183,inter_period_only,0.0
184,184,AT_Hydro_Reservoir,2050,1,184,184,inter_period_only,0.0
185,185,AT_Hydro_Reservoir,2050,1,185,185,inter_period_only,0.0
186,186,AT_Hydro_Reservoir,2050,1,186,186,inter_period_only,0.0
187,187,AT_Hydro_Reservoir,2050,1,187,187,inter_period_only,0.0
188,188,AT_Hydro_Reservoir,2050,1,188,188,inter_period_only,0.0
189,189,AT_Hydro_Reservoir,2050,1,189,189,inter_period_only,0.0
190,190,AT_Hydro_Reservoir,2050,1,190,190,inter_period_only,0.0
191,191,AT_Hydro_Reservoir,2050,1,191,191,inter_period_only,0.0
192,192,AT_Hydro_Reservoir,2050,1,192,192,inter_period_only,0.0
193,193,AT_Hydro_Reservoir,2050,1,193,193,inter_period_only,0.0
194,194,AT_Hydro_Reservoir,2050,1,194,194,inter_period_only,0.0
195,195,AT_Hydro_Reservoir,2050,1,195,195,inter_period_only,0.0
196,196,AT_Hydro_Reservoir,2050,1,196,196,inter_period_only,0.0
197,197,AT_Hydro_Reservoir,2050,1,197,197,inter_period_only,0.0
198,198,AT_Hydro_Reservoir,2050,1,198,198,inter_period_only,0.0
199,199,AT_Hydro_Reservoir,2050,1,199,199,inter_period_only,0.0
200,200,AT_Hydro_Reservoir,2050,1,200,200,inter_period_only,0.0
201,201,AT_Hydro_Reservoir,2050,1,201,201,inter_period_only,0.0
202,202,AT_Hydro_Reservoir,2050,1,202,202,inter_period_only,0.0
203,203,AT_Hydro_Reservoir,2050,1,203,203,inter_period_only,0.0
204,204,AT_Hydro_Reservoir,2050,1,204,204,inter_period_only,0.0
205,205,AT_Hydro_Reservoir,2050,1,205,205,inter_period_only,0.0
206,206,AT_Hydro_Reservoir,2050,1,206,206,inter_period_only,0.0
207,207,AT_Hydro_Reservoir,2050,1,207,207,inter_period_only,0.0
208,208,AT_Hydro_Reservoir,2050,1,208,208,inter_period_only,0.0
209,209,AT_Hydro_Reservoir,2050,1,209,209,inter_period_only,0.0
210,210,AT_Hydro_Reservoir,2050,1,210,210,inter_period_only,0.0
211,211,AT_Hydro_Reservoir,2050,1,211,211,inter_period_only,0.0
212,212,AT_Hydro_Reservoir,2050,1,212,212,inter_period_only,0.0
213,213,AT_Hydro_Reservoir,2050,1,213,213,inter_period_only,0.0
214,214,AT_Hydro_Reservoir,2050,1,214,214,inter_period_only,0.0
215,215,AT_Hydro_Reservoir,2050,1,215,215,inter_period_only,0.0
216,216,AT_Hydro_Reservoir,2050,1,216,216,inter_period_only,0.0
217,217,AT_Hydro_Reservoir,2050,1,217,217,inter_period_only,0.0
218,218,AT_Hydro_Reservoir,2050,1,218,218,inter_period_only,0.0
219,219,AT_Hydro_Reservoir,2050,1,219,219,inter_period_only,0.0
220,220,AT_Hydro_Reservoir,2050,1,220,220,inter_period_only,0.0
221,221,AT_Hydro_Reservoir,2050,1,221,221,inter_period_only,0.0
222,222,AT_Hydro_Reservoir,2050,1,222,222,inter_period_only,0.0
223,223,AT_Hydro_Reservoir,2050,1,223,223,inter_period_only,0.0
224,224,AT_Hydro_Reservoir,2050,1,224,224,inter_period_only,0.0
225,225,AT_Hydro_Reservoir,2050,1,225,225,inter_period_only,0.0
226,226,AT_Hydro_Reservoir,2050,1,226,226,inter_period_only,0.0
227,227,AT_Hydro_Reservoir,2050,1,227,227,inter_period_only,0.0
228,228,AT_Hydro_Reservoir,2050,1,228,228,inter_period_only,0.0
229,229,AT_Hydro_Reservoir,2050,1,229,229,inter_period_only,0.0
230,230,AT_Hydro_Reservoir,2050,1,230,230,inter_period_only,0.0
231,231,AT_Hydro_Reservoir,2050,1,231,231,inter_period_only,0.0
232,232,AT_Hydro_Reservoir,2050,1,232,232,inter_period_only,0.0
233,233,AT_Hydro_Reservoir,2050,1,233,233,inter_period_only,0.0
234,234,AT_Hydro_Reservoir,2050,1,234,234,inter_period_only,0.0
235,235,AT_Hydro_Reservoir,2050,1,235,235,inter_period_only,0.0
236,236,AT_Hydro_Reservoir,2050,1,236,236,inter_period_only,0.0
237,237,AT_Hydro_Reservoir,2050,1,237,237,inter_period_only,0.0
238,238,AT_Hydro_Reservoir,2050,1,238,238,inter_period_only,0.0
239,239,AT_Hydro_Reservoir,2050,1,239,239,inter_period_only,0.0
240,240,AT_Hydro_Reservoir,2050,1,240,240,inter_period_only,0.0
241,241,AT_Hydro_Reservoir,2050,1,241,241,inter_period_only,0.0
242,242,AT_Hydro_Reservoir,2050,1,242,242,inter_period_only,0.0
243,243,AT_Hydro_Reservoir,2050,1,243,243,inter_period_only,0.0
244,244,AT_Hydro_Reservoir,2050,1,244,244,inter_period_only,0.0
245,245,AT_Hydro_Reservoir,2050,1,245,245,inter_period_only,0.0
246,246,AT_Hydro_Reservoir,2050,1,246,246,inter_period_only,0.0
247,247,AT_Hydro_Reservoir,2050,1,247,247,inter_period_only,0.0
248,248,AT_Hydro_Reservoir,2050,1,248,248,inter_period_only,0.0
249,249,AT_Hydro_Reservoir,2050,1,249,249,inter_period_only,0.0
250,250,AT_Hydro_Reservoir,2050,1,250,250,inter_period_only,0.0
251,251,AT_Hydro_Reservoir,2050,1,251,251,inter_period_only,0.0
252,252,AT_Hydro_Reservoir,2050,1,252,252,inter_period_only,0.0
253,253,AT_Hydro_Reservoir,2050,1,253,253,inter_period_only,0.0
254,254,AT_Hydro_Reservoir,2050,1,254,254,inter_period_only,0.0
255,255,AT_Hydro_Reservoir,2050,1,255,255,inter_period_only,0.0
256,256,AT_Hydro_Reservoir,2050,1,256,256,inter_period_only,0.0
257,257,AT_Hydro_Reservoir,2050,1,257,257,inter_period_only,0.0
258,258,AT_Hydro_Reservoir,2050,1,258,258,inter_period_only,0.0
259,259,AT_Hydro_Reservoir,2050,1,259,259,inter_period_only,0.0
260,260,AT_Hydro_Reservoir,2050,1,260,260,inter_period_only,0.0
261,261,AT_Hydro_Reservoir,2050,1,261,261,inter_period_only,0.0
262,262,AT_Hydro_Reservoir,2050,1,262,262,inter_period_only,0.0
263,263,AT_Hydro_Reservoir,2050,1,263,263,inter_period_only,0.0
264,264,AT_Hydro_Reservoir,2050,1,264,264,inter_period_only,0.0
265,265,AT_Hydro_Reservoir,2050,1,265,265,inter_period_only,0.0
266,266,AT_Hydro_Reservoir,2050,1,266,266,inter_period_only,0.0
267,267,AT_Hydro_Reservoir,2050,1,267,267,inter_period_only,0.0
268,268,AT_Hydro_Reservoir,2050,1,268,268,inter_period_only,0.0
269,269,AT_Hydro_Reservoir,2050,1,269,269,inter_period_only,0.0
270,270,AT_Hydro_Reservoir,2050,1,270,270,inter_period_only,0.0
271,271,AT_Hydro_Reservoir,2050,1,271,271,inter_period_only,0.0
272,272,AT_Hydro_Reservoir,2050,1,272,272,inter_period_only,0.0
273,273,AT_Hydro_Reservoir,2050,1,273,273,inter_period_only,0.0
274,274,AT_Hydro_Reservoir,2050,1,274,274,inter_period_only,0.0
275,275,AT_Hydro_Reservoir,2050,1,275,275,inter_period_only,0.0
276,276,AT_Hydro_Reservoir,2050,1,276,276,inter_period_only,0.0
277,277,AT_Hydro_Reservoir,2050,1,277,277,inter_period_only,0.0
278,278,AT_Hydro_Reservoir,2050,1,278,278,inter_period_only,0.0
279,279,AT_Hydro_Reservoir,2050,1,279,279,inter_period_only,0.0
280,280,AT_Hydro_Reservoir,2050,1,280,280,inter_period_only,0.0
281,281,AT_Hydro_Reservoir,2050,1,281,281,inter_period_only,0.0
282,282,AT_Hydro_Reservoir,2050,1,282,282,inter_period_only,0.0
283,283,AT_Hydro_Reservoir,2050,1,283,283,inter_period_only,0.0
284,284,AT_Hydro_Reservoir,2050,1,284,284,inter_period_only,0.0
285,285,AT_Hydro_Reservoir,2050,1,285,285,inter_period_only,0.0
286,286,AT_Hydro_Reservoir,2050,1,286,286,inter_period_only,0.0
287,287,AT_Hydro_Reservoir,2050,1,287,287,inter_period_only,0.0
288,288,AT_Hydro_Reservoir,2050,1,288,288,inter_period_only,0.0
289,289,AT_Hydro_Reservoir,2050,1,289,289,inter_period_only,0.0
290,290,AT_Hydro_Reservoir,2050,1,290,290,inter_period_only,0.0
291,291,AT_Hydro_Reservoir,2050,1,291,291,inter_period_only,0.0
292,292,AT_Hydro_Reservoir,2050,1,292,292,inter_period_only,0.0
293,293,AT_Hydro_Reservoir,2050,1,293,293,inter_period_only,0.0
294,294,AT_Hydro_Reservoir,2050,1,294,294,inter_period_only,0.0
295,295,AT_Hydro_Reservoir,2050,1,295,295,inter_period_only,0.0
296,296,AT_Hydro_Reservoir,2050,1,296,296,inter_period_only,0.0
297,297,AT_Hydro_Reservoir,2050,1,297,297,inter_period_only,0.0
298,298,AT_Hydro_Reservoir,2050,1,298,298,inter_period_only,0.0
299,299,AT_Hydro_Reservoir,2050,1,299,299,inter_period_only,0.0
300,300,AT_Hydro_Reservoir,2050,1,300,300,inter_period_only,0.0
301,301,AT_Hydro_Reservoir,2050,1,301,301,inter_period_only,0.0
302,302,AT_Hydro_Reservoir,2050,1,302,302,inter_period_only,0.0
303,303,AT_Hydro_Reservoir,2050,1,303,303,inter_period_only,0.0
304,304,AT_Hydro_Reservoir,2050,1,304,304,inter_period_only,0.0
305,305,AT_Hydro_Reservoir,2050,1,305,305,inter_period_only,0.0
306,306,AT_Hydro_Reservoir,2050,1,306,306,inter_period_only,0.0
307,307,AT_Hydro_Reservoir,2050,1,307,307,inter_period_only,0.0
308,308,AT_Hydro_Reservoir,2050,1,308,308,inter_period_only,0.0
309,309,AT_Hydro_Reservoir,2050,1,309,309,inter_period_only,0.0
310,310,AT_Hydro_Reservoir,2050,1,310,310,inter_period_only,0.0
311,311,AT_Hydro_Reservoir,2050,1,311,311,inter_period_only,0.0
312,312,AT_Hydro_Reservoir,2050,1,312,312,inter_period_only,0.0
313,313,AT_Hydro_Reservoir,2050,1,313,313,inter_period_only,0.0
314,314,AT_Hydro_Reservoir,2050,1,314,314,inter_period_only,0.0
315,315,AT_Hydro_Reservoir,2050,1,315,315,inter_period_only,0.0
316,316,AT_Hydro_Reservoir,2050,1,316,316,inter_period_only,0.0
317,317,AT_Hydro_Reservoir,2050,1,317,317,inter_period_only,0.0
318,318,AT_Hydro_Reservoir,2050,1,318,318,inter_period_only,0.0
319,319,AT_Hydro_Reservoir,2050,1,319,319,inter_period_only,0.0
320,320,AT_Hydro_Reservoir,2050,1,320,320,inter_period_only,0.0
321,321,AT_Hydro_Reservoir,2050,1,321,321,inter_period_only,0.0
322,322,AT_Hydro_Reservoir,2050,1,322,322,inter_period_only,0.0
323,323,AT_Hydro_Reservoir,2050,1,323,323,inter_period_only,0.0
324,324,AT_Hydro_Reservoir,2050,1,324,324,inter_period_only,0.0
325,325,AT_Hydro_Reservoir,2050,1,325,325,inter_period_only,0.0
326,326,AT_Hydro_Reservoir,2050,1,326,326,inter_period_only,0.0
327,327,AT_Hydro_Reservoir,2050,1,327,327,inter_period_only,0.0
328,328,AT_Hydro_Reservoir,2050,1,328,328,inter_period_only,0.0
329,329,AT_Hydro_Reservoir,2050,1,329,329,inter_period_only,0.0
330,330,AT_Hydro_Reservoir,2050,1,330,330,inter_period_only,0.0
331,331,AT_Hydro_Reservoir,2050,1,331,331,inter_period_only,0.0
332,332,AT_Hydro_Reservoir,2050,1,332,332,inter_period_only,0.0
333,333,AT_Hydro_Reservoir,2050,1,333,333,inter_period_only,0.0
334,334,AT_Hydro_Reservoir,2050,1,334,334,inter_period_only,0.0
335,335,AT_Hydro_Reservoir,2050,1,335,335,inter_period_only,0.0
336,336,AT_Hydro_Reservoir,2050,1,336,336,inter_period_only,0.0
337,337,AT_Hydro_Reservoir,2050,1,337,337,inter_period_only,0.0
338,338,AT_Hydro_Reservoir,2050,1,338,338,inter_period_only,0.0
339,339,AT_Hydro_Reservoir,2050,1,339,339,inter_period_only,0.0
340,340,AT_Hydro_Reservoir,2050,1,340,340,inter_period_only,0.0
341,341,AT_Hydro_Reservoir,2050,1,341,341,inter_period_only,0.0
342,342,AT_Hydro_Reservoir,2050,1,342,342,inter_period_only,0.0
343,343,AT_Hydro_Reservoir,2050,1,343,343,inter_period_only,0.0
344,344,AT_Hydro_Reservoir,2050,1,344,344,inter_period_only,0.0
345,345,AT_Hydro_Reservoir,2050,1,345,345,inter_period_only,0.0
346,346,AT_Hydro_Reservoir,2050,1,346,346,inter_period_only,0.0
347,347,AT_Hydro_Reservoir,2050,1,347,347,inter_period_only,0.0
348,348,AT_Hydro_Reservoir,2050,1,348,348,inter_period_only,0.0
349,349,AT_Hydro_Reservoir,2050,1,349,349,inter_period_only,0.0
350,350,AT_Hydro_Reservoir,2050,1,350,350,inter_period_only,0.0
351,351,AT_Hydro_Reservoir,2050,1,351,351,inter_period_only,0.0
352,352,AT_Hydro_Reservoir,2050,1,352,352,inter_period_only,0.0
353,353,AT_Hydro_Reservoir,2050,1,353,353,inter_period_only,0.0
354,354,AT_Hydro_Reservoir,2050,1,354,354,inter_period_only,0.0
355,355,AT_Hydro_Reservoir,2050,1,355,355,inter_period_only,0.0
356,356,AT_Hydro_Reservoir,2050,1,356,356,inter_period_only,0.0
357,357,AT_Hydro_Reservoir,2050,1,357,357,inter_period_only,0.0
358,358,AT_Hydro_Reservoir,2050,1,358,358,inter_period_only,0.0
359,359,AT_Hydro_Reservoir,2050,1,359,359,inter_period_only,0.0
360,360,AT_Hydro_Reservoir,2050,1,360,360,inter_period_only,0.0
361,361,AT_Hydro_Reservoir,2050,1,361,361,inter_period_only,0.0
362,362,AT_Hydro_Reservoir,2050,1,362,362,inter_period_only,0.0
363,363,AT_Hydro_Reservoir,2050,1,363,363,inter_period_only,0.0
364,364,AT_Hydro_Reservoir,2050,1,364,364,inter_period_only,0.0
