asset,rep_period,timestep,value,processed_value
Midgard_PHS,1,89,935.0,935.0
Midgard_PHS,1,90,287.9411764705882,287.9411764705882
Midgard_PHS,1,91,-0.0,0.0
Midgard_PHS,1,92,0.0,0.0
Midgard_PHS,1,93,0.0,0.0
Midgard_PHS,1,94,-0.0,0.0
Midgard_PHS,1,95,0.0,0.0
Midgard_PHS,1,96,0.0,0.0
Midgard_PHS,1,97,0.0,0.0
Midgard_PHS,1,98,65.0,65.0
Midgard_PHS,1,99,532.5,532.5
Midgard_PHS,1,100,1000.0,1000.0
Midgard_PHS,1,101,1000.0,1000.0
Midgard_PHS,1,102,1000.0,1000.0
Midgard_PHS,1,103,1000.0,1000.0
Midgard_PHS,1,104,1000.0,1000.0
Midgard_PHS,1,105,1000.0,1000.0
Midgard_PHS,1,106,1000.0,1000.0
Midgard_PHS,1,107,1000.0,1000.0
Midgard_PHS,1,108,1000.0,1000.0
Midgard_PHS,1,109,1000.0,1000.0
Midgard_PHS,1,110,1000.0,1000.0
Midgard_PHS,1,111,1000.0,1000.0
Midgard_PHS,1,112,1000.0,1000.0
Midgard_PHS,1,113,1000.0,1000.0
Midgard_PHS,1,114,352.9411764705882,352.9411764705882
Midgard_PHS,1,115,0.0,0.0
Midgard_PHS,1,116,-0.0,0.0
Midgard_PHS,1,117,0.0,0.0
Midgard_PHS,1,118,0.0,0.0
Midgard_PHS,1,119,0.0,0.0
Midgard_PHS,1,120,0.0,0.0
Midgard_PHS,1,121,0.0,0.0
Midgard_PHS,1,122,-0.0,0.0
Midgard_PHS,1,123,467.5,467.5
Midgard_PHS,1,124,829.6676754369016,829.6676754369016
Midgard_PHS,1,125,1000.0,1000.0
Midgard_PHS,1,126,647.0588235294118,647.0588235294118
Midgard_PHS,1,127,-0.0,0.0
Midgard_PHS,1,128,0.0,0.0
Midgard_PHS,1,129,-0.0,0.0
Midgard_PHS,1,130,0.0,0.0
Midgard_PHS,1,131,-0.0,0.0
Midgard_PHS,1,132,0.0,0.0
Midgard_PHS,1,133,-0.0,0.0
Midgard_PHS,1,134,-0.0,0.0
Midgard_PHS,1,135,-0.0,0.0
Midgard_PHS,1,136,0.0,0.0
Midgard_PHS,1,137,0.0,0.0
Midgard_PHS,1,138,0.0,0.0
Midgard_PHS,1,139,0.0,0.0
Midgard_PHS,1,140,0.0,0.0
Midgard_PHS,1,141,0.0,0.0
Midgard_PHS,1,142,-0.0,0.0
Midgard_PHS,1,143,0.0,0.0
Midgard_PHS,1,144,-0.0,0.0
Midgard_PHS,1,145,-0.0,0.0
Midgard_PHS,1,146,65.0,65.0
Midgard_PHS,1,147,532.5,532.5
Midgard_PHS,1,148,1000.0,1000.0
Midgard_PHS,1,149,1000.0,1000.0
Midgard_PHS,1,150,352.9411764705882,352.9411764705882
Midgard_PHS,1,151,352.9411764705882,352.9411764705882
Midgard_PHS,1,152,-0.0,0.0
Midgard_PHS,1,153,-0.0,0.0
Midgard_PHS,1,154,-0.0,0.0
Midgard_PHS,1,155,-0.0,0.0
Midgard_PHS,1,156,-0.0,0.0
Midgard_PHS,1,157,-0.0,0.0
Midgard_PHS,1,158,-0.0,0.0
Midgard_PHS,1,159,-0.0,0.0
Midgard_PHS,1,160,0.0,0.0
Midgard_PHS,1,161,0.0,0.0
Midgard_PHS,1,162,0.0,0.0
Midgard_PHS,1,163,0.0,0.0
Midgard_PHS,1,164,0.0,0.0
Midgard_PHS,1,165,0.0,0.0
Midgard_PHS,1,166,-0.0,0.0
Midgard_PHS,1,167,-0.0,0.0
Midgard_PHS,1,168,-0.0,0.0
Asgard_Battery,2,1,551.9580099472765,183.98600331575884
Asgard_Battery,2,2,551.9580099472765,367.9720066315177
Asgard_Battery,2,3,551.9580099472765,551.9580099472765
Asgard_Battery,2,4,0.0,367.9720066315177
Asgard_Battery,2,5,0.0,183.98600331575884
Asgard_Battery,2,6,0.0,0.0
Asgard_Battery,2,7,0.0,0.0
Asgard_Battery,2,8,0.0,0.0
Asgard_Battery,2,9,0.0,0.0
Asgard_Battery,2,10,541.5080099472765,180.5026699824255
Asgard_Battery,2,11,541.5080099472765,361.005339964851
Asgard_Battery,2,12,541.5080099472765,541.5080099472765
Asgard_Battery,2,13,551.9580099472765,544.1205099472766
Asgard_Battery,2,14,551.9580099472765,546.7330099472765
Asgard_Battery,2,15,551.9580099472765,549.3455099472765
Asgard_Battery,2,16,551.9580099472765,551.9580099472765
Asgard_Battery,2,17,551.9580099472765,551.9580099472765
Asgard_Battery,2,18,551.9580099472765,551.9580099472765
Asgard_Battery,2,19,551.9580099472765,551.9580099472765
Asgard_Battery,2,20,551.9580099472765,551.9580099472765
Asgard_Battery,2,21,551.9580099472765,551.9580099472765
Asgard_Battery,2,22,551.9580099472765,551.9580099472765
Asgard_Battery,2,23,551.9580099472765,551.9580099472765
Asgard_Battery,2,24,551.9580099472765,551.9580099472765
Asgard_Battery,1,1,0.0,367.9720066315177
Asgard_Battery,1,2,0.0,183.98600331575884
Asgard_Battery,1,3,0.0,0.0
Asgard_Battery,1,4,0.0,0.0
Asgard_Battery,1,5,0.0,0.0
Asgard_Battery,1,6,0.0,0.0
Asgard_Battery,1,7,45.97999999999965,15.326666666666549
Asgard_Battery,1,8,45.97999999999965,30.653333333333098
Asgard_Battery,1,9,45.97999999999965,45.97999999999965
Asgard_Battery,1,10,457.7099999999994,183.2233333333329
Asgard_Battery,1,11,457.7099999999994,320.46666666666613
Asgard_Battery,1,12,457.7099999999994,457.7099999999994
Asgard_Battery,1,13,790.0199999999994,568.4799999999994
Asgard_Battery,1,14,790.0199999999994,679.2499999999994
Asgard_Battery,1,15,790.0199999999994,790.0199999999994
Asgard_Battery,1,16,792.1099999999994,790.7166666666661
Asgard_Battery,1,17,792.1099999999994,791.4133333333327
Asgard_Battery,1,18,792.1099999999994,792.1099999999994
Asgard_Battery,1,19,792.1099999999994,792.1099999999994
Asgard_Battery,1,20,792.1099999999994,792.1099999999994
Asgard_Battery,1,21,792.1099999999994,792.1099999999994
Asgard_Battery,1,22,792.1099999999994,792.1099999999994
Asgard_Battery,1,23,792.1099999999994,792.1099999999994
Asgard_Battery,1,24,792.1099999999994,792.1099999999994
Asgard_Battery,1,25,792.1099999999994,792.1099999999994
Asgard_Battery,1,26,792.1099999999994,792.1099999999994
Asgard_Battery,1,27,792.1099999999994,792.1099999999994
Asgard_Battery,1,28,792.1099999999994,792.1099999999994
Asgard_Battery,1,29,792.1099999999994,792.1099999999994
Asgard_Battery,1,30,792.1099999999994,792.1099999999994
Asgard_Battery,1,31,813.0099999999994,799.0766666666661
Asgard_Battery,1,32,813.0099999999994,806.0433333333327
Asgard_Battery,1,33,813.0099999999994,813.0099999999994
Asgard_Battery,1,34,960.2899999999994,862.1033333333328
Asgard_Battery,1,35,960.2899999999994,911.196666666666
Asgard_Battery,1,36,960.2899999999994,960.2899999999994
Asgard_Battery,1,37,960.2899999999994,960.2899999999994
Asgard_Battery,1,38,960.2899999999994,960.2899999999994
Asgard_Battery,1,39,960.2899999999994,960.2899999999994
Asgard_Battery,1,40,960.2899999999994,960.2899999999994
Asgard_Battery,1,41,960.2899999999994,960.2899999999994
Asgard_Battery,1,42,960.2899999999994,960.2899999999994
Asgard_Battery,1,43,960.2899999999994,960.2899999999994
Asgard_Battery,1,44,960.2899999999994,960.2899999999994
Asgard_Battery,1,45,960.2899999999994,960.2899999999994
Asgard_Battery,1,46,960.2899999999994,960.2899999999994
Asgard_Battery,1,47,960.2899999999994,960.2899999999994
Asgard_Battery,1,48,960.2899999999994,960.2899999999994
Asgard_Battery,1,49,960.2899999999994,960.2899999999994
Asgard_Battery,1,50,960.2899999999994,960.2899999999994
Asgard_Battery,1,51,960.2899999999994,960.2899999999994
Asgard_Battery,1,52,960.2899999999994,960.2899999999994
Asgard_Battery,1,53,960.2899999999994,960.2899999999994
Asgard_Battery,1,54,960.2899999999994,960.2899999999994
Asgard_Battery,1,55,980.1449999999994,966.9083333333327
Asgard_Battery,1,56,980.1449999999994,973.5266666666661
Asgard_Battery,1,57,980.1449999999994,980.1449999999994
Asgard_Battery,1,58,1000.0,986.763333333333
Asgard_Battery,1,59,1000.0,993.3816666666664
Asgard_Battery,1,60,1000.0,1000.0
Asgard_Battery,1,61,1000.0,1000.0
Asgard_Battery,1,62,1000.0,1000.0
Asgard_Battery,1,63,1000.0,1000.0
Asgard_Battery,1,64,325.9750000000006,775.3250000000002
Asgard_Battery,1,65,325.9750000000006,550.6500000000004
Asgard_Battery,1,66,325.9750000000006,325.9750000000006
Asgard_Battery,1,67,325.9750000000006,325.9750000000006
Asgard_Battery,1,68,325.9750000000006,325.9750000000006
Asgard_Battery,1,69,325.9750000000006,325.9750000000006
Asgard_Battery,1,70,325.9750000000006,325.9750000000006
Asgard_Battery,1,71,325.9750000000006,325.9750000000006
Asgard_Battery,1,72,325.9750000000006,325.9750000000006
Asgard_Battery,1,73,325.9750000000006,325.9750000000006
Asgard_Battery,1,74,325.9750000000006,325.9750000000006
Asgard_Battery,1,75,325.9750000000006,325.9750000000006
Asgard_Battery,1,76,325.9750000000006,325.9750000000006
Asgard_Battery,1,77,325.9750000000006,325.9750000000006
Asgard_Battery,1,78,325.9750000000006,325.9750000000006
Asgard_Battery,1,79,381.3600000000006,344.43666666666724
Asgard_Battery,1,80,381.3600000000006,362.89833333333394
Asgard_Battery,1,81,381.3600000000006,381.3600000000006
Asgard_Battery,1,82,821.3050000000005,528.0083333333339
Asgard_Battery,1,83,821.3050000000005,674.6566666666672
Asgard_Battery,1,84,821.3050000000005,821.3050000000005
Asgard_Battery,1,85,1000.0,880.8700000000003
Asgard_Battery,1,86,1000.0,940.4350000000002
Asgard_Battery,1,87,1000.0,1000.0
Asgard_Battery,1,88,1000.0,1000.0
Asgard_Battery,1,89,1000.0,1000.0
Asgard_Battery,1,90,1000.0,1000.0
Asgard_Battery,1,91,1000.0,1000.0
Asgard_Battery,1,92,1000.0,1000.0
Asgard_Battery,1,93,1000.0,1000.0
Asgard_Battery,1,94,1000.0,1000.0
Asgard_Battery,1,95,1000.0,1000.0
Asgard_Battery,1,96,1000.0,1000.0
Asgard_Battery,1,97,1000.0,1000.0
Asgard_Battery,1,98,1000.0,1000.0
Asgard_Battery,1,99,1000.0,1000.0
Asgard_Battery,1,100,1000.0,1000.0
Asgard_Battery,1,101,1000.0,1000.0
Asgard_Battery,1,102,1000.0,1000.0
Asgard_Battery,1,103,1000.0,1000.0
Asgard_Battery,1,104,1000.0,1000.0
Asgard_Battery,1,105,1000.0,1000.0
Asgard_Battery,1,106,1000.0,1000.0
Asgard_Battery,1,107,1000.0,1000.0
Asgard_Battery,1,108,1000.0,1000.0
Asgard_Battery,1,109,1000.0,1000.0
Asgard_Battery,1,110,1000.0,1000.0
Asgard_Battery,1,111,1000.0,1000.0
Asgard_Battery,1,112,350.1851797408553,783.3950599136184
Asgard_Battery,1,113,350.1851797408553,566.7901198272368
Asgard_Battery,1,114,350.1851797408553,350.1851797408553
Asgard_Battery,1,115,0.0,233.45678649390354
Asgard_Battery,1,116,0.0,116.72839324695177
Asgard_Battery,1,117,0.0,0.0
Asgard_Battery,1,118,0.0,0.0
Asgard_Battery,1,119,0.0,0.0
Asgard_Battery,1,120,0.0,0.0
Asgard_Battery,1,121,0.0,0.0
Asgard_Battery,1,122,0.0,0.0
Asgard_Battery,1,123,0.0,0.0
Asgard_Battery,1,124,0.0,0.0
Asgard_Battery,1,125,0.0,0.0
Asgard_Battery,1,126,0.0,0.0
Asgard_Battery,1,127,0.0,0.0
Asgard_Battery,1,128,0.0,0.0
Asgard_Battery,1,129,0.0,0.0
Asgard_Battery,1,130,316.6524349449396,105.5508116483132
Asgard_Battery,1,131,316.6524349449396,211.1016232966264
Asgard_Battery,1,132,316.6524349449396,316.6524349449396
Asgard_Battery,1,133,529.8324349449397,387.7124349449396
Asgard_Battery,1,134,529.8324349449397,458.7724349449397
Asgard_Battery,1,135,529.8324349449397,529.8324349449397
Asgard_Battery,1,136,529.8324349449397,529.8324349449397
Asgard_Battery,1,137,529.8324349449397,529.8324349449397
Asgard_Battery,1,138,529.8324349449397,529.8324349449397
Asgard_Battery,1,139,529.8324349449397,529.8324349449397
Asgard_Battery,1,140,529.8324349449397,529.8324349449397
Asgard_Battery,1,141,529.8324349449397,529.8324349449397
Asgard_Battery,1,142,529.8324349449397,529.8324349449397
Asgard_Battery,1,143,529.8324349449397,529.8324349449397
Asgard_Battery,1,144,529.8324349449397,529.8324349449397
Asgard_Battery,1,145,529.8324349449397,529.8324349449397
Asgard_Battery,1,146,529.8324349449397,529.8324349449397
Asgard_Battery,1,147,529.8324349449397,529.8324349449397
Asgard_Battery,1,148,529.8324349449397,529.8324349449397
Asgard_Battery,1,149,529.8324349449397,529.8324349449397
Asgard_Battery,1,150,529.8324349449397,529.8324349449397
Asgard_Battery,1,151,529.8324349449397,529.8324349449397
Asgard_Battery,1,152,529.8324349449397,529.8324349449397
Asgard_Battery,1,153,529.8324349449397,529.8324349449397
Asgard_Battery,1,154,811.9824349449397,623.8824349449396
Asgard_Battery,1,155,811.9824349449397,717.9324349449397
Asgard_Battery,1,156,811.9824349449397,811.9824349449397
Asgard_Battery,1,157,984.4074349449395,869.4574349449396
Asgard_Battery,1,158,984.4074349449395,926.9324349449396
Asgard_Battery,1,159,984.4074349449395,984.4074349449395
Asgard_Battery,1,160,0.0,656.2716232966263
Asgard_Battery,1,161,0.0,328.13581164831317
Asgard_Battery,1,162,0.0,0.0
Asgard_Battery,1,163,0.0,0.0
Asgard_Battery,1,164,0.0,0.0
Asgard_Battery,1,165,0.0,0.0
Asgard_Battery,1,166,0.0,0.0
Asgard_Battery,1,167,0.0,0.0
Asgard_Battery,1,168,0.0,0.0
