id,asset,milestone_year,scenario,period_block_start,period_block_end,solution
70,AT_Hydro_Reservoir,2050,1,70,70,340.7443058848937
71,AT_Hydro_Reservoir,2050,1,71,71,338.6017258823782
72,AT_Hydro_Reservoir,2050,1,72,72,343.0772047959334
73,AT_Hydro_Reservoir,2050,1,73,73,345.2996297137913
74,AT_Hydro_Reservoir,2050,1,74,74,346.62147804027416
75,AT_Hydro_Reservoir,2050,1,75,75,351.2685500105182
76,AT_Hydro_Reservoir,2050,1,76,76,357.9578065244798
77,AT_Hydro_Reservoir,2050,1,77,77,350.0059882797674
78,AT_Hydro_Reservoir,2050,1,78,78,341.9202398452444
79,AT_Hydro_Reservoir,2050,1,79,79,334.06057146092144
80,AT_Hydro_Reservoir,2050,1,80,80,333.3229422024351
81,AT_Hydro_Reservoir,2050,1,81,81,329.6854589230005
82,AT_Hydro_Reservoir,2050,1,82,82,334.0741274340014
83,AT_Hydro_Reservoir,2050,1,83,83,326.17413261659453
84,AT_Hydro_Reservoir,2050,1,84,84,320.32067047560906
85,AT_Hydro_Reservoir,2050,1,85,85,321.99194252299515
86,AT_Hydro_Reservoir,2050,1,86,86,319.98443135777154
87,AT_Hydro_Reservoir,2050,1,87,87,318.2576581789234
88,AT_Hydro_Reservoir,2050,1,88,88,320.69771997831685
89,AT_Hydro_Reservoir,2050,1,89,89,323.1377817777103
90,AT_Hydro_Reservoir,2050,1,90,90,325.57784357710375
91,AT_Hydro_Reservoir,2050,1,91,91,327.6971774090641
92,AT_Hydro_Reservoir,2050,1,92,92,330.847373598441
93,AT_Hydro_Reservoir,2050,1,93,93,322.9866154666581
94,AT_Hydro_Reservoir,2050,1,94,94,316.1501827735498
95,AT_Hydro_Reservoir,2050,1,95,95,307.4959824968266
96,AT_Hydro_Reservoir,2050,1,96,96,299.3560155694571
97,AT_Hydro_Reservoir,2050,1,97,97,306.27264517235346
98,AT_Hydro_Reservoir,2050,1,98,98,311.73342116049184
99,AT_Hydro_Reservoir,2050,1,99,99,318.70742017062037
100,AT_Hydro_Reservoir,2050,1,100,100,320.39171709595985
101,AT_Hydro_Reservoir,2050,1,101,101,318.57276498835665
102,AT_Hydro_Reservoir,2050,1,102,102,324.125607372428
103,AT_Hydro_Reservoir,2050,1,103,103,330.8975612585549
104,AT_Hydro_Reservoir,2050,1,104,104,337.1206654901805
105,AT_Hydro_Reservoir,2050,1,105,105,344.69465102621996
106,AT_Hydro_Reservoir,2050,1,106,106,352.5356742934972
107,AT_Hydro_Reservoir,2050,1,107,107,356.48750723812464
108,AT_Hydro_Reservoir,2050,1,108,108,353.75607836649294
109,AT_Hydro_Reservoir,2050,1,109,109,359.32073571241756
110,AT_Hydro_Reservoir,2050,1,110,110,367.12841051109297
111,AT_Hydro_Reservoir,2050,1,111,111,372.954905949754
112,AT_Hydro_Reservoir,2050,1,112,112,377.6020747006146
113,AT_Hydro_Reservoir,2050,1,113,113,387.543599086689
114,AT_Hydro_Reservoir,2050,1,114,114,392.0810405785119
115,AT_Hydro_Reservoir,2050,1,115,115,388.8950235035711
116,AT_Hydro_Reservoir,2050,1,116,116,380.91654944686354
117,AT_Hydro_Reservoir,2050,1,117,117,371.2658668214675
118,AT_Hydro_Reservoir,2050,1,118,118,366.6042333017459
119,AT_Hydro_Reservoir,2050,1,119,119,374.89980683598617
120,AT_Hydro_Reservoir,2050,1,120,120,384.8413312220606
121,AT_Hydro_Reservoir,2050,1,121,121,394.78285560813504
122,AT_Hydro_Reservoir,2050,1,122,122,404.72437999420947
123,AT_Hydro_Reservoir,2050,1,123,123,409.1545128584453
124,AT_Hydro_Reservoir,2050,1,124,124,419.0960372445197
125,AT_Hydro_Reservoir,2050,1,125,125,429.03756163059415
126,AT_Hydro_Reservoir,2050,1,126,126,438.46635467930093
127,AT_Hydro_Reservoir,2050,1,127,127,448.40787906537537
128,AT_Hydro_Reservoir,2050,1,128,128,458.3494034514498
129,AT_Hydro_Reservoir,2050,1,129,129,468.29092783752424
130,AT_Hydro_Reservoir,2050,1,130,130,478.2324522235987
131,AT_Hydro_Reservoir,2050,1,131,131,488.1739766096732
132,AT_Hydro_Reservoir,2050,1,132,132,498.1155009957477
133,AT_Hydro_Reservoir,2050,1,133,133,508.0570253818222
134,AT_Hydro_Reservoir,2050,1,134,134,511.473207818117
135,AT_Hydro_Reservoir,2050,1,135,135,513.6393578196926
136,AT_Hydro_Reservoir,2050,1,136,136,520.7606480285687
137,AT_Hydro_Reservoir,2050,1,137,137,530.7021724146432
138,AT_Hydro_Reservoir,2050,1,138,138,540.6436968007176
139,AT_Hydro_Reservoir,2050,1,139,139,550.5852211867921
140,AT_Hydro_Reservoir,2050,1,140,140,549.1556377584925
141,AT_Hydro_Reservoir,2050,1,141,141,545.5121336788716
142,AT_Hydro_Reservoir,2050,1,142,142,551.5163540257216
143,AT_Hydro_Reservoir,2050,1,143,143,558.94643943761
144,AT_Hydro_Reservoir,2050,1,144,144,557.7543586154907
145,AT_Hydro_Reservoir,2050,1,145,145,553.5354720865521
146,AT_Hydro_Reservoir,2050,1,146,146,557.3799669438267
147,AT_Hydro_Reservoir,2050,1,147,147,564.4628052945584
148,AT_Hydro_Reservoir,2050,1,148,148,574.4043296806328
149,AT_Hydro_Reservoir,2050,1,149,149,581.2907842036009
150,AT_Hydro_Reservoir,2050,1,150,150,591.2323085896753
151,AT_Hydro_Reservoir,2050,1,151,151,601.0551028748164
152,AT_Hydro_Reservoir,2050,1,152,152,610.9966272608908
153,AT_Hydro_Reservoir,2050,1,153,153,620.9381516469654
154,AT_Hydro_Reservoir,2050,1,154,154,630.8796760330399
155,AT_Hydro_Reservoir,2050,1,155,155,640.8212004191143
156,AT_Hydro_Reservoir,2050,1,156,156,647.2789351009857
157,AT_Hydro_Reservoir,2050,1,157,157,657.2204594870602
158,AT_Hydro_Reservoir,2050,1,158,158,667.1619838731347
159,AT_Hydro_Reservoir,2050,1,159,159,677.1035082592091
160,AT_Hydro_Reservoir,2050,1,160,160,681.7637034113104
161,AT_Hydro_Reservoir,2050,1,161,161,691.7052277973849
162,AT_Hydro_Reservoir,2050,1,162,162,695.9505953357196
163,AT_Hydro_Reservoir,2050,1,163,163,692.3062358058323
164,AT_Hydro_Reservoir,2050,1,164,164,687.2489947721866
165,AT_Hydro_Reservoir,2050,1,165,165,697.190519158261
166,AT_Hydro_Reservoir,2050,1,166,166,704.6317256965923
167,AT_Hydro_Reservoir,2050,1,167,167,702.0310104505952
168,AT_Hydro_Reservoir,2050,1,168,168,705.6295070337981
169,AT_Hydro_Reservoir,2050,1,169,169,715.1156507964994
170,AT_Hydro_Reservoir,2050,1,170,170,717.15823516154
171,AT_Hydro_Reservoir,2050,1,171,171,707.2881696850504
172,AT_Hydro_Reservoir,2050,1,172,172,697.4181042085609
173,AT_Hydro_Reservoir,2050,1,173,173,688.6464334693426
174,AT_Hydro_Reservoir,2050,1,174,174,691.6233097331509
175,AT_Hydro_Reservoir,2050,1,175,175,701.5648341192255
176,AT_Hydro_Reservoir,2050,1,176,176,707.5726978992487
177,AT_Hydro_Reservoir,2050,1,177,177,700.6819313074202
178,AT_Hydro_Reservoir,2050,1,178,178,690.8118658309305
179,AT_Hydro_Reservoir,2050,1,179,179,680.9418003544409
180,AT_Hydro_Reservoir,2050,1,180,180,674.4062191902073
181,AT_Hydro_Reservoir,2050,1,181,181,666.8246523942412
182,AT_Hydro_Reservoir,2050,1,182,182,662.8754980589506
183,AT_Hydro_Reservoir,2050,1,183,183,661.3367823723667
184,AT_Hydro_Reservoir,2050,1,184,184,658.086979626942
185,AT_Hydro_Reservoir,2050,1,185,185,651.8057547270521
186,AT_Hydro_Reservoir,2050,1,186,186,641.9356892505625
187,AT_Hydro_Reservoir,2050,1,187,187,651.8772136366371
188,AT_Hydro_Reservoir,2050,1,188,188,661.8187380227116
189,AT_Hydro_Reservoir,2050,1,189,189,669.9352306153215
190,AT_Hydro_Reservoir,2050,1,190,190,678.9413596201097
191,AT_Hydro_Reservoir,2050,1,191,191,688.8828840061841
192,AT_Hydro_Reservoir,2050,1,192,192,684.9522532362023
193,AT_Hydro_Reservoir,2050,1,193,193,675.2930848508049
194,AT_Hydro_Reservoir,2050,1,194,194,665.4230193743153
195,AT_Hydro_Reservoir,2050,1,195,195,655.5529538978257
196,AT_Hydro_Reservoir,2050,1,196,196,648.9991901981068
197,AT_Hydro_Reservoir,2050,1,197,197,643.6065141042016
198,AT_Hydro_Reservoir,2050,1,198,198,641.7391523643665
199,AT_Hydro_Reservoir,2050,1,199,199,649.0453261362773
200,AT_Hydro_Reservoir,2050,1,200,200,646.4926788326973
201,AT_Hydro_Reservoir,2050,1,201,201,642.9415137603344
202,AT_Hydro_Reservoir,2050,1,202,202,647.2830369014742
203,AT_Hydro_Reservoir,2050,1,203,203,650.7125684367093
204,AT_Hydro_Reservoir,2050,1,204,204,652.1958655341725
205,AT_Hydro_Reservoir,2050,1,205,205,646.1375753020976
206,AT_Hydro_Reservoir,2050,1,206,206,653.1756534141729
207,AT_Hydro_Reservoir,2050,1,207,207,661.5845524306799
208,AT_Hydro_Reservoir,2050,1,208,208,658.2093559220059
209,AT_Hydro_Reservoir,2050,1,209,209,653.9241169548245
210,AT_Hydro_Reservoir,2050,1,210,210,659.8335877353097
211,AT_Hydro_Reservoir,2050,1,211,211,663.1794647864347
212,AT_Hydro_Reservoir,2050,1,212,212,664.7540898577031
213,AT_Hydro_Reservoir,2050,1,213,213,657.2658201002483
214,AT_Hydro_Reservoir,2050,1,214,214,647.3957546237588
215,AT_Hydro_Reservoir,2050,1,215,215,637.9256602072984
216,AT_Hydro_Reservoir,2050,1,216,216,631.6074777021215
217,AT_Hydro_Reservoir,2050,1,217,217,626.0962472303308
218,AT_Hydro_Reservoir,2050,1,218,218,616.2261817538412
219,AT_Hydro_Reservoir,2050,1,219,219,606.3561162773516
220,AT_Hydro_Reservoir,2050,1,220,220,596.486050800862
221,AT_Hydro_Reservoir,2050,1,221,221,586.6159853243724
222,AT_Hydro_Reservoir,2050,1,222,222,576.7459198478829
223,AT_Hydro_Reservoir,2050,1,223,223,566.8758543713933
224,AT_Hydro_Reservoir,2050,1,224,224,557.0057888949036
225,AT_Hydro_Reservoir,2050,1,225,225,552.7743025425033
226,AT_Hydro_Reservoir,2050,1,226,226,549.3220361304118
227,AT_Hydro_Reservoir,2050,1,227,227,545.3810941308265
228,AT_Hydro_Reservoir,2050,1,228,228,547.0924790394223
229,AT_Hydro_Reservoir,2050,1,229,229,555.1582002203389
230,AT_Hydro_Reservoir,2050,1,230,230,561.0524337750235
231,AT_Hydro_Reservoir,2050,1,231,231,554.2543862323056
232,AT_Hydro_Reservoir,2050,1,232,232,544.384320755816
233,AT_Hydro_Reservoir,2050,1,233,233,534.5142552793264
234,AT_Hydro_Reservoir,2050,1,234,234,525.379284557527
235,AT_Hydro_Reservoir,2050,1,235,235,523.6243640415472
236,AT_Hydro_Reservoir,2050,1,236,236,529.2434948014436
237,AT_Hydro_Reservoir,2050,1,237,237,536.5685358774032
238,AT_Hydro_Reservoir,2050,1,238,238,540.3184593531012
239,AT_Hydro_Reservoir,2050,1,239,239,545.0029407776827
240,AT_Hydro_Reservoir,2050,1,240,240,549.6847802470477
241,AT_Hydro_Reservoir,2050,1,241,241,552.5486934126747
242,AT_Hydro_Reservoir,2050,1,242,242,542.6786279361851
243,AT_Hydro_Reservoir,2050,1,243,243,532.8085624596954
244,AT_Hydro_Reservoir,2050,1,244,244,534.5334605150545
245,AT_Hydro_Reservoir,2050,1,245,245,541.179913188952
246,AT_Hydro_Reservoir,2050,1,246,246,531.3098477124624
247,AT_Hydro_Reservoir,2050,1,247,247,521.4397822359729
248,AT_Hydro_Reservoir,2050,1,248,248,525.7339421456134
249,AT_Hydro_Reservoir,2050,1,249,249,528.4730228139283
250,AT_Hydro_Reservoir,2050,1,250,250,533.8269367194877
251,AT_Hydro_Reservoir,2050,1,251,251,537.2624762442501
252,AT_Hydro_Reservoir,2050,1,252,252,527.3924107677606
253,AT_Hydro_Reservoir,2050,1,253,253,517.522345291271
254,AT_Hydro_Reservoir,2050,1,254,254,513.1874433400503
255,AT_Hydro_Reservoir,2050,1,255,255,517.9064400394344
256,AT_Hydro_Reservoir,2050,1,256,256,519.4906597130109
257,AT_Hydro_Reservoir,2050,1,257,257,524.8418556678328
258,AT_Hydro_Reservoir,2050,1,258,258,530.024831337511
259,AT_Hydro_Reservoir,2050,1,259,259,523.7562913320185
260,AT_Hydro_Reservoir,2050,1,260,260,527.0033560938008
261,AT_Hydro_Reservoir,2050,1,261,261,534.1268186842537
262,AT_Hydro_Reservoir,2050,1,262,262,531.9900129909474
263,AT_Hydro_Reservoir,2050,1,263,263,522.1199475144579
264,AT_Hydro_Reservoir,2050,1,264,264,512.2498820379683
265,AT_Hydro_Reservoir,2050,1,265,265,504.8445154239382
266,AT_Hydro_Reservoir,2050,1,266,266,496.0791879384779
267,AT_Hydro_Reservoir,2050,1,267,267,489.7867578927834
268,AT_Hydro_Reservoir,2050,1,268,268,480.89748851628394
269,AT_Hydro_Reservoir,2050,1,269,269,471.02742303979437
270,AT_Hydro_Reservoir,2050,1,270,270,463.67384374261303
271,AT_Hydro_Reservoir,2050,1,271,271,457.83021938359616
272,AT_Hydro_Reservoir,2050,1,272,272,450.4934866676522
273,AT_Hydro_Reservoir,2050,1,273,273,446.29159296012995
274,AT_Hydro_Reservoir,2050,1,274,274,453.2197920168769
275,AT_Hydro_Reservoir,2050,1,275,275,461.337618488137
276,AT_Hydro_Reservoir,2050,1,276,276,451.4675530116474
277,AT_Hydro_Reservoir,2050,1,277,277,441.5974875351578
278,AT_Hydro_Reservoir,2050,1,278,278,433.3578101897418
279,AT_Hydro_Reservoir,2050,1,279,279,440.1040800552473
280,AT_Hydro_Reservoir,2050,1,280,280,444.4977939948311
281,AT_Hydro_Reservoir,2050,1,281,281,436.8708149678661
282,AT_Hydro_Reservoir,2050,1,282,282,427.00074949137655
283,AT_Hydro_Reservoir,2050,1,283,283,417.1306840148869
284,AT_Hydro_Reservoir,2050,1,284,284,409.9968813996321
285,AT_Hydro_Reservoir,2050,1,285,285,401.5748923143717
286,AT_Hydro_Reservoir,2050,1,286,286,397.7515770073153
287,AT_Hydro_Reservoir,2050,1,287,287,394.23619692306204
288,AT_Hydro_Reservoir,2050,1,288,288,398.52254482707747
289,AT_Hydro_Reservoir,2050,1,289,289,400.9355467492429
290,AT_Hydro_Reservoir,2050,1,290,290,391.06548127275335
291,AT_Hydro_Reservoir,2050,1,291,291,381.1954157962638
292,AT_Hydro_Reservoir,2050,1,292,292,371.3253503197742
293,AT_Hydro_Reservoir,2050,1,293,293,361.4552848432845
294,AT_Hydro_Reservoir,2050,1,294,294,354.77822070685374
295,AT_Hydro_Reservoir,2050,1,295,295,359.7169703801609
296,AT_Hydro_Reservoir,2050,1,296,296,366.2145751127756
297,AT_Hydro_Reservoir,2050,1,297,297,360.25933407412697
298,AT_Hydro_Reservoir,2050,1,298,298,365.74391615131634
299,AT_Hydro_Reservoir,2050,1,299,299,361.84627422731484
300,AT_Hydro_Reservoir,2050,1,300,300,356.88778091791505
301,AT_Hydro_Reservoir,2050,1,301,301,354.05019010830546
302,AT_Hydro_Reservoir,2050,1,302,302,346.0120828434543
303,AT_Hydro_Reservoir,2050,1,303,303,338.7585289278289
304,AT_Hydro_Reservoir,2050,1,304,304,338.12263042797855
305,AT_Hydro_Reservoir,2050,1,305,305,342.070979007648
306,AT_Hydro_Reservoir,2050,1,306,306,343.5759375415066
307,AT_Hydro_Reservoir,2050,1,307,307,334.2011157507727
308,AT_Hydro_Reservoir,2050,1,308,308,324.33105027428314
309,AT_Hydro_Reservoir,2050,1,309,309,314.66824055664
310,AT_Hydro_Reservoir,2050,1,310,310,308.5004597471549
311,AT_Hydro_Reservoir,2050,1,311,311,309.72998947352704
312,AT_Hydro_Reservoir,2050,1,312,312,313.92889403774416
313,AT_Hydro_Reservoir,2050,1,313,313,316.36895583713755
314,AT_Hydro_Reservoir,2050,1,314,314,319.2173038958181
315,AT_Hydro_Reservoir,2050,1,315,315,323.18149987554415
316,AT_Hydro_Reservoir,2050,1,316,316,326.50668575439755
317,AT_Hydro_Reservoir,2050,1,317,317,329.66160979315225
318,AT_Hydro_Reservoir,2050,1,318,318,332.10167159254564
319,AT_Hydro_Reservoir,2050,1,319,319,330.0640380865916
320,AT_Hydro_Reservoir,2050,1,320,320,330.1557120194789
321,AT_Hydro_Reservoir,2050,1,321,321,332.0202411952526
322,AT_Hydro_Reservoir,2050,1,322,322,334.7483423582653
323,AT_Hydro_Reservoir,2050,1,323,323,337.1884041576587
324,AT_Hydro_Reservoir,2050,1,324,324,336.54032696497654
325,AT_Hydro_Reservoir,2050,1,325,325,335.64206024709495
326,AT_Hydro_Reservoir,2050,1,326,326,333.70394922468057
327,AT_Hydro_Reservoir,2050,1,327,327,325.5431336172054
328,AT_Hydro_Reservoir,2050,1,328,328,328.42131188308883
329,AT_Hydro_Reservoir,2050,1,329,329,330.4726152458322
330,AT_Hydro_Reservoir,2050,1,330,330,327.9357384302612
331,AT_Hydro_Reservoir,2050,1,331,331,330.3758002296546
332,AT_Hydro_Reservoir,2050,1,332,332,332.815862029048
333,AT_Hydro_Reservoir,2050,1,333,333,335.2559238284414
334,AT_Hydro_Reservoir,2050,1,334,334,337.6959856278348
335,AT_Hydro_Reservoir,2050,1,335,335,340.13604742722816
336,AT_Hydro_Reservoir,2050,1,336,336,342.01562901187094
337,AT_Hydro_Reservoir,2050,1,337,337,343.44412384049616
338,AT_Hydro_Reservoir,2050,1,338,338,345.88418563988955
339,AT_Hydro_Reservoir,2050,1,339,339,348.32424743928294
340,AT_Hydro_Reservoir,2050,1,340,340,350.76430923867633
341,AT_Hydro_Reservoir,2050,1,341,341,353.2043710380697
342,AT_Hydro_Reservoir,2050,1,342,342,354.7899786579857
343,AT_Hydro_Reservoir,2050,1,343,343,357.2300404573791
344,AT_Hydro_Reservoir,2050,1,344,344,359.6701022567725
345,AT_Hydro_Reservoir,2050,1,345,345,362.1101640561659
346,AT_Hydro_Reservoir,2050,1,346,346,364.14141973102096
347,AT_Hydro_Reservoir,2050,1,347,347,359.7088147260913
348,AT_Hydro_Reservoir,2050,1,348,348,353.9516219559493
349,AT_Hydro_Reservoir,2050,1,349,349,347.8325268979792
350,AT_Hydro_Reservoir,2050,1,350,350,348.60720143991466
351,AT_Hydro_Reservoir,2050,1,351,351,351.04726323930805
352,AT_Hydro_Reservoir,2050,1,352,352,353.48732503870144
353,AT_Hydro_Reservoir,2050,1,353,353,355.92738683809483
354,AT_Hydro_Reservoir,2050,1,354,354,358.3674486374882
355,AT_Hydro_Reservoir,2050,1,355,355,360.8075104368816
356,AT_Hydro_Reservoir,2050,1,356,356,363.247572236275
357,AT_Hydro_Reservoir,2050,1,357,357,365.6876340356684
358,AT_Hydro_Reservoir,2050,1,358,358,368.1276958350618
359,AT_Hydro_Reservoir,2050,1,359,359,370.5677576344552
360,AT_Hydro_Reservoir,2050,1,360,360,372.87790264080024
361,AT_Hydro_Reservoir,2050,1,361,361,373.0617870997386
362,AT_Hydro_Reservoir,2050,1,362,362,372.83852207600665
363,AT_Hydro_Reservoir,2050,1,363,363,373.6198764012132
364,AT_Hydro_Reservoir,2050,1,364,364,376.0599382006066
365,AT_Hydro_Reservoir,2050,1,365,365,378.5
366,AT_Pump_Hydro_Closed,2050,1,1,1,0.915430230270416
367,AT_Pump_Hydro_Closed,2050,1,2,2,0.9308604605408322
368,AT_Pump_Hydro_Closed,2050,1,3,3,0.9462906908112482
369,AT_Pump_Hydro_Closed,2050,1,4,4,0.9617209210816643
370,AT_Pump_Hydro_Closed,2050,1,5,5,0.9751534749096861
371,AT_Pump_Hydro_Closed,2050,1,6,6,0.9843532748870443
372,AT_Pump_Hydro_Closed,2050,1,7,7,0.9997835051574603
373,AT_Pump_Hydro_Closed,2050,1,8,8,1.0152137354278763
374,AT_Pump_Hydro_Closed,2050,1,9,9,1.0306439656982924
375,AT_Pump_Hydro_Closed,2050,1,10,10,1.0460741959687085
376,AT_Pump_Hydro_Closed,2050,1,11,11,1.0615044262391247
377,AT_Pump_Hydro_Closed,2050,1,12,12,1.0769346565095408
378,AT_Pump_Hydro_Closed,2050,1,13,13,1.092364886779957
379,AT_Pump_Hydro_Closed,2050,1,14,14,1.107795117050373
380,AT_Pump_Hydro_Closed,2050,1,15,15,1.1232253473207892
381,AT_Pump_Hydro_Closed,2050,1,16,16,1.1386555775912053
382,AT_Pump_Hydro_Closed,2050,1,17,17,1.1540858078616214
383,AT_Pump_Hydro_Closed,2050,1,18,18,1.1610675081092976
384,AT_Pump_Hydro_Closed,2050,1,19,19,1.1589702353806517
385,AT_Pump_Hydro_Closed,2050,1,20,20,1.1620125366765959
386,AT_Pump_Hydro_Closed,2050,1,21,21,1.1650712583547795
387,AT_Pump_Hydro_Closed,2050,1,22,22,1.1629739856261336
388,AT_Pump_Hydro_Closed,2050,1,23,23,1.1659424773140563
389,AT_Pump_Hydro_Closed,2050,1,24,24,1.1799517835106428
390,AT_Pump_Hydro_Closed,2050,1,25,25,1.1847225418127376
391,AT_Pump_Hydro_Closed,2050,1,26,26,1.1978004386441996
392,AT_Pump_Hydro_Closed,2050,1,27,27,1.207488529445999
393,AT_Pump_Hydro_Closed,2050,1,28,28,1.222918759716415
394,AT_Pump_Hydro_Closed,2050,1,29,29,1.2383489899868312
395,AT_Pump_Hydro_Closed,2050,1,30,30,1.2537792202572473
396,AT_Pump_Hydro_Closed,2050,1,31,31,1.2635254559270437
397,AT_Pump_Hydro_Closed,2050,1,32,32,1.2787371963739957
398,AT_Pump_Hydro_Closed,2050,1,33,33,1.2874453353280613
399,AT_Pump_Hydro_Closed,2050,1,34,34,1.2893911997695573
400,AT_Pump_Hydro_Closed,2050,1,35,35,1.2883257899185885
401,AT_Pump_Hydro_Closed,2050,1,36,36,1.2908820662512541
402,AT_Pump_Hydro_Closed,2050,1,37,37,1.3063122965216702
403,AT_Pump_Hydro_Closed,2050,1,38,38,1.3217425267920864
404,AT_Pump_Hydro_Closed,2050,1,39,39,1.3371727570625025
405,AT_Pump_Hydro_Closed,2050,1,40,40,1.3498768171075326
406,AT_Pump_Hydro_Closed,2050,1,41,41,1.3578093224844714
407,AT_Pump_Hydro_Closed,2050,1,42,42,1.35935724677142
408,AT_Pump_Hydro_Closed,2050,1,43,43,1.362965831010764
409,AT_Pump_Hydro_Closed,2050,1,44,44,1.3682997131057362
410,AT_Pump_Hydro_Closed,2050,1,45,45,1.371337947367926
411,AT_Pump_Hydro_Closed,2050,1,46,46,1.3818627425478405
412,AT_Pump_Hydro_Closed,2050,1,47,47,1.3928482177901214
413,AT_Pump_Hydro_Closed,2050,1,48,48,1.4060788269948739
414,AT_Pump_Hydro_Closed,2050,1,49,49,1.4197383527542833
415,AT_Pump_Hydro_Closed,2050,1,50,50,1.4351685830246994
416,AT_Pump_Hydro_Closed,2050,1,51,51,1.446798753477398
417,AT_Pump_Hydro_Closed,2050,1,52,52,1.4577914729562214
418,AT_Pump_Hydro_Closed,2050,1,53,53,1.4699773644521854
