id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
107,hub,2030,5,11,11,195.0
108,hub,2030,5,12,12,195.0
109,hub,2030,5,13,13,195.0
110,hub,2030,5,14,14,195.0
111,hub,2030,5,15,15,195.0
112,hub,2030,5,16,16,195.0
113,hub,2030,5,17,17,195.0
114,hub,2030,5,18,18,195.0
115,hub,2030,5,19,19,195.0
116,hub,2030,5,20,20,195.0
117,hub,2030,5,21,21,195.0
118,hub,2030,5,22,22,195.0
119,hub,2030,5,23,23,195.0
120,hub,2030,5,24,24,195.0
121,hub,2030,6,1,1,1350.0
122,hub,2030,6,2,2,1350.0
123,hub,2030,6,3,3,1350.0
124,hub,2030,6,4,4,1350.0
125,hub,2030,6,5,5,1350.0
126,hub,2030,6,6,6,1350.0
127,hub,2030,6,7,7,1350.0
128,hub,2030,6,8,8,1350.0
129,hub,2030,6,9,9,1350.0
130,hub,2030,6,10,10,1350.0
131,hub,2030,6,11,11,1350.0
132,hub,2030,6,12,12,135.0
133,hub,2030,6,13,13,135.0
134,hub,2030,6,14,14,135.0
135,hub,2030,6,15,15,135.0
136,hub,2030,6,16,16,135.0
137,hub,2030,6,17,17,135.0
138,hub,2030,6,18,18,135.0
139,hub,2030,6,19,19,135.0
140,hub,2030,6,20,20,135.0
141,hub,2030,6,21,21,135.0
142,hub,2030,6,22,22,135.0
143,hub,2030,6,23,23,135.0
144,hub,2030,6,24,24,135.0
145,hub,2030,7,1,1,1050.0
146,hub,2030,7,2,2,1050.0
147,hub,2030,7,3,3,105.0
148,hub,2030,7,4,4,105.0
149,hub,2030,7,5,5,105.0
150,hub,2030,7,6,6,105.0
151,hub,2030,7,7,7,105.0
152,hub,2030,7,8,8,105.0
153,hub,2030,7,9,9,1050.0
154,hub,2030,7,10,10,1050.0
155,hub,2030,7,11,11,1050.0
156,hub,2030,7,12,12,1050.0
157,hub,2030,7,13,13,1050.0
158,hub,2030,7,14,14,1050.0
159,hub,2030,7,15,15,1050.0
160,hub,2030,7,16,16,1050.0
161,hub,2030,7,17,17,1050.0
162,hub,2030,7,18,18,1050.0
163,hub,2030,7,19,19,1050.0
164,hub,2030,7,20,20,1050.0
165,hub,2030,7,21,21,1050.0
166,hub,2030,7,22,22,1050.0
167,hub,2030,7,23,23,1050.0
168,hub,2030,7,24,24,1050.0
