profile_name,year,period,timestep,value
availability-wind,2030,1,417,0.131302618
availability-wind,2030,1,418,0.097448314
availability-wind,2030,1,419,0.077830749
availability-wind,2030,1,420,0.065456689
availability-wind,2030,1,421,0.087886384
availability-wind,2030,1,422,0.032489571
availability-wind,2030,1,423,0.045800547
availability-wind,2030,1,424,0.066042436
availability-wind,2030,1,425,0.037609001
availability-wind,2030,1,426,0.041421513
availability-wind,2030,1,427,0.03789876
availability-wind,2030,1,428,0.040760272
availability-wind,2030,1,429,0.024639017
availability-wind,2030,1,430,0.030803115
availability-wind,2030,1,431,0.02729831
availability-wind,2030,1,432,0.032129354
availability-wind,2030,1,433,0.027873873
availability-wind,2030,1,434,0.022287335
availability-wind,2030,1,435,0.028234316
availability-wind,2030,1,436,0.038087035
availability-wind,2030,1,437,0.025866664
availability-wind,2030,1,438,0.020141947
availability-wind,2030,1,439,0.022756408
availability-wind,2030,1,440,0.017838318
availability-wind,2030,1,441,0.023633466
availability-wind,2030,1,442,0.020679009
availability-wind,2030,1,443,0.021823647
availability-wind,2030,1,444,0.020694015
availability-wind,2030,1,445,0.025992446
availability-wind,2030,1,446,0.012401031
availability-wind,2030,1,447,0.009795948
availability-wind,2030,1,448,0.012018349
availability-wind,2030,1,449,0.004147723
availability-wind,2030,1,450,0.010492177
availability-wind,2030,1,451,0.014157524
availability-wind,2030,1,452,0.006738947
availability-wind,2030,1,453,0.006643334
availability-wind,2030,1,454,0.005627777
availability-wind,2030,1,455,0.005445474
availability-wind,2030,1,456,0.002296616
availability-wind,2030,1,457,0.002759349
availability-wind,2030,1,458,0.004134226
availability-wind,2030,1,459,0.016143099
availability-wind,2030,1,460,0.007972238
availability-wind,2030,1,461,0.002815009
availability-wind,2030,1,462,0.008915505
availability-wind,2030,1,463,0.022587347
availability-wind,2030,1,464,0.0054
availability-wind,2030,1,465,0.003807901
availability-wind,2030,1,466,0.001567028
availability-wind,2030,1,467,0.001071027
availability-wind,2030,1,468,0.000240501
availability-wind,2030,1,469,0.008402089
availability-wind,2030,1,470,0.001242493
availability-wind,2030,1,471,0.003802291
availability-wind,2030,1,472,0.006077655
availability-wind,2030,1,473,0.012657345
availability-wind,2030,1,474,0.024015497
availability-wind,2030,1,475,0.027050865
availability-wind,2030,1,476,0.0532063
availability-wind,2030,1,477,0.068345306
availability-wind,2030,1,478,0.124377949
availability-wind,2030,1,479,0.132830074
availability-wind,2030,1,480,0.208381042
availability-wind,2030,1,481,0.241388949
availability-wind,2030,1,482,0.235794923
availability-wind,2030,1,483,0.22933211
availability-wind,2030,1,484,0.243054699
availability-wind,2030,1,485,0.222121022
availability-wind,2030,1,486,0.255595432
availability-wind,2030,1,487,0.293101131
availability-wind,2030,1,488,0.370356077
availability-wind,2030,1,489,0.419974245
availability-wind,2030,1,490,0.429431837
availability-wind,2030,1,491,0.400802229
availability-wind,2030,1,492,0.321521609
availability-wind,2030,1,493,0.266248019
availability-wind,2030,1,494,0.250140402
availability-wind,2030,1,495,0.210593191
availability-wind,2030,1,496,0.248310178
availability-wind,2030,1,497,0.242829326
availability-wind,2030,1,498,0.262481484
availability-wind,2030,1,499,0.259106417
availability-wind,2030,1,500,0.265340974
availability-wind,2030,1,501,0.264414921
availability-wind,2030,1,502,0.274696288
availability-wind,2030,1,503,0.275063643
availability-wind,2030,1,504,0.234759565
availability-wind,2030,1,505,0.245868282
availability-wind,2030,1,506,0.260020538
availability-wind,2030,1,507,0.268637166
availability-wind,2030,1,508,0.292706598
availability-wind,2030,1,509,0.213968719
availability-wind,2030,1,510,0.214970293
availability-wind,2030,1,511,0.214664159
availability-wind,2030,1,512,0.185614266
availability-wind,2030,1,513,0.201416986
availability-wind,2030,1,514,0.19159417
availability-wind,2030,1,515,0.159132129
availability-wind,2030,1,516,0.143923817
availability-wind,2030,1,517,0.160405066
availability-wind,2030,1,518,0.197140221
availability-wind,2030,1,519,0.154436101
availability-wind,2030,1,520,0.121449063
availability-wind,2030,1,521,0.084947604
availability-wind,2030,1,522,0.064424141
availability-wind,2030,1,523,0.061151762
availability-wind,2030,1,524,0.054516845
availability-wind,2030,1,525,0.048813272
availability-wind,2030,1,526,0.033195285
availability-wind,2030,1,527,0.034730842
availability-wind,2030,1,528,0.02522331
availability-wind,2030,1,529,0.014428079
availability-wind,2030,1,530,0.010349816
availability-wind,2030,1,531,0.01033771
availability-wind,2030,1,532,0.010528948
availability-wind,2030,1,533,0.014479001
availability-wind,2030,1,534,0.024576684
availability-wind,2030,1,535,0.033528708
availability-wind,2030,1,536,0.073831948
availability-wind,2030,1,537,0.11852871
availability-wind,2030,1,538,0.195299991
availability-wind,2030,1,539,0.239168715
availability-wind,2030,1,540,0.305042438
availability-wind,2030,1,541,0.42999521
availability-wind,2030,1,542,0.499058219
availability-wind,2030,1,543,0.583671524
availability-wind,2030,1,544,0.691128578
availability-wind,2030,1,545,0.808745667
availability-wind,2030,1,546,0.840206039
availability-wind,2030,1,547,0.887484606
availability-wind,2030,1,548,0.937782664
availability-wind,2030,1,549,0.953910207
availability-wind,2030,1,550,0.9660027
availability-wind,2030,1,551,0.975480999
availability-wind,2030,1,552,0.977198133
availability-wind,2030,1,553,0.978179743
availability-wind,2030,1,554,0.979139943
availability-wind,2030,1,555,0.979170078
availability-wind,2030,1,556,0.969799217
availability-wind,2030,1,557,0.949059338
availability-wind,2030,1,558,0.895579192
availability-wind,2030,1,559,0.932285034
availability-wind,2030,1,560,0.941615952
availability-wind,2030,1,561,0.963831033
availability-wind,2030,1,562,0.964672291
availability-wind,2030,1,563,0.957411987
availability-wind,2030,1,564,0.975176155
availability-wind,2030,1,565,0.971101279
availability-wind,2030,1,566,0.955103884
availability-wind,2030,1,567,0.951744688
availability-wind,2030,1,568,0.926752035
availability-wind,2030,1,569,0.954701682
availability-wind,2030,1,570,0.926448208
availability-wind,2030,1,571,0.885060815
availability-wind,2030,1,572,0.924422852
availability-wind,2030,1,573,0.921455231
availability-wind,2030,1,574,0.913710785
availability-wind,2030,1,575,0.896269385
availability-wind,2030,1,576,0.828353655
availability-wind,2030,1,577,0.752469533
availability-wind,2030,1,578,0.705442311
availability-wind,2030,1,579,0.556450943
availability-wind,2030,1,580,0.497694708
availability-wind,2030,1,581,0.485143175
availability-wind,2030,1,582,0.416178133
availability-wind,2030,1,583,0.39002209
availability-wind,2030,1,584,0.385319725
availability-wind,2030,1,585,0.429359548
availability-wind,2030,1,586,0.352135059
availability-wind,2030,1,587,0.384849444
availability-wind,2030,1,588,0.422050064
availability-wind,2030,1,589,0.419976707
availability-wind,2030,1,590,0.391276529
availability-wind,2030,1,591,0.343375768
availability-wind,2030,1,592,0.394153615
availability-wind,2030,1,593,0.392263843
availability-wind,2030,1,594,0.481288415
availability-wind,2030,1,595,0.439701259
availability-wind,2030,1,596,0.458631748
availability-wind,2030,1,597,0.426374185
availability-wind,2030,1,598,0.539411013
availability-wind,2030,1,599,0.703744478
availability-wind,2030,1,600,0.777159126
availability-wind,2030,1,601,0.796196045
availability-wind,2030,1,602,0.817535749
availability-wind,2030,1,603,0.845179769
availability-wind,2030,1,604,0.873419085
availability-wind,2030,1,605,0.817809109
availability-wind,2030,1,606,0.907719207
availability-wind,2030,1,607,0.952570456
availability-wind,2030,1,608,0.949245962
availability-wind,2030,1,609,0.969674187
availability-wind,2030,1,610,0.858039214
availability-wind,2030,1,611,0.964470872
availability-wind,2030,1,612,0.93347325
availability-wind,2030,1,613,0.940104698
availability-wind,2030,1,614,0.963117398
availability-wind,2030,1,615,0.955544342
availability-wind,2030,1,616,0.975847606
availability-wind,2030,1,617,0.97362838
availability-wind,2030,1,618,0.977946677
availability-wind,2030,1,619,0.979050339
availability-wind,2030,1,620,0.979065618
availability-wind,2030,1,621,0.978994996
availability-wind,2030,1,622,0.978702219
availability-wind,2030,1,623,0.974893639
availability-wind,2030,1,624,0.972591671
availability-wind,2030,1,625,0.9721643
availability-wind,2030,1,626,0.966491819
availability-wind,2030,1,627,0.95364083
availability-wind,2030,1,628,0.956637274
availability-wind,2030,1,629,0.948597825
availability-wind,2030,1,630,0.874871756
availability-wind,2030,1,631,0.825128002
availability-wind,2030,1,632,0.79672372
availability-wind,2030,1,633,0.71431659
availability-wind,2030,1,634,0.717805191
availability-wind,2030,1,635,0.684633602
availability-wind,2030,1,636,0.572711857
availability-wind,2030,1,637,0.474534638
availability-wind,2030,1,638,0.433136813
availability-wind,2030,1,639,0.256835086
availability-wind,2030,1,640,0.224800716
availability-wind,2030,1,641,0.185468596
availability-wind,2030,1,642,0.205321139
availability-wind,2030,1,643,0.275942518
availability-wind,2030,1,644,0.330451064
availability-wind,2030,1,645,0.352469322
availability-wind,2030,1,646,0.468131425
availability-wind,2030,1,647,0.773382486
availability-wind,2030,1,648,0.822762958
availability-wind,2030,1,649,0.848328899
availability-wind,2030,1,650,0.924398091
availability-wind,2030,1,651,0.966519484
availability-wind,2030,1,652,0.975148232
availability-wind,2030,1,653,0.977517172
availability-wind,2030,1,654,0.978993083
availability-wind,2030,1,655,0.979118803
availability-wind,2030,1,656,0.979177596
availability-wind,2030,1,657,0.979159787
availability-wind,2030,1,658,0.979199572
availability-wind,2030,1,659,0.9792
availability-wind,2030,1,660,0.9792
availability-wind,2030,1,661,0.9792
availability-wind,2030,1,662,0.9792
availability-wind,2030,1,663,0.9792
availability-wind,2030,1,664,0.978831023
availability-wind,2030,1,665,0.979199902
availability-wind,2030,1,666,0.9792
availability-wind,2030,1,667,0.9792
availability-wind,2030,1,668,0.979057995
availability-wind,2030,1,669,0.97774311
availability-wind,2030,1,670,0.978570079
availability-wind,2030,1,671,0.979199988
availability-wind,2030,1,672,0.979199892
availability-wind,2030,1,673,0.9792
availability-wind,2030,1,674,0.9792
availability-wind,2030,1,675,0.9792
availability-wind,2030,1,676,0.9792
availability-wind,2030,1,677,0.9792
availability-wind,2030,1,678,0.9792
availability-wind,2030,1,679,0.979199967
availability-wind,2030,1,680,0.979199668
availability-wind,2030,1,681,0.979199418
availability-wind,2030,1,682,0.979196748
availability-wind,2030,1,683,0.979195089
availability-wind,2030,1,684,0.979179264
availability-wind,2030,1,685,0.978786023
availability-wind,2030,1,686,0.978648696
availability-wind,2030,1,687,0.970912823
availability-wind,2030,1,688,0.936096082
availability-wind,2030,1,689,0.738910557
availability-wind,2030,1,690,0.498783199
availability-wind,2030,1,691,0.428049051
availability-wind,2030,1,692,0.188148911
availability-wind,2030,1,693,0.133822266
availability-wind,2030,1,694,0.139662061
availability-wind,2030,1,695,0.197958826
availability-wind,2030,1,696,0.147550981
availability-wind,2030,1,697,0.169019913
availability-wind,2030,1,698,0.207846294
availability-wind,2030,1,699,0.179894184
availability-wind,2030,1,700,0.196794866
availability-wind,2030,1,701,0.080858154
availability-wind,2030,1,702,0.051549164
availability-wind,2030,1,703,0.079357316
availability-wind,2030,1,704,0.123328657
availability-wind,2030,1,705,0.174783143
availability-wind,2030,1,706,0.15525689
availability-wind,2030,1,707,0.277231173
availability-wind,2030,1,708,0.382063508
availability-wind,2030,1,709,0.519161296
availability-wind,2030,1,710,0.550827563
availability-wind,2030,1,711,0.509382809
availability-wind,2030,1,712,0.500056018
availability-wind,2030,1,713,0.560813026
availability-wind,2030,1,714,0.473598802
availability-wind,2030,1,715,0.48634468
availability-wind,2030,1,716,0.612181799
availability-wind,2030,1,717,0.798832728
availability-wind,2030,1,718,0.685546173
availability-wind,2030,1,719,0.545413153
availability-wind,2030,1,720,0.41382536
availability-wind,2030,1,721,0.36336311
availability-wind,2030,1,722,0.23408623
availability-wind,2030,1,723,0.256511081
availability-wind,2030,1,724,0.235762411
availability-wind,2030,1,725,0.208090369
availability-wind,2030,1,726,0.206872939
availability-wind,2030,1,727,0.171139454
availability-wind,2030,1,728,0.135368113
availability-wind,2030,1,729,0.119791466
availability-wind,2030,1,730,0.120098064
availability-wind,2030,1,731,0.116776764
availability-wind,2030,1,732,0.115563619
availability-wind,2030,1,733,0.078532902
availability-wind,2030,1,734,0.0587466
availability-wind,2030,1,735,0.06568229
availability-wind,2030,1,736,0.085352828
availability-wind,2030,1,737,0.052137756
