year,timestep,availability-wind,availability-solar,demand-demand
2030,319,0.978812202,0,0.59391471
2030,320,0.970928617,0,0.624194773
2030,321,0.973572631,0,0.635324431
2030,322,0.947746474,0,0.648341552
2030,323,0.906395753,0.04674723,0.648484225
2030,324,0.930963659,0.078614468,0.641234848
2030,325,0.940885827,0.093935392,0.636199523
2030,326,0.909294708,0.094177924,0.636680739
2030,327,0.973764746,0.091626302,0.648446056
2030,328,0.955231333,0.105300902,0.676792199
2030,329,0.956459679,0.075678938,0.740657212
2030,330,0.964270208,0,0.744766331
2030,331,0.971887402,0,0.73411809
2030,332,0.977170592,0,0.713784812
2030,333,0.978989904,0,0.685135704
2030,334,0.979197915,0,0.651678724
2030,335,0.979183441,0,0.620874137
2030,336,0.979199621,0,0.597770104
2030,337,0.9792,0,0.628078914
2030,338,0.895269446,0,0.618682676
2030,339,0.667884766,0,0.616292521
2030,340,0.371473904,0,0.621680262
2030,341,0.292950206,0,0.644358142
2030,342,0.283217086,0,0.64555409
2030,343,0.322535023,0,0.714950159
2030,344,0.941700626,0,0.757596745
2030,345,0.884778157,0,0.771902001
2030,346,0.979191049,0,0.789149428
2030,347,0.979173941,0.004712293,0.806341496
2030,348,0.97893017,0.013562587,0.822958147
2030,349,0.978138823,0.015876797,0.847405269
2030,350,0.979186407,0.01879502,0.850285191
2030,351,0.979124401,0.020086394,0.84405767
2030,352,0.979191182,0.010863011,0.866286456
2030,353,0.979198548,0.001511506,0.873486636
2030,354,0.979199961,0,0.839851206
2030,355,0.97919958,0,0.813472949
2030,356,0.959390952,0,0.774585369
2030,357,0.933991986,0,0.732630638
2030,358,0.629663748,0,0.688843418
2030,359,0.862401543,0,0.643282818
2030,360,0.730793395,0,0.614409138
2030,361,0.66945657,0,0.645075982
2030,362,0.774539173,0,0.632653966
2030,363,0.9672225,0,0.629869263
2030,364,0.9792,0,0.636881116
2030,365,0.979199806,0,0.661239097
2030,366,0.979196148,0,0.664470489
2030,367,0.978994666,0,0.735108965
2030,368,0.976203135,0,0.778321958
2030,369,0.977597006,0,0.794355487
2030,370,0.971817936,0,0.801780386
2030,371,0.968271432,0.138005996,0.799311612
2030,372,0.93278438,0.230965504,0.799701986
2030,373,0.886947852,0.286625367,0.817756915
2030,374,0.814085194,0.309698191,0.823075201
2030,375,0.697883695,0.295353026,0.82489442
2030,376,0.619311146,0.228206901,0.850087224
2030,377,0.587007536,0.112658392,0.877435789
2030,378,0.583148812,0,0.860152375
2030,379,0.632069426,0,0.837656599
2030,380,0.633050437,0,0.801289583
2030,381,0.745271937,0,0.758106271
2030,382,0.805541171,0,0.715980376
2030,383,0.826945896,0,0.67433038
2030,384,0.798019069,0,0.648320132
2030,385,0.767953838,0,0.684697809
2030,386,0.76593231,0,0.677107949
2030,387,0.817468771,0,0.674595377
2030,388,0.799828872,0,0.680058744
2030,389,0.858939287,0,0.701030494
2030,390,0.84265199,0,0.700695027
2030,391,0.86013313,0,0.769633515
2030,392,0.891580456,0,0.810037003
2030,393,0.914445725,0,0.822674777
2030,394,0.916474028,8.72e-6,0.83185288
2030,395,0.921071701,0.183115825,0.833729482
2030,396,0.94131275,0.31526619,0.836117731
2030,397,0.956918389,0.397606263,0.856487727
2030,398,0.964639756,0.418258237,0.860237649
2030,399,0.970047627,0.364057576,0.853023077
2030,400,0.961939977,0.255315933,0.877739035
2030,401,0.964500732,0.118447888,0.894918683
2030,402,0.961038896,0,0.866008838
2030,403,0.952087353,0,0.836649457
2030,404,0.894962569,0,0.795238762
2030,405,0.732479028,0,0.749137042
2030,406,0.745564387,0,0.70240711
2030,407,0.658608298,0,0.658764192
2030,408,0.733191642,0,0.632365858
2030,409,0.573279491,0,0.644953596
2030,410,0.583579635,0,0.632545937
2030,411,0.407581448,0,0.626935196
2030,412,0.459724407,0,0.630951148
2030,413,0.485736247,0,0.653010876
2030,414,0.353727347,0,0.654998815
2030,415,0.20887328,0,0.724617049
2030,416,0.216932129,0,0.767742245
2030,417,0.131302618,0,0.783321198
2030,418,0.097448314,0,0.794192799
2030,419,0.077830749,0.023702357,0.800011218
2030,420,0.065456689,0.047762346,0.802382668
2030,421,0.087886384,0.067735367,0.821450803
2030,422,0.032489571,0.077939805,0.83076299
2030,423,0.045800547,0.066152035,0.835990436
2030,424,0.066042436,0.04116902,0.861201624
2030,425,0.037609001,0.012858075,0.873482568
2030,426,0.041421513,0,0.841343748
2030,427,0.03789876,0,0.812847174
2030,428,0.040760272,0,0.770806891
2030,429,0.024639017,0,0.723239142
2030,430,0.030803115,0,0.678423136
2030,431,0.02729831,0,0.633603493
2030,432,0.032129354,0,0.605411963
2030,433,0.027873873,0,0.62219293
2030,434,0.022287335,0,0.608965623
2030,435,0.028234316,0,0.604451567
2030,436,0.038087035,0,0.608916316
2030,437,0.025866664,0,0.630410339
2030,438,0.020141947,0,0.630842372
2030,439,0.022756408,0,0.700980749
2030,440,0.017838318,0,0.747485526
2030,441,0.023633466,0,0.76569694
2030,442,0.020679009,0.000324985,0.791746853
2030,443,0.021823647,0.037472042,0.80396112
2030,444,0.020694015,0.079707719,0.807959728
2030,445,0.025992446,0.120189361,0.822869575
2030,446,0.012401031,0.136078334,0.819174921
2030,447,0.009795948,0.12754012,0.808329974
2030,448,0.012018349,0.100221503,0.831545693
2030,449,0.004147723,0.045366163,0.843515416
2030,450,0.010492177,0,0.815412665
2030,451,0.014157524,0,0.787234221
2030,452,0.006738947,0,0.747151107
2030,453,0.006643334,0,0.703676513
2030,454,0.005627777,0,0.664607536
2030,455,0.005445474,0,0.624171857
2030,456,0.002296616,0,0.595134939
2030,457,0.002759349,0,0.558115011
2030,458,0.004134226,0,0.542628921
2030,459,0.016143099,0,0.533997228
2030,460,0.007972238,0,0.52961521
2030,461,0.002815009,0,0.529560171
2030,462,0.008915505,0,0.536860156
2030,463,0.022587347,0,0.578385519
2030,464,0.0054,0,0.620059869
2030,465,0.003807901,0,0.646517964
2030,466,0.001567028,0.000308794,0.663013419
2030,467,0.001071027,0.075772012,0.665310574
2030,468,0.000240501,0.141405201,0.661126292
2030,469,0.008402089,0.177672021,0.658990087
2030,470,0.001242493,0.186607541,0.660050995
2030,471,0.003802291,0.146137838,0.664955237
2030,472,0.006077655,0.078811676,0.681931601
2030,473,0.012657345,0.028307275,0.717401231
2030,474,0.024015497,0,0.713940749
2030,475,0.027050865,0,0.697337048
2030,476,0.0532063,0,0.673694817
2030,477,0.068345306,0,0.644380625
2030,478,0.124377949,0,0.614540119
2030,479,0.132830074,0,0.586814244
2030,480,0.208381042,0,0.562647047
2030,481,0.241388949,0,0.550576454
2030,482,0.235794923,0,0.537147897
2030,483,0.22933211,0,0.530049221
2030,484,0.243054699,0,0.525433815
2030,485,0.222121022,0,0.520140324
2030,486,0.255595432,0,0.516848517
2030,487,0.293101131,0,0.547974993
2030,488,0.370356077,0,0.579755715
2030,489,0.419974245,0,0.604304051
2030,490,0.429431837,0.004715521,0.625452925
2030,491,0.400802229,0.099251215,0.632750121
2030,492,0.321521609,0.187412531,0.63477056
2030,493,0.266248019,0.272626194,0.636275569
2030,494,0.250140402,0.322673617,0.63525407
2030,495,0.210593191,0.31161826,0.64465292
2030,496,0.248310178,0.24086335,0.671028145
2030,497,0.242829326,0.116164455,0.722963238
2030,498,0.262481484,0,0.725684384
2030,499,0.259106417,0,0.713280189
2030,500,0.265340974,0,0.690210666
2030,501,0.264414921,0,0.659735053
2030,502,0.274696288,0,0.625023163
2030,503,0.275063643,0,0.594182046
2030,504,0.234759565,0,0.572853556
2030,505,0.245868282,0,0.644115649
2030,506,0.260020538,0,0.642694075
2030,507,0.268637166,0,0.64972811
2030,508,0.292706598,0,0.661425704
2030,509,0.213968719,0,0.686729898
2030,510,0.214970293,0,0.690862697
2030,511,0.214664159,0,0.763297944
2030,512,0.185614266,0,0.80805203
2030,513,0.201416986,0,0.823626885
2030,514,0.19159417,0.006544973,0.819624529
2030,515,0.159132129,0.09381202,0.812830319
2030,516,0.143923817,0.141278551,0.808048785
2030,517,0.160405066,0.147161812,0.827578504
2030,518,0.197140221,0.13692556,0.828543287
2030,519,0.154436101,0.112069867,0.827875686
2030,520,0.121449063,0.070739138,0.853406211
2030,521,0.084947604,0.029804702,0.891660973
2030,522,0.064424141,0,0.887245204
2030,523,0.061151762,0,0.868004917
2030,524,0.054516845,0,0.83379876
2030,525,0.048813272,0,0.791385266
2030,526,0.033195285,0,0.7472782
2030,527,0.034730842,0,0.701617123
2030,528,0.02522331,0,0.673199801
2030,529,0.014428079,0,0.692386151
2030,530,0.010349816,0,0.678484656
2030,531,0.01033771,0,0.672207078
2030,532,0.010528948,0,0.674120728
2030,533,0.014479001,0,0.693145933
2030,534,0.024576684,0,0.692791407
2030,535,0.033528708,0,0.763154907
2030,536,0.073831948,0,0.805247126
2030,537,0.11852871,0,0.821200482
2030,538,0.195299991,0.004215573,0.842438881
2030,539,0.239168715,0.12012666,0.853288142
2030,540,0.305042438,0.233870269,0.857024817
2030,541,0.42999521,0.324825417,0.869703031
2030,542,0.499058219,0.369468676,0.864591999
2030,543,0.583671524,0.355701637,0.849161522
2030,544,0.691128578,0.273830439,0.864655322
2030,545,0.808745667,0.14389375,0.879122063
2030,546,0.840206039,0,0.854976613
2030,547,0.887484606,0,0.826888085
2030,548,0.937782664,0,0.787509557
2030,549,0.953910207,0,0.74173565
2030,550,0.9660027,0,0.694960029
2030,551,0.975480999,0,0.649156924
2030,552,0.977198133,0,0.621694382
2030,553,0.978179743,0,0.640108567
2030,554,0.979139943,0,0.627753268
2030,555,0.979170078,0,0.623718276
2030,556,0.969799217,0,0.628451731
2030,557,0.949059338,0,0.649837262
2030,558,0.895579192,0,0.65217681
2030,559,0.932285034,0,0.72354338
2030,560,0.941615952,0,0.767582744
2030,561,0.963831033,0,0.784602822
2030,562,0.964672291,0,0.802260924
2030,563,0.957411987,0.033028145,0.815354064
2030,564,0.975176155,0.122306577,0.821417678
2030,565,0.971101279,0.250389838,0.840080864
2030,566,0.955103884,0.348964071,0.843494274
2030,567,0.951744688,0.357014891,0.839257759
2030,568,0.926752035,0.27088754,0.863535846
2030,569,0.954701682,0.142196697,0.874744161
2030,570,0.926448208,0,0.852881488
2030,571,0.885060815,0,0.82967948
2030,572,0.924422852,0,0.793809464
2030,573,0.921455231,0,0.75237079
2030,574,0.913710785,0,0.708622036
2030,575,0.896269385,0,0.666835449
2030,576,0.828353655,0,0.641748276
2030,577,0.752469533,0,0.681299348
2030,578,0.705442311,0,0.672004087
2030,579,0.556450943,0,0.66739931
2030,580,0.497694708,0,0.673602888
2030,581,0.485143175,0,0.693948384
2030,582,0.416178133,0,0.696075609
2030,583,0.39002209,0,0.766097021
2030,584,0.385319725,0,0.809687733
2030,585,0.429359548,0,0.823659459
2030,586,0.352135059,0.008153172,0.819275285
2030,587,0.384849444,0.049597443,0.813018696
2030,588,0.422050064,0.107423559,0.808939551
2030,589,0.419976707,0.130699733,0.823507146
2030,590,0.391276529,0.09272472,0.82514241
2030,591,0.343375768,0.062704145,0.822787863
2030,592,0.394153615,0.043019602,0.844548088
2030,593,0.392263843,0.015049197,0.871309586
2030,594,0.481288415,0,0.861589907
2030,595,0.439701259,0,0.836300364
2030,596,0.458631748,0,0.796076001
2030,597,0.426374185,0,0.749176081
2030,598,0.539411013,0,0.703745159
2030,599,0.703744478,0,0.660754079
2030,600,0.777159126,0,0.633752739
2030,601,0.796196045,0,0.652541911
2030,602,0.817535749,0,0.641131194
2030,603,0.845179769,0,0.637787526
2030,604,0.873419085,0,0.642774511
2030,605,0.817809109,0,0.663826372
2030,606,0.907719207,0,0.664469269
2030,607,0.952570456,0,0.736223678
2030,608,0.949245962,0,0.781830779
2030,609,0.969674187,0,0.799351454
2030,610,0.858039214,0,0.8004748
2030,611,0.964470872,0.001284777,0.791098322
2030,612,0.93347325,0.010704444,0.784279482
2030,613,0.940104698,0.016148634,0.800649816
2030,614,0.963117398,0.013437908,0.803063313
2030,615,0.955544342,0.009975293,0.799344757
2030,616,0.975847606,0.010306619,0.824101617
2030,617,0.97362838,0.010316917,0.853503846
2030,618,0.977946677,0,0.83938562
2030,619,0.979050339,0,0.810605083
2030,620,0.979065618,0,0.769516876
2030,621,0.978994996,0,0.725033041
2030,622,0.978702219,0,0.684963484
2030,623,0.974893639,0,0.644707983
2030,624,0.972591671,0,0.617238273
2030,625,0.9721643,0,0.582649405
2030,626,0.966491819,0,0.568660738
2030,627,0.95364083,0,0.562203666
2030,628,0.956637274,0,0.558879924
2030,629,0.948597825,0,0.559264994
2030,630,0.874871756,0,0.566629561
2030,631,0.825128002,0,0.60939307
2030,632,0.79672372,0,0.651209738
2030,633,0.71431659,0,0.67719115
2030,634,0.717805191,0.027845656,0.675846673
2030,635,0.684633602,0.095319544,0.665951057
2030,636,0.572711857,0.168272223,0.650122729
2030,637,0.474534638,0.24740871,0.645616448
2030,638,0.433136813,0.300106115,0.649298534
2030,639,0.256835086,0.276519695,0.659626458
2030,640,0.224800716,0.193501093,0.67725998
2030,641,0.185468596,0.098442767,0.726587929
2030,642,0.205321139,0,0.739297259
2030,643,0.275942518,0,0.723117132
2030,644,0.330451064,0,0.69926212
2030,645,0.352469322,0,0.669790721
2030,646,0.468131425,0,0.639585632
2030,647,0.773382486,0,0.612832285
2030,648,0.822762958,0,0.588777414
2030,649,0.848328899,0,0.570494582
2030,650,0.924398091,0,0.558132476
2030,651,0.966519484,0,0.552004526
2030,652,0.975148232,0,0.547096556
2030,653,0.977517172,0,0.540569845
2030,654,0.978993083,0,0.536433224
2030,655,0.979118803,0,0.56835407
2030,656,0.979177596,0,0.599984548
2030,657,0.979159787,0,0.625622019
2030,658,0.979199572,0.001424502,0.635312775
2030,659,0.9792,0.020246181,0.640920203
2030,660,0.9792,0.031500216,0.634622632
2030,661,0.9792,0.032661297,0.633812192
2030,662,0.9792,0.026663754,0.63062964
2030,663,0.9792,0.011754491,0.645815913
2030,664,0.978831023,0.003228598,0.672410975
2030,665,0.979199902,0.00234088,0.724455484
2030,666,0.9792,0,0.735543678
2030,667,0.9792,0,0.725342516
2030,668,0.979057995,0,0.705365529
2030,669,0.97774311,0,0.677009807
2030,670,0.978570079,0,0.642313079
2030,671,0.979199988,0,0.611124326
2030,672,0.979199892,0,0.589349008
2030,673,0.9792,0,0.642058299
2030,674,0.9792,0,0.634449307
2030,675,0.9792,0,0.633718146
2030,676,0.9792,0,0.6406994
2030,677,0.9792,0,0.66349966
2030,678,0.9792,0,0.667110971
2030,679,0.979199967,0,0.740802173
2030,680,0.979199668,0,0.784827116
2030,681,0.979199418,0,0.803637771
2030,682,0.979196748,0.024543471,0.817478844
2030,683,0.979195089,0.112084906,0.822787896
2030,684,0.979179264,0.191067108,0.827994484
2030,685,0.978786023,0.214711812,0.844544328
2030,686,0.978648696,0.211591613,0.846602347
2030,687,0.970912823,0.181951951,0.843928865
2030,688,0.936096082,0.112993308,0.864505792
2030,689,0.738910557,0.042020723,0.884304993
2030,690,0.498783199,0,0.864834929
2030,691,0.428049051,0,0.838795405
2030,692,0.188148911,0,0.800353507
