id,asset,year,rep_period,time_block_start,time_block_end,dual_max_output_flows_limit_simple_method
104,battery,2030,5,8,8,0.0
105,battery,2030,5,9,9,0.0
106,battery,2030,5,10,10,0.0
107,battery,2030,5,11,11,0.0
108,battery,2030,5,12,12,0.0
109,battery,2030,5,13,13,0.0
110,battery,2030,5,14,14,0.0
111,battery,2030,5,15,15,0.0
112,battery,2030,5,16,16,0.0
113,battery,2030,5,17,17,0.0
114,battery,2030,5,18,18,0.0
115,battery,2030,5,19,19,0.0
116,battery,2030,5,20,20,0.0
117,battery,2030,5,21,21,0.0
118,battery,2030,5,22,22,0.0
119,battery,2030,5,23,23,0.0
120,battery,2030,5,24,24,0.0
121,battery,2030,6,1,1,0.0
122,battery,2030,6,2,2,0.0
123,battery,2030,6,3,3,0.0
124,battery,2030,6,4,4,0.0
125,battery,2030,6,5,5,0.0
126,battery,2030,6,6,6,0.0
127,battery,2030,6,7,7,0.0
128,battery,2030,6,8,8,0.0
129,battery,2030,6,9,9,0.0
130,battery,2030,6,10,10,0.0
131,battery,2030,6,11,11,0.0
132,battery,2030,6,12,12,0.0
133,battery,2030,6,13,13,0.0
134,battery,2030,6,14,14,0.0
135,battery,2030,6,15,15,0.0
136,battery,2030,6,16,16,0.0
137,battery,2030,6,17,17,0.0
138,battery,2030,6,18,18,0.0
139,battery,2030,6,19,19,0.0
140,battery,2030,6,20,20,0.0
141,battery,2030,6,21,21,0.0
142,battery,2030,6,22,22,0.0
143,battery,2030,6,23,23,0.0
144,battery,2030,6,24,24,0.0
145,battery,2030,7,1,1,0.0
146,battery,2030,7,2,2,0.0
147,battery,2030,7,3,3,0.0
148,battery,2030,7,4,4,0.0
149,battery,2030,7,5,5,0.0
150,battery,2030,7,6,6,0.0
151,battery,2030,7,7,7,0.0
152,battery,2030,7,8,8,0.0
153,battery,2030,7,9,9,0.0
154,battery,2030,7,10,10,0.0
155,battery,2030,7,11,11,0.0
156,battery,2030,7,12,12,0.0
157,battery,2030,7,13,13,0.0
158,battery,2030,7,14,14,0.0
159,battery,2030,7,15,15,0.0
160,battery,2030,7,16,16,0.0
161,battery,2030,7,17,17,0.0
162,battery,2030,7,18,18,0.0
163,battery,2030,7,19,19,0.0
164,battery,2030,7,20,20,0.0
165,battery,2030,7,21,21,0.0
166,battery,2030,7,22,22,0.0
167,battery,2030,7,23,23,0.0
168,battery,2030,7,24,24,0.0
169,battery,2030,8,1,1,0.0
170,battery,2030,8,2,2,0.0
171,battery,2030,8,3,3,0.0
172,battery,2030,8,4,4,0.0
173,battery,2030,8,5,5,0.0
174,battery,2030,8,6,6,0.0
175,battery,2030,8,7,7,0.0
176,battery,2030,8,8,8,0.0
177,battery,2030,8,9,9,0.0
178,battery,2030,8,10,10,0.0
179,battery,2030,8,11,11,0.0
180,battery,2030,8,12,12,0.0
181,battery,2030,8,13,13,0.0
182,battery,2030,8,14,14,0.0
183,battery,2030,8,15,15,0.0
184,battery,2030,8,16,16,0.0
185,battery,2030,8,17,17,0.0
186,battery,2030,8,18,18,0.0
187,battery,2030,8,19,19,0.0
188,battery,2030,8,20,20,0.0
189,battery,2030,8,21,21,0.0
190,battery,2030,8,22,22,0.0
191,battery,2030,8,23,23,0.0
192,battery,2030,8,24,24,0.0
193,battery,2030,9,1,1,0.0
194,battery,2030,9,2,2,0.0
195,battery,2030,9,3,3,0.0
196,battery,2030,9,4,4,0.0
197,battery,2030,9,5,5,0.0
198,battery,2030,9,6,6,0.0
199,battery,2030,9,7,7,0.0
200,battery,2030,9,8,8,0.0
201,battery,2030,9,9,9,0.0
202,battery,2030,9,10,10,0.0
203,battery,2030,9,11,11,0.0
204,battery,2030,9,12,12,0.0
205,battery,2030,9,13,13,0.0
206,battery,2030,9,14,14,0.0
207,battery,2030,9,15,15,0.0
208,battery,2030,9,16,16,0.0
209,battery,2030,9,17,17,0.0
210,battery,2030,9,18,18,0.0
211,battery,2030,9,19,19,0.0
212,battery,2030,9,20,20,0.0
213,battery,2030,9,21,21,0.0
214,battery,2030,9,22,22,0.0
215,battery,2030,9,23,23,0.0
216,battery,2030,9,24,24,0.0
217,battery,2030,10,1,1,0.0
218,battery,2030,10,2,2,0.0
219,battery,2030,10,3,3,0.0
220,battery,2030,10,4,4,0.0
221,battery,2030,10,5,5,0.0
222,battery,2030,10,6,6,0.0
223,battery,2030,10,7,7,0.0
224,battery,2030,10,8,8,0.0
225,battery,2030,10,9,9,0.0
226,battery,2030,10,10,10,0.0
227,battery,2030,10,11,11,0.0
228,battery,2030,10,12,12,0.0
229,battery,2030,10,13,13,0.0
230,battery,2030,10,14,14,0.0
231,battery,2030,10,15,15,0.0
232,battery,2030,10,16,16,0.0
233,battery,2030,10,17,17,0.0
234,battery,2030,10,18,18,0.0
235,battery,2030,10,19,19,0.0
236,battery,2030,10,20,20,0.0
237,battery,2030,10,21,21,0.0
238,battery,2030,10,22,22,0.0
239,battery,2030,10,23,23,0.0
240,battery,2030,10,24,24,0.0
241,ccgt,2030,1,1,1,-3202.7127013963936
242,ccgt,2030,1,2,2,-3202.7127013963936
243,ccgt,2030,1,3,3,-4009.321826192523
244,ccgt,2030,1,4,4,-4009.321826192523
245,ccgt,2030,1,5,5,-4009.321826192523
246,ccgt,2030,1,6,6,-4009.321826192523
247,ccgt,2030,1,7,7,-4009.321826192523
248,ccgt,2030,1,8,8,-4009.321826192523
249,ccgt,2030,1,9,9,-4009.321826192523
250,ccgt,2030,1,10,10,-616.8187424911573
251,ccgt,2030,1,11,11,0.0
252,ccgt,2030,1,12,12,0.0
253,ccgt,2030,1,13,13,0.0
254,ccgt,2030,1,14,14,0.0
255,ccgt,2030,1,15,15,0.0
256,ccgt,2030,1,16,16,-616.8187424911573
257,ccgt,2030,1,17,17,-3202.7127013963936
258,ccgt,2030,1,18,18,-4009.321826192523
259,ccgt,2030,1,19,19,-4009.321826192523
260,ccgt,2030,1,20,20,-4009.321826192523
261,ccgt,2030,1,21,21,-4009.321826192523
262,ccgt,2030,1,22,22,-4009.321826192523
263,ccgt,2030,1,23,23,-4009.321826192523
264,ccgt,2030,1,24,24,-616.8187424911573
265,ccgt,2030,2,1,1,0.0
266,ccgt,2030,2,2,2,0.0
267,ccgt,2030,2,3,3,0.0
268,ccgt,2030,2,4,4,0.0
269,ccgt,2030,2,5,5,0.0
270,ccgt,2030,2,6,6,0.0
271,ccgt,2030,2,7,7,0.0
272,ccgt,2030,2,8,8,0.0
273,ccgt,2030,2,9,9,0.0
274,ccgt,2030,2,10,10,0.0
275,ccgt,2030,2,11,11,0.0
276,ccgt,2030,2,12,12,0.0
277,ccgt,2030,2,13,13,0.0
278,ccgt,2030,2,14,14,0.0
279,ccgt,2030,2,15,15,0.0
280,ccgt,2030,2,16,16,0.0
281,ccgt,2030,2,17,17,0.0
282,ccgt,2030,2,18,18,0.0
283,ccgt,2030,2,19,19,0.0
284,ccgt,2030,2,20,20,0.0
285,ccgt,2030,2,21,21,0.0
286,ccgt,2030,2,22,22,0.0
287,ccgt,2030,2,23,23,0.0
288,ccgt,2030,2,24,24,0.0
289,ccgt,2030,3,1,1,0.0
290,ccgt,2030,3,2,2,0.0
291,ccgt,2030,3,3,3,0.0
292,ccgt,2030,3,4,4,0.0
293,ccgt,2030,3,5,5,0.0
294,ccgt,2030,3,6,6,0.0
295,ccgt,2030,3,7,7,0.0
296,ccgt,2030,3,8,8,-478.876735054399
297,ccgt,2030,3,9,9,-2486.4753550901487
298,ccgt,2030,3,10,10,-3112.698777853594
299,ccgt,2030,3,11,11,-3112.698777853594
300,ccgt,2030,3,12,12,-3112.698777853594
301,ccgt,2030,3,13,13,-3112.698777853594
302,ccgt,2030,3,14,14,-3112.698777853594
303,ccgt,2030,3,15,15,-3112.698777853594
304,ccgt,2030,3,16,16,-3112.698777853594
305,ccgt,2030,3,17,17,-3112.698777853594
306,ccgt,2030,3,18,18,-3112.698777853594
307,ccgt,2030,3,19,19,-3112.698777853594
308,ccgt,2030,3,20,20,-3112.698777853594
309,ccgt,2030,3,21,21,-3112.698777853594
310,ccgt,2030,3,22,22,-3112.698777853594
311,ccgt,2030,3,23,23,-3112.698777853594
312,ccgt,2030,3,24,24,-3112.698777853594
313,ccgt,2030,4,1,1,-2654.3875231567836
314,ccgt,2030,4,2,2,-2654.3875231567836
315,ccgt,2030,4,3,3,-2654.3875231567836
316,ccgt,2030,4,4,4,-2654.3875231567836
317,ccgt,2030,4,5,5,-2654.3875231567836
318,ccgt,2030,4,6,6,-2654.3875231567836
319,ccgt,2030,4,7,7,-2654.3875231567836
320,ccgt,2030,4,8,8,-2654.3875231567836
321,ccgt,2030,4,9,9,-2654.3875231567836
322,ccgt,2030,4,10,10,-2654.3875231567836
323,ccgt,2030,4,11,11,-2654.3875231567836
324,ccgt,2030,4,12,12,-2654.3875231567836
325,ccgt,2030,4,13,13,-408.36731125488984
326,ccgt,2030,4,14,14,-408.36731125488984
327,ccgt,2030,4,15,15,-408.36731125488984
328,ccgt,2030,4,16,16,-2120.368731515774
329,ccgt,2030,4,17,17,-2654.3875231567836
330,ccgt,2030,4,18,18,-408.36731125488984
331,ccgt,2030,4,19,19,0.0
332,ccgt,2030,4,20,20,0.0
333,ccgt,2030,4,21,21,0.0
334,ccgt,2030,4,22,22,0.0
335,ccgt,2030,4,23,23,0.0
336,ccgt,2030,4,24,24,0.0
337,ccgt,2030,5,1,1,0.0
338,ccgt,2030,5,2,2,0.0
339,ccgt,2030,5,3,3,0.0
340,ccgt,2030,5,4,4,0.0
341,ccgt,2030,5,5,5,0.0
342,ccgt,2030,5,6,6,0.0
343,ccgt,2030,5,7,7,0.0
344,ccgt,2030,5,8,8,0.0
345,ccgt,2030,5,9,9,0.0
346,ccgt,2030,5,10,10,0.0
347,ccgt,2030,5,11,11,0.0
348,ccgt,2030,5,12,12,0.0
349,ccgt,2030,5,13,13,0.0
350,ccgt,2030,5,14,14,0.0
351,ccgt,2030,5,15,15,0.0
352,ccgt,2030,5,16,16,0.0
353,ccgt,2030,5,17,17,0.0
354,ccgt,2030,5,18,18,0.0
355,ccgt,2030,5,19,19,0.0
356,ccgt,2030,5,20,20,0.0
357,ccgt,2030,5,21,21,0.0
358,ccgt,2030,5,22,22,0.0
359,ccgt,2030,5,23,23,0.0
360,ccgt,2030,5,24,24,0.0
361,ccgt,2030,6,1,1,0.0
362,ccgt,2030,6,2,2,0.0
363,ccgt,2030,6,3,3,0.0
364,ccgt,2030,6,4,4,0.0
365,ccgt,2030,6,5,5,0.0
366,ccgt,2030,6,6,6,0.0
367,ccgt,2030,6,7,7,0.0
368,ccgt,2030,6,8,8,0.0
369,ccgt,2030,6,9,9,0.0
370,ccgt,2030,6,10,10,0.0
371,ccgt,2030,6,11,11,0.0
372,ccgt,2030,6,12,12,0.0
373,ccgt,2030,6,13,13,0.0
374,ccgt,2030,6,14,14,0.0
375,ccgt,2030,6,15,15,0.0
376,ccgt,2030,6,16,16,0.0
377,ccgt,2030,6,17,17,0.0
378,ccgt,2030,6,18,18,0.0
379,ccgt,2030,6,19,19,0.0
380,ccgt,2030,6,20,20,-356.1179026961895
381,ccgt,2030,6,21,21,-356.1179026961895
382,ccgt,2030,6,22,22,-356.1179026961895
383,ccgt,2030,6,23,23,0.0
384,ccgt,2030,6,24,24,0.0
385,ccgt,2030,7,1,1,0.0
386,ccgt,2030,7,2,2,0.0
387,ccgt,2030,7,3,3,0.0
388,ccgt,2030,7,4,4,0.0
389,ccgt,2030,7,5,5,0.0
390,ccgt,2030,7,6,6,0.0
391,ccgt,2030,7,7,7,0.0
392,ccgt,2030,7,8,8,0.0
393,ccgt,2030,7,9,9,0.0
394,ccgt,2030,7,10,10,0.0
395,ccgt,2030,7,11,11,0.0
396,ccgt,2030,7,12,12,0.0
397,ccgt,2030,7,13,13,0.0
398,ccgt,2030,7,14,14,0.0
399,ccgt,2030,7,15,15,0.0
400,ccgt,2030,7,16,16,-827.1628800379967
401,ccgt,2030,7,17,17,-827.1628800379967
402,ccgt,2030,7,18,18,-5376.558720246979
403,ccgt,2030,7,19,19,-5376.558720246979
404,ccgt,2030,7,20,20,-4294.884184812675
405,ccgt,2030,7,21,21,-827.1628800379967
406,ccgt,2030,7,22,22,0.0
407,ccgt,2030,7,23,23,0.0
408,ccgt,2030,7,24,24,0.0
409,ccgt,2030,8,1,1,0.0
410,ccgt,2030,8,2,2,0.0
411,ccgt,2030,8,3,3,0.0
412,ccgt,2030,8,4,4,0.0
413,ccgt,2030,8,5,5,-605.5330154107924
414,ccgt,2030,8,6,6,-605.5330154107924
415,ccgt,2030,8,7,7,-3144.11373386373
416,ccgt,2030,8,8,8,-3144.11373386373
417,ccgt,2030,8,9,9,-605.5330154107924
418,ccgt,2030,8,10,10,0.0
419,ccgt,2030,8,11,11,0.0
420,ccgt,2030,8,12,12,0.0
421,ccgt,2030,8,13,13,0.0
422,ccgt,2030,8,14,14,0.0
423,ccgt,2030,8,15,15,0.0
424,ccgt,2030,8,16,16,-605.5330154107924
425,ccgt,2030,8,17,17,-605.5330154107924
426,ccgt,2030,8,18,18,0.0
427,ccgt,2030,8,19,19,0.0
428,ccgt,2030,8,20,20,0.0
429,ccgt,2030,8,21,21,0.0
430,ccgt,2030,8,22,22,0.0
431,ccgt,2030,8,23,23,0.0
432,ccgt,2030,8,24,24,0.0
433,ccgt,2030,9,1,1,0.0
434,ccgt,2030,9,2,2,0.0
435,ccgt,2030,9,3,3,0.0
436,ccgt,2030,9,4,4,0.0
437,ccgt,2030,9,5,5,0.0
438,ccgt,2030,9,6,6,0.0
439,ccgt,2030,9,7,7,0.0
440,ccgt,2030,9,8,8,0.0
441,ccgt,2030,9,9,9,0.0
442,ccgt,2030,9,10,10,0.0
443,ccgt,2030,9,11,11,0.0
444,ccgt,2030,9,12,12,0.0
445,ccgt,2030,9,13,13,0.0
446,ccgt,2030,9,14,14,0.0
447,ccgt,2030,9,15,15,0.0
448,ccgt,2030,9,16,16,0.0
449,ccgt,2030,9,17,17,0.0
450,ccgt,2030,9,18,18,0.0
451,ccgt,2030,9,19,19,0.0
452,ccgt,2030,9,20,20,0.0
453,ccgt,2030,9,21,21,0.0
454,ccgt,2030,9,22,22,0.0
455,ccgt,2030,9,23,23,0.0
456,ccgt,2030,9,24,24,0.0
457,ccgt,2030,10,1,1,0.0
458,ccgt,2030,10,2,2,0.0
459,ccgt,2030,10,3,3,0.0
460,ccgt,2030,10,4,4,0.0
461,ccgt,2030,10,5,5,0.0
462,ccgt,2030,10,6,6,0.0
463,ccgt,2030,10,7,7,0.0
464,ccgt,2030,10,8,8,0.0
465,ccgt,2030,10,9,9,0.0
466,ccgt,2030,10,10,10,0.0
467,ccgt,2030,10,11,11,0.0
468,ccgt,2030,10,12,12,0.0
469,ccgt,2030,10,13,13,0.0
470,ccgt,2030,10,14,14,0.0
471,ccgt,2030,10,15,15,0.0
472,ccgt,2030,10,16,16,0.0
473,ccgt,2030,10,17,17,0.0
474,ccgt,2030,10,18,18,0.0
475,ccgt,2030,10,19,19,0.0
476,ccgt,2030,10,20,20,0.0
477,ccgt,2030,10,21,21,0.0
478,ccgt,2030,10,22,22,0.0
479,ccgt,2030,10,23,23,0.0
480,ccgt,2030,10,24,24,0.0
481,electrolizer,2030,1,1,1,0.0
482,electrolizer,2030,1,2,2,0.0
483,electrolizer,2030,1,3,3,0.0
484,electrolizer,2030,1,4,4,0.0
485,electrolizer,2030,1,5,5,0.0
486,electrolizer,2030,1,6,6,0.0
487,electrolizer,2030,1,7,7,0.0
488,electrolizer,2030,1,8,8,0.0
489,electrolizer,2030,1,9,9,0.0
490,electrolizer,2030,1,10,10,0.0
491,electrolizer,2030,1,11,11,0.0
492,electrolizer,2030,1,12,12,0.0
493,electrolizer,2030,1,13,13,0.0
494,electrolizer,2030,1,14,14,0.0
495,electrolizer,2030,1,15,15,0.0
496,electrolizer,2030,1,16,16,0.0
497,electrolizer,2030,1,17,17,0.0
498,electrolizer,2030,1,18,18,0.0
499,electrolizer,2030,1,19,19,0.0
500,electrolizer,2030,1,20,20,0.0
501,electrolizer,2030,1,21,21,0.0
502,electrolizer,2030,1,22,22,0.0
503,electrolizer,2030,1,23,23,0.0
504,electrolizer,2030,1,24,24,0.0
505,electrolizer,2030,2,1,1,-10845.787127364352
506,electrolizer,2030,2,2,2,-10845.787127364352
507,electrolizer,2030,2,3,3,-10845.787127364352
508,electrolizer,2030,2,4,4,-10845.787127364352
509,electrolizer,2030,2,5,5,-10845.787127364352
510,electrolizer,2030,2,6,6,-10845.787127364352
511,electrolizer,2030,2,7,7,-10845.787127364352
512,electrolizer,2030,2,8,8,-10845.787127364352
513,electrolizer,2030,2,9,9,-10845.787127364352
514,electrolizer,2030,2,10,10,-10845.787127364352
515,electrolizer,2030,2,11,11,-10845.787127364352
516,electrolizer,2030,2,12,12,-10845.787127364352
517,electrolizer,2030,2,13,13,-10845.787127364352
518,electrolizer,2030,2,14,14,-10845.787127364352
519,electrolizer,2030,2,15,15,-10845.787127364352
520,electrolizer,2030,2,16,16,-10845.787127364352
521,electrolizer,2030,2,17,17,-10845.787127364352
522,electrolizer,2030,2,18,18,-10845.787127364352
523,electrolizer,2030,2,19,19,-10845.787127364352
524,electrolizer,2030,2,20,20,-10845.787127364352
525,electrolizer,2030,2,21,21,-10845.787127364352
526,electrolizer,2030,2,22,22,-10845.787127364352
527,electrolizer,2030,2,23,23,-10845.787127364352
528,electrolizer,2030,2,24,24,-10845.787127364352
529,electrolizer,2030,3,1,1,-2316.566205825655
530,electrolizer,2030,3,2,2,-2316.566205825655
531,electrolizer,2030,3,3,3,-2316.566205825655
532,electrolizer,2030,3,4,4,-2316.566205825655
533,electrolizer,2030,3,5,5,-2316.566205825655
534,electrolizer,2030,3,6,6,-2316.566205825655
535,electrolizer,2030,3,7,7,-2316.566205825655
536,electrolizer,2030,3,8,8,-1304.9391030232373
537,electrolizer,2030,3,9,9,0.0
538,electrolizer,2030,3,10,10,0.0
539,electrolizer,2030,3,11,11,0.0
540,electrolizer,2030,3,12,12,0.0
541,electrolizer,2030,3,13,13,0.0
542,electrolizer,2030,3,14,14,0.0
543,electrolizer,2030,3,15,15,0.0
544,electrolizer,2030,3,16,16,0.0
545,electrolizer,2030,3,17,17,0.0
546,electrolizer,2030,3,18,18,0.0
547,electrolizer,2030,3,19,19,0.0
548,electrolizer,2030,3,20,20,0.0
549,electrolizer,2030,3,21,21,0.0
550,electrolizer,2030,3,22,22,0.0
551,electrolizer,2030,3,23,23,0.0
552,electrolizer,2030,3,24,24,0.0
553,electrolizer,2030,4,1,1,0.0
554,electrolizer,2030,4,2,2,0.0
555,electrolizer,2030,4,3,3,0.0
556,electrolizer,2030,4,4,4,0.0
557,electrolizer,2030,4,5,5,0.0
558,electrolizer,2030,4,6,6,0.0
559,electrolizer,2030,4,7,7,0.0
560,electrolizer,2030,4,8,8,0.0
561,electrolizer,2030,4,9,9,0.0
562,electrolizer,2030,4,10,10,0.0
563,electrolizer,2030,4,11,11,0.0
564,electrolizer,2030,4,12,12,0.0
565,electrolizer,2030,4,13,13,-1112.8009231695746
566,electrolizer,2030,4,14,14,-1112.8009231695746
567,electrolizer,2030,4,15,15,-1112.8009231695746
568,electrolizer,2030,4,16,16,0.0
569,electrolizer,2030,4,17,17,0.0
570,electrolizer,2030,4,18,18,-1112.8009231695746
571,electrolizer,2030,4,19,19,-1975.4768681955295
572,electrolizer,2030,4,20,20,-1975.4768681955295
573,electrolizer,2030,4,21,21,-1975.4768681955295
574,electrolizer,2030,4,22,22,-1975.4768681955295
575,electrolizer,2030,4,23,23,-1975.4768681955295
576,electrolizer,2030,4,24,24,-1975.4768681955295
577,electrolizer,2030,5,1,1,-2510.9932380662003
578,electrolizer,2030,5,2,2,-2510.9932380662003
579,electrolizer,2030,5,3,3,-2510.9932380662003
580,electrolizer,2030,5,4,4,-2510.9932380662003
581,electrolizer,2030,5,5,5,-2510.9932380662003
582,electrolizer,2030,5,6,6,-2510.9932380662003
583,electrolizer,2030,5,7,7,-2510.9932380662003
584,electrolizer,2030,5,8,8,-2510.9932380662003
585,electrolizer,2030,5,9,9,-2510.9932380662003
586,electrolizer,2030,5,10,10,-2510.9932380662003
587,electrolizer,2030,5,11,11,-2510.9932380662003
588,electrolizer,2030,5,12,12,-2510.9932380662003
589,electrolizer,2030,5,13,13,-2510.9932380662003
590,electrolizer,2030,5,14,14,-2510.9932380662003
591,electrolizer,2030,5,15,15,-2510.9932380662003
592,electrolizer,2030,5,16,16,-2510.9932380662003
593,electrolizer,2030,5,17,17,-2510.9932380662003
594,electrolizer,2030,5,18,18,-2510.9932380662003
595,electrolizer,2030,5,19,19,-2510.9932380662003
596,electrolizer,2030,5,20,20,-2510.9932380662003
597,electrolizer,2030,5,21,21,-2510.9932380662003
598,electrolizer,2030,5,22,22,-2510.9932380662003
599,electrolizer,2030,5,23,23,-2510.9932380662003
600,electrolizer,2030,5,24,24,-2510.9932380662003
601,electrolizer,2030,6,1,1,-1722.720354292817
602,electrolizer,2030,6,2,2,-1722.720354292817
603,electrolizer,2030,6,3,3,-1722.720354292817
604,electrolizer,2030,6,4,4,-1722.720354292817
605,electrolizer,2030,6,5,5,-1722.720354292817
606,electrolizer,2030,6,6,6,-1722.720354292817
607,electrolizer,2030,6,7,7,-1722.720354292817
608,electrolizer,2030,6,8,8,-1722.720354292817
609,electrolizer,2030,6,9,9,-1722.720354292817
610,electrolizer,2030,6,10,10,-1722.720354292817
611,electrolizer,2030,6,11,11,-1722.720354292817
612,electrolizer,2030,6,12,12,-1722.720354292817
613,electrolizer,2030,6,13,13,-1201.8979215996399
614,electrolizer,2030,6,14,14,-1201.8979215996399
615,electrolizer,2030,6,15,15,-1201.8979215996399
616,electrolizer,2030,6,16,16,-1201.8979215996399
617,electrolizer,2030,6,17,17,-1201.8979215996399
618,electrolizer,2030,6,18,18,-1201.8979215996399
619,electrolizer,2030,6,19,19,-1201.8979215996399
620,electrolizer,2030,6,20,20,0.0
621,electrolizer,2030,6,21,21,0.0
622,electrolizer,2030,6,22,22,0.0
623,electrolizer,2030,6,23,23,0.0
624,electrolizer,2030,6,24,24,0.0
625,electrolizer,2030,7,1,1,-2791.6747201282387
626,electrolizer,2030,7,2,2,-2791.6747201282387
627,electrolizer,2030,7,3,3,-2791.6747201282387
628,electrolizer,2030,7,4,4,0.0
629,electrolizer,2030,7,5,5,-2791.6747201282387
630,electrolizer,2030,7,6,6,-2791.6747201282387
631,electrolizer,2030,7,7,7,-2791.6747201282387
632,electrolizer,2030,7,8,8,-2791.6747201282387
633,electrolizer,2030,7,9,9,-2791.6747201282387
634,electrolizer,2030,7,10,10,-2791.6747201282387
635,electrolizer,2030,7,11,11,-2791.6747201282387
636,electrolizer,2030,7,12,12,-2791.6747201282387
637,electrolizer,2030,7,13,13,0.0
638,electrolizer,2030,7,14,14,-2791.6747201282387
639,electrolizer,2030,7,15,15,-2791.6747201282387
640,electrolizer,2030,7,16,16,-2254.018848103541
641,electrolizer,2030,7,17,17,-2254.018848103541
642,electrolizer,2030,7,18,18,0.0
643,electrolizer,2030,7,19,19,0.0
644,electrolizer,2030,7,20,20,0.0
645,electrolizer,2030,7,21,21,-2254.018848103541
646,electrolizer,2030,7,22,22,-2791.6747201282387
647,electrolizer,2030,7,23,23,-2791.6747201282387
648,electrolizer,2030,7,24,24,-2791.6747201282387
649,electrolizer,2030,8,1,1,-2043.6739270114242
650,electrolizer,2030,8,2,2,-2043.6739270114242
651,electrolizer,2030,8,3,3,-2043.6739270114242
652,electrolizer,2030,8,4,4,-2043.6739270114242
653,electrolizer,2030,8,5,5,-1650.0774669944092
654,electrolizer,2030,8,6,6,0.0
655,electrolizer,2030,8,7,7,0.0
656,electrolizer,2030,8,8,8,0.0
657,electrolizer,2030,8,9,9,0.0
658,electrolizer,2030,8,10,10,0.0
659,electrolizer,2030,8,11,11,0.0
660,electrolizer,2030,8,12,12,0.0
661,electrolizer,2030,8,13,13,0.0
662,electrolizer,2030,8,14,14,0.0
