id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
104,hub,2030,5,8,8,1859.9949911601484
105,hub,2030,5,9,9,1859.9949911601484
106,hub,2030,5,10,10,1859.9949911601484
107,hub,2030,5,11,11,1859.9949911601484
108,hub,2030,5,12,12,1859.9949911601484
109,hub,2030,5,13,13,1859.9949911601484
110,hub,2030,5,14,14,1859.9949911601484
111,hub,2030,5,15,15,1859.9949911601484
112,hub,2030,5,16,16,1859.9949911601484
113,hub,2030,5,17,17,1859.9949911601484
114,hub,2030,5,18,18,1859.9949911601484
115,hub,2030,5,19,19,1859.9949911601484
116,hub,2030,5,20,20,1859.9949911601484
117,hub,2030,5,21,21,1859.9949911601484
118,hub,2030,5,22,22,1859.9949911601484
119,hub,2030,5,23,23,1859.9949911601484
120,hub,2030,5,24,24,1859.9949911601484
121,hub,2030,6,1,1,89.02947567404739
122,hub,2030,6,2,2,89.02947567404739
123,hub,2030,6,3,3,89.02947567404739
124,hub,2030,6,4,4,89.02947567404739
125,hub,2030,6,5,5,89.02947567404739
126,hub,2030,6,6,6,89.02947567404739
127,hub,2030,6,7,7,89.02947567404739
128,hub,2030,6,8,8,89.02947567404739
129,hub,2030,6,9,9,89.02947567404739
130,hub,2030,6,10,10,89.02947567404739
131,hub,2030,6,11,11,89.02947567404739
132,hub,2030,6,12,12,89.02947567404739
133,hub,2030,6,13,13,890.294756740474
134,hub,2030,6,14,14,890.294756740474
135,hub,2030,6,15,15,890.294756740474
136,hub,2030,6,16,16,890.294756740474
137,hub,2030,6,17,17,890.294756740474
138,hub,2030,6,18,18,890.294756740474
139,hub,2030,6,19,19,890.294756740474
140,hub,2030,6,20,20,1246.4126594366635
141,hub,2030,6,21,21,1246.4126594366635
142,hub,2030,6,22,22,1246.4126594366635
143,hub,2030,6,23,23,890.294756740474
144,hub,2030,6,24,24,890.294756740474
145,hub,2030,7,1,1,2067.907200094992
146,hub,2030,7,2,2,2067.907200094992
147,hub,2030,7,3,3,2067.907200094992
148,hub,2030,7,4,4,2067.907200094992
149,hub,2030,7,5,5,2067.907200094992
150,hub,2030,7,6,6,2067.907200094992
151,hub,2030,7,7,7,2067.907200094992
152,hub,2030,7,8,8,2067.907200094992
153,hub,2030,7,9,9,2067.907200094992
154,hub,2030,7,10,10,2067.907200094992
155,hub,2030,7,11,11,2067.907200094992
156,hub,2030,7,12,12,2067.907200094992
157,hub,2030,7,13,13,2067.907200094992
158,hub,2030,7,14,14,2067.907200094992
159,hub,2030,7,15,15,2067.907200094992
160,hub,2030,7,16,16,2895.0700801329886
161,hub,2030,7,17,17,2895.0700801329886
162,hub,2030,7,18,18,7444.465920341971
163,hub,2030,7,19,19,7444.465920341971
164,hub,2030,7,20,20,6362.791384907667
165,hub,2030,7,21,21,2895.0700801329886
166,hub,2030,7,22,22,2067.907200094992
167,hub,2030,7,23,23,2067.907200094992
168,hub,2030,7,24,24,2067.907200094992
169,hub,2030,8,1,1,1513.832538526981
170,hub,2030,8,2,2,1513.832538526981
171,hub,2030,8,3,3,1513.832538526981
172,hub,2030,8,4,4,1513.832538526981
173,hub,2030,8,5,5,2119.3655539377733
174,hub,2030,8,6,6,2119.3655539377733
175,hub,2030,8,7,7,4657.946272390711
176,hub,2030,8,8,8,4657.946272390711
177,hub,2030,8,9,9,2119.3655539377733
178,hub,2030,8,10,10,1513.832538526981
179,hub,2030,8,11,11,1513.832538526981
180,hub,2030,8,12,12,1513.832538526981
181,hub,2030,8,13,13,1513.832538526981
182,hub,2030,8,14,14,1513.832538526981
183,hub,2030,8,15,15,1513.832538526981
184,hub,2030,8,16,16,2119.3655539377733
185,hub,2030,8,17,17,2119.3655539377733
186,hub,2030,8,18,18,1513.832538526981
187,hub,2030,8,19,19,1513.832538526981
188,hub,2030,8,20,20,1513.832538526981
189,hub,2030,8,21,21,1513.832538526981
190,hub,2030,8,22,22,1513.832538526981
191,hub,2030,8,23,23,1513.832538526981
192,hub,2030,8,24,24,1513.832538526981
193,hub,2030,9,1,1,134.13800684397233
194,hub,2030,9,2,2,1341.3800684397233
195,hub,2030,9,3,3,1341.3800684397233
196,hub,2030,9,4,4,1341.3800684397233
197,hub,2030,9,5,5,1341.3800684397233
198,hub,2030,9,6,6,1341.3800684397233
199,hub,2030,9,7,7,1341.3800684397233
200,hub,2030,9,8,8,1341.3800684397233
201,hub,2030,9,9,9,1341.3800684397233
202,hub,2030,9,10,10,1341.3800684397233
203,hub,2030,9,11,11,1341.3800684397233
204,hub,2030,9,12,12,1341.3800684397233
205,hub,2030,9,13,13,134.13800684397233
206,hub,2030,9,14,14,134.13800684397233
207,hub,2030,9,15,15,134.13800684397233
208,hub,2030,9,16,16,134.13800684397233
209,hub,2030,9,17,17,134.13800684397233
210,hub,2030,9,18,18,134.13800684397233
211,hub,2030,9,19,19,134.13800684397233
212,hub,2030,9,20,20,134.13800684397233
213,hub,2030,9,21,21,134.13800684397233
214,hub,2030,9,22,22,134.13800684397233
215,hub,2030,9,23,23,134.13800684397233
216,hub,2030,9,24,24,134.13800684397233
217,hub,2030,10,1,1,1211.3755260782411
218,hub,2030,10,2,2,1211.3755260782411
219,hub,2030,10,3,3,1211.3755260782411
220,hub,2030,10,4,4,1211.3755260782411
221,hub,2030,10,5,5,1211.3755260782411
222,hub,2030,10,6,6,1211.3755260782411
223,hub,2030,10,7,7,121.13755260782412
224,hub,2030,10,8,8,121.13755260782412
225,hub,2030,10,9,9,121.13755260782412
226,hub,2030,10,10,10,121.13755260782412
227,hub,2030,10,11,11,121.13755260782412
228,hub,2030,10,12,12,121.13755260782412
229,hub,2030,10,13,13,121.13755260782412
230,hub,2030,10,14,14,121.13755260782412
231,hub,2030,10,15,15,121.13755260782412
232,hub,2030,10,16,16,121.13755260782412
233,hub,2030,10,17,17,1211.3755260782411
234,hub,2030,10,18,18,1211.3755260782411
235,hub,2030,10,19,19,1211.3755260782411
236,hub,2030,10,20,20,1211.3755260782411
237,hub,2030,10,21,21,1211.3755260782411
238,hub,2030,10,22,22,1211.3755260782411
239,hub,2030,10,23,23,1211.3755260782411
240,hub,2030,10,24,24,1211.3755260782411
