id,storage_level_id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_max_storage_level_intra_rep_period_limit
120,120,CH_Battery,2050,2,21,24,0.0
121,121,CH_Battery,2050,3,1,4,0.0
122,122,CH_Battery,2050,3,5,8,0.0
123,123,CH_Battery,2050,3,9,12,0.0
124,124,CH_Battery,2050,3,13,16,0.0
125,125,CH_Battery,2050,3,17,20,0.0
126,126,CH_Battery,2050,3,21,24,0.0
127,127,CY_Battery,2050,1,1,4,0.0
128,128,CY_Battery,2050,1,5,8,0.0
129,129,CY_Battery,2050,1,9,12,0.0
130,130,CY_Battery,2050,1,13,16,0.0
131,131,CY_Battery,2050,1,17,20,0.0
132,132,CY_Battery,2050,1,21,24,0.0
133,133,CY_Battery,2050,2,1,4,0.0
134,134,CY_Battery,2050,2,5,8,0.0
135,135,CY_Battery,2050,2,9,12,0.0
136,136,CY_Battery,2050,2,13,16,0.0
137,137,CY_Battery,2050,2,17,20,0.0
138,138,CY_Battery,2050,2,21,24,0.0
139,139,CY_Battery,2050,3,1,4,0.0
140,140,CY_Battery,2050,3,5,8,0.0
141,141,CY_Battery,2050,3,9,12,0.0
142,142,CY_Battery,2050,3,13,16,0.0
143,143,CY_Battery,2050,3,17,20,0.0
144,144,CY_Battery,2050,3,21,24,0.0
145,145,CZ_Battery,2050,1,1,4,0.0
146,146,CZ_Battery,2050,1,5,8,0.0
147,147,CZ_Battery,2050,1,9,12,0.0
148,148,CZ_Battery,2050,1,13,16,-0.0
149,149,CZ_Battery,2050,1,17,20,0.0
150,150,CZ_Battery,2050,1,21,24,0.0
151,151,CZ_Battery,2050,2,1,4,0.0
152,152,CZ_Battery,2050,2,5,8,0.0
153,153,CZ_Battery,2050,2,9,12,0.0
154,154,CZ_Battery,2050,2,13,16,-0.0
155,155,CZ_Battery,2050,2,17,20,0.0
156,156,CZ_Battery,2050,2,21,24,0.0
157,157,CZ_Battery,2050,3,1,4,0.0
158,158,CZ_Battery,2050,3,5,8,0.0
159,159,CZ_Battery,2050,3,9,12,0.0
160,160,CZ_Battery,2050,3,13,16,-1552.76387896382
161,161,CZ_Battery,2050,3,17,20,0.0
162,162,CZ_Battery,2050,3,21,24,0.0
163,163,DE_Battery,2050,1,1,1,0.0
164,164,DE_Battery,2050,1,2,2,0.0
165,165,DE_Battery,2050,1,3,3,0.0
166,166,DE_Battery,2050,1,4,4,0.0
167,167,DE_Battery,2050,1,5,5,0.0
168,168,DE_Battery,2050,1,6,6,0.0
169,169,DE_Battery,2050,1,7,7,0.0
170,170,DE_Battery,2050,1,8,8,0.0
171,171,DE_Battery,2050,1,9,9,0.0
172,172,DE_Battery,2050,1,10,10,0.0
173,173,DE_Battery,2050,1,11,11,0.0
174,174,DE_Battery,2050,1,12,12,0.0
175,175,DE_Battery,2050,1,13,13,0.0
176,176,DE_Battery,2050,1,14,14,0.0
177,177,DE_Battery,2050,1,15,15,0.0
178,178,DE_Battery,2050,1,16,16,0.0
179,179,DE_Battery,2050,1,17,17,0.0
180,180,DE_Battery,2050,1,18,18,0.0
181,181,DE_Battery,2050,1,19,19,0.0
182,182,DE_Battery,2050,1,20,20,0.0
183,183,DE_Battery,2050,1,21,21,0.0
184,184,DE_Battery,2050,1,22,22,0.0
185,185,DE_Battery,2050,1,23,23,0.0
186,186,DE_Battery,2050,1,24,24,0.0
187,187,DE_Battery,2050,2,1,1,0.0
188,188,DE_Battery,2050,2,2,2,0.0
189,189,DE_Battery,2050,2,3,3,0.0
190,190,DE_Battery,2050,2,4,4,0.0
191,191,DE_Battery,2050,2,5,5,0.0
192,192,DE_Battery,2050,2,6,6,0.0
193,193,DE_Battery,2050,2,7,7,0.0
194,194,DE_Battery,2050,2,8,8,0.0
195,195,DE_Battery,2050,2,9,9,0.0
196,196,DE_Battery,2050,2,10,10,0.0
197,197,DE_Battery,2050,2,11,11,0.0
198,198,DE_Battery,2050,2,12,12,0.0
199,199,DE_Battery,2050,2,13,13,0.0
200,200,DE_Battery,2050,2,14,14,0.0
201,201,DE_Battery,2050,2,15,15,0.0
202,202,DE_Battery,2050,2,16,16,-0.0
203,203,DE_Battery,2050,2,17,17,-0.0
204,204,DE_Battery,2050,2,18,18,0.0
205,205,DE_Battery,2050,2,19,19,0.0
206,206,DE_Battery,2050,2,20,20,0.0
207,207,DE_Battery,2050,2,21,21,0.0
208,208,DE_Battery,2050,2,22,22,0.0
209,209,DE_Battery,2050,2,23,23,0.0
210,210,DE_Battery,2050,2,24,24,0.0
211,211,DE_Battery,2050,3,1,1,0.0
212,212,DE_Battery,2050,3,2,2,0.0
213,213,DE_Battery,2050,3,3,3,0.0
214,214,DE_Battery,2050,3,4,4,0.0
215,215,DE_Battery,2050,3,5,5,0.0
216,216,DE_Battery,2050,3,6,6,0.0
217,217,DE_Battery,2050,3,7,7,0.0
218,218,DE_Battery,2050,3,8,8,0.0
219,219,DE_Battery,2050,3,9,9,0.0
220,220,DE_Battery,2050,3,10,10,0.0
221,221,DE_Battery,2050,3,11,11,0.0
222,222,DE_Battery,2050,3,12,12,0.0
223,223,DE_Battery,2050,3,13,13,0.0
224,224,DE_Battery,2050,3,14,14,0.0
225,225,DE_Battery,2050,3,15,15,0.0
226,226,DE_Battery,2050,3,16,16,0.0
227,227,DE_Battery,2050,3,17,17,0.0
228,228,DE_Battery,2050,3,18,18,0.0
229,229,DE_Battery,2050,3,19,19,0.0
230,230,DE_Battery,2050,3,20,20,0.0
231,231,DE_Battery,2050,3,21,21,0.0
232,232,DE_Battery,2050,3,22,22,0.0
233,233,DE_Battery,2050,3,23,23,0.0
234,234,DE_Battery,2050,3,24,24,0.0
235,235,DK_Battery,2050,1,1,1,0.0
236,236,DK_Battery,2050,1,2,2,0.0
237,237,DK_Battery,2050,1,3,3,0.0
238,238,DK_Battery,2050,1,4,4,0.0
239,239,DK_Battery,2050,1,5,5,0.0
240,240,DK_Battery,2050,1,6,6,0.0
241,241,DK_Battery,2050,1,7,7,0.0
242,242,DK_Battery,2050,1,8,8,0.0
243,243,DK_Battery,2050,1,9,9,0.0
244,244,DK_Battery,2050,1,10,10,0.0
245,245,DK_Battery,2050,1,11,11,0.0
246,246,DK_Battery,2050,1,12,12,0.0
247,247,DK_Battery,2050,1,13,13,0.0
248,248,DK_Battery,2050,1,14,14,0.0
249,249,DK_Battery,2050,1,15,15,0.0
250,250,DK_Battery,2050,1,16,16,0.0
251,251,DK_Battery,2050,1,17,17,0.0
252,252,DK_Battery,2050,1,18,18,0.0
253,253,DK_Battery,2050,1,19,19,0.0
254,254,DK_Battery,2050,1,20,20,0.0
255,255,DK_Battery,2050,1,21,21,0.0
256,256,DK_Battery,2050,1,22,22,0.0
257,257,DK_Battery,2050,1,23,23,0.0
258,258,DK_Battery,2050,1,24,24,0.0
259,259,DK_Battery,2050,2,1,1,0.0
260,260,DK_Battery,2050,2,2,2,0.0
261,261,DK_Battery,2050,2,3,3,0.0
262,262,DK_Battery,2050,2,4,4,0.0
263,263,DK_Battery,2050,2,5,5,0.0
264,264,DK_Battery,2050,2,6,6,0.0
265,265,DK_Battery,2050,2,7,7,0.0
266,266,DK_Battery,2050,2,8,8,0.0
267,267,DK_Battery,2050,2,9,9,0.0
268,268,DK_Battery,2050,2,10,10,0.0
269,269,DK_Battery,2050,2,11,11,0.0
270,270,DK_Battery,2050,2,12,12,0.0
271,271,DK_Battery,2050,2,13,13,0.0
272,272,DK_Battery,2050,2,14,14,0.0
273,273,DK_Battery,2050,2,15,15,0.0
274,274,DK_Battery,2050,2,16,16,0.0
275,275,DK_Battery,2050,2,17,17,0.0
276,276,DK_Battery,2050,2,18,18,0.0
277,277,DK_Battery,2050,2,19,19,0.0
278,278,DK_Battery,2050,2,20,20,0.0
279,279,DK_Battery,2050,2,21,21,0.0
280,280,DK_Battery,2050,2,22,22,0.0
281,281,DK_Battery,2050,2,23,23,0.0
282,282,DK_Battery,2050,2,24,24,0.0
283,283,DK_Battery,2050,3,1,1,0.0
284,284,DK_Battery,2050,3,2,2,0.0
285,285,DK_Battery,2050,3,3,3,0.0
286,286,DK_Battery,2050,3,4,4,0.0
287,287,DK_Battery,2050,3,5,5,0.0
288,288,DK_Battery,2050,3,6,6,0.0
289,289,DK_Battery,2050,3,7,7,0.0
290,290,DK_Battery,2050,3,8,8,0.0
291,291,DK_Battery,2050,3,9,9,0.0
292,292,DK_Battery,2050,3,10,10,0.0
293,293,DK_Battery,2050,3,11,11,0.0
294,294,DK_Battery,2050,3,12,12,0.0
295,295,DK_Battery,2050,3,13,13,0.0
296,296,DK_Battery,2050,3,14,14,0.0
297,297,DK_Battery,2050,3,15,15,0.0
298,298,DK_Battery,2050,3,16,16,0.0
299,299,DK_Battery,2050,3,17,17,0.0
300,300,DK_Battery,2050,3,18,18,0.0
301,301,DK_Battery,2050,3,19,19,0.0
302,302,DK_Battery,2050,3,20,20,0.0
303,303,DK_Battery,2050,3,21,21,0.0
304,304,DK_Battery,2050,3,22,22,0.0
305,305,DK_Battery,2050,3,23,23,0.0
306,306,DK_Battery,2050,3,24,24,0.0
307,307,ES_Battery,2050,1,1,3,0.0
308,308,ES_Battery,2050,1,4,6,0.0
309,309,ES_Battery,2050,1,7,9,0.0
310,310,ES_Battery,2050,1,10,12,0.0
311,311,ES_Battery,2050,1,13,15,0.0
312,312,ES_Battery,2050,1,16,18,0.0
313,313,ES_Battery,2050,1,19,21,0.0
314,314,ES_Battery,2050,1,22,24,0.0
315,315,ES_Battery,2050,2,1,3,0.0
316,316,ES_Battery,2050,2,4,6,0.0
317,317,ES_Battery,2050,2,7,9,0.0
318,318,ES_Battery,2050,2,10,12,0.0
319,319,ES_Battery,2050,2,13,15,0.0
320,320,ES_Battery,2050,2,16,18,-0.0
321,321,ES_Battery,2050,2,19,21,0.0
322,322,ES_Battery,2050,2,22,24,0.0
323,323,ES_Battery,2050,3,1,3,0.0
324,324,ES_Battery,2050,3,4,6,0.0
325,325,ES_Battery,2050,3,7,9,0.0
326,326,ES_Battery,2050,3,10,12,0.0
327,327,ES_Battery,2050,3,13,15,0.0
328,328,ES_Battery,2050,3,16,18,-0.0
329,329,ES_Battery,2050,3,19,21,0.0
330,330,ES_Battery,2050,3,22,24,0.0
331,331,FI_Battery,2050,1,1,4,0.0
332,332,FI_Battery,2050,1,5,8,0.0
333,333,FI_Battery,2050,1,9,12,0.0
334,334,FI_Battery,2050,1,13,16,0.0
335,335,FI_Battery,2050,1,17,20,0.0
336,336,FI_Battery,2050,1,21,24,0.0
337,337,FI_Battery,2050,2,1,4,0.0
338,338,FI_Battery,2050,2,5,8,0.0
339,339,FI_Battery,2050,2,9,12,0.0
340,340,FI_Battery,2050,2,13,16,0.0
341,341,FI_Battery,2050,2,17,20,0.0
342,342,FI_Battery,2050,2,21,24,0.0
343,343,FI_Battery,2050,3,1,4,0.0
344,344,FI_Battery,2050,3,5,8,0.0
345,345,FI_Battery,2050,3,9,12,0.0
346,346,FI_Battery,2050,3,13,16,0.0
347,347,FI_Battery,2050,3,17,20,0.0
348,348,FI_Battery,2050,3,21,24,0.0
349,349,FR_Battery,2050,1,1,2,0.0
350,350,FR_Battery,2050,1,3,4,0.0
351,351,FR_Battery,2050,1,5,6,0.0
352,352,FR_Battery,2050,1,7,8,0.0
353,353,FR_Battery,2050,1,9,10,0.0
354,354,FR_Battery,2050,1,11,12,0.0
355,355,FR_Battery,2050,1,13,14,0.0
356,356,FR_Battery,2050,1,15,16,0.0
357,357,FR_Battery,2050,1,17,18,0.0
358,358,FR_Battery,2050,1,19,20,0.0
359,359,FR_Battery,2050,1,21,22,0.0
360,360,FR_Battery,2050,1,23,24,0.0
361,361,FR_Battery,2050,2,1,2,0.0
362,362,FR_Battery,2050,2,3,4,0.0
363,363,FR_Battery,2050,2,5,6,0.0
364,364,FR_Battery,2050,2,7,8,0.0
365,365,FR_Battery,2050,2,9,10,0.0
366,366,FR_Battery,2050,2,11,12,0.0
367,367,FR_Battery,2050,2,13,14,0.0
368,368,FR_Battery,2050,2,15,16,0.0
369,369,FR_Battery,2050,2,17,18,0.0
370,370,FR_Battery,2050,2,19,20,0.0
371,371,FR_Battery,2050,2,21,22,0.0
372,372,FR_Battery,2050,2,23,24,0.0
373,373,FR_Battery,2050,3,1,2,0.0
374,374,FR_Battery,2050,3,3,4,0.0
375,375,FR_Battery,2050,3,5,6,0.0
376,376,FR_Battery,2050,3,7,8,0.0
377,377,FR_Battery,2050,3,9,10,0.0
378,378,FR_Battery,2050,3,11,12,0.0
379,379,FR_Battery,2050,3,13,14,0.0
380,380,FR_Battery,2050,3,15,16,0.0
381,381,FR_Battery,2050,3,17,18,0.0
382,382,FR_Battery,2050,3,19,20,0.0
383,383,FR_Battery,2050,3,21,22,0.0
384,384,FR_Battery,2050,3,23,24,0.0
385,385,GR_Battery,2050,1,1,4,0.0
386,386,GR_Battery,2050,1,5,8,0.0
387,387,GR_Battery,2050,1,9,12,0.0
388,388,GR_Battery,2050,1,13,16,0.0
389,389,GR_Battery,2050,1,17,20,0.0
390,390,GR_Battery,2050,1,21,24,0.0
391,391,GR_Battery,2050,2,1,4,0.0
392,392,GR_Battery,2050,2,5,8,0.0
393,393,GR_Battery,2050,2,9,12,0.0
394,394,GR_Battery,2050,2,13,16,0.0
395,395,GR_Battery,2050,2,17,20,0.0
396,396,GR_Battery,2050,2,21,24,0.0
397,397,GR_Battery,2050,3,1,4,0.0
398,398,GR_Battery,2050,3,5,8,0.0
399,399,GR_Battery,2050,3,9,12,0.0
400,400,GR_Battery,2050,3,13,16,0.0
401,401,GR_Battery,2050,3,17,20,0.0
402,402,GR_Battery,2050,3,21,24,0.0
403,403,HR_Battery,2050,1,1,4,0.0
404,404,HR_Battery,2050,1,5,8,0.0
405,405,HR_Battery,2050,1,9,12,0.0
406,406,HR_Battery,2050,1,13,16,0.0
407,407,HR_Battery,2050,1,17,20,-0.0
408,408,HR_Battery,2050,1,21,24,0.0
409,409,HR_Battery,2050,2,1,4,-0.0
410,410,HR_Battery,2050,2,5,8,0.0
411,411,HR_Battery,2050,2,9,12,0.0
412,412,HR_Battery,2050,2,13,16,-0.0
413,413,HR_Battery,2050,2,17,20,-0.0
414,414,HR_Battery,2050,2,21,24,-0.0
415,415,HR_Battery,2050,3,1,4,0.0
416,416,HR_Battery,2050,3,5,8,0.0
417,417,HR_Battery,2050,3,9,12,0.0
418,418,HR_Battery,2050,3,13,16,0.0
419,419,HR_Battery,2050,3,17,20,0.0
420,420,HR_Battery,2050,3,21,24,0.0
421,421,HU_Battery,2050,1,1,4,0.0
422,422,HU_Battery,2050,1,5,8,0.0
423,423,HU_Battery,2050,1,9,12,0.0
424,424,HU_Battery,2050,1,13,16,-1126.3609855660495
425,425,HU_Battery,2050,1,17,20,-0.0
426,426,HU_Battery,2050,1,21,24,0.0
427,427,HU_Battery,2050,2,1,4,0.0
428,428,HU_Battery,2050,2,5,8,0.0
429,429,HU_Battery,2050,2,9,12,-0.0
430,430,HU_Battery,2050,2,13,16,-1518.3751354701305
431,431,HU_Battery,2050,2,17,20,0.0
432,432,HU_Battery,2050,2,21,24,0.0
433,433,HU_Battery,2050,3,1,4,0.0
434,434,HU_Battery,2050,3,5,8,0.0
435,435,HU_Battery,2050,3,9,12,0.0
436,436,HU_Battery,2050,3,13,16,-1552.76387896382
437,437,HU_Battery,2050,3,17,20,0.0
438,438,HU_Battery,2050,3,21,24,-0.0
439,439,IE_Battery,2050,1,1,2,0.0
440,440,IE_Battery,2050,1,3,4,0.0
441,441,IE_Battery,2050,1,5,6,0.0
442,442,IE_Battery,2050,1,7,8,0.0
443,443,IE_Battery,2050,1,9,10,0.0
444,444,IE_Battery,2050,1,11,12,0.0
445,445,IE_Battery,2050,1,13,14,0.0
446,446,IE_Battery,2050,1,15,16,0.0
447,447,IE_Battery,2050,1,17,18,0.0
448,448,IE_Battery,2050,1,19,20,0.0
449,449,IE_Battery,2050,1,21,22,0.0
450,450,IE_Battery,2050,1,23,24,0.0
451,451,IE_Battery,2050,2,1,2,0.0
452,452,IE_Battery,2050,2,3,4,0.0
453,453,IE_Battery,2050,2,5,6,0.0
454,454,IE_Battery,2050,2,7,8,0.0
455,455,IE_Battery,2050,2,9,10,0.0
456,456,IE_Battery,2050,2,11,12,0.0
457,457,IE_Battery,2050,2,13,14,0.0
458,458,IE_Battery,2050,2,15,16,0.0
459,459,IE_Battery,2050,2,17,18,0.0
460,460,IE_Battery,2050,2,19,20,0.0
461,461,IE_Battery,2050,2,21,22,0.0
462,462,IE_Battery,2050,2,23,24,0.0
463,463,IE_Battery,2050,3,1,2,0.0
464,464,IE_Battery,2050,3,3,4,0.0
465,465,IE_Battery,2050,3,5,6,0.0
466,466,IE_Battery,2050,3,7,8,0.0
467,467,IE_Battery,2050,3,9,10,0.0
468,468,IE_Battery,2050,3,11,12,0.0
469,469,IE_Battery,2050,3,13,14,0.0
470,470,IE_Battery,2050,3,15,16,0.0
471,471,IE_Battery,2050,3,17,18,0.0
472,472,IE_Battery,2050,3,19,20,0.0
473,473,IE_Battery,2050,3,21,22,0.0
474,474,IE_Battery,2050,3,23,24,0.0
475,475,IT_Battery,2050,1,1,4,0.0
476,476,IT_Battery,2050,1,5,8,0.0
477,477,IT_Battery,2050,1,9,12,0.0
478,478,IT_Battery,2050,1,13,16,0.0
479,479,IT_Battery,2050,1,17,20,0.0
480,480,IT_Battery,2050,1,21,24,0.0
481,481,IT_Battery,2050,2,1,4,0.0
482,482,IT_Battery,2050,2,5,8,0.0
483,483,IT_Battery,2050,2,9,12,0.0
484,484,IT_Battery,2050,2,13,16,0.0
485,485,IT_Battery,2050,2,17,20,0.0
486,486,IT_Battery,2050,2,21,24,0.0
487,487,IT_Battery,2050,3,1,4,0.0
488,488,IT_Battery,2050,3,5,8,0.0
489,489,IT_Battery,2050,3,9,12,0.0
490,490,IT_Battery,2050,3,13,16,0.0
491,491,IT_Battery,2050,3,17,20,0.0
492,492,IT_Battery,2050,3,21,24,0.0
493,493,LT_Battery,2050,1,1,4,0.0
494,494,LT_Battery,2050,1,5,8,0.0
495,495,LT_Battery,2050,1,9,12,0.0
496,496,LT_Battery,2050,1,13,16,0.0
497,497,LT_Battery,2050,1,17,20,0.0
498,498,LT_Battery,2050,1,21,24,0.0
499,499,LT_Battery,2050,2,1,4,0.0
500,500,LT_Battery,2050,2,5,8,0.0
501,501,LT_Battery,2050,2,9,12,0.0
502,502,LT_Battery,2050,2,13,16,0.0
503,503,LT_Battery,2050,2,17,20,0.0
504,504,LT_Battery,2050,2,21,24,0.0
505,505,LT_Battery,2050,3,1,4,0.0
506,506,LT_Battery,2050,3,5,8,0.0
507,507,LT_Battery,2050,3,9,12,0.0
508,508,LT_Battery,2050,3,13,16,0.0
509,509,LT_Battery,2050,3,17,20,0.0
510,510,LT_Battery,2050,3,21,24,0.0
511,511,LV_Battery,2050,1,1,4,0.0
512,512,LV_Battery,2050,1,5,8,0.0
513,513,LV_Battery,2050,1,9,12,0.0
514,514,LV_Battery,2050,1,13,16,0.0
515,515,LV_Battery,2050,1,17,20,0.0
516,516,LV_Battery,2050,1,21,24,0.0
517,517,LV_Battery,2050,2,1,4,0.0
518,518,LV_Battery,2050,2,5,8,0.0
519,519,LV_Battery,2050,2,9,12,0.0
520,520,LV_Battery,2050,2,13,16,0.0
521,521,LV_Battery,2050,2,17,20,0.0
522,522,LV_Battery,2050,2,21,24,0.0
523,523,LV_Battery,2050,3,1,4,0.0
524,524,LV_Battery,2050,3,5,8,0.0
525,525,LV_Battery,2050,3,9,12,0.0
526,526,LV_Battery,2050,3,13,16,0.0
527,527,LV_Battery,2050,3,17,20,0.0
528,528,LV_Battery,2050,3,21,24,0.0
529,529,NL_Battery,2050,1,1,1,0.0
530,530,NL_Battery,2050,1,2,2,0.0
531,531,NL_Battery,2050,1,3,3,0.0
532,532,NL_Battery,2050,1,4,4,0.0
533,533,NL_Battery,2050,1,5,5,0.0
534,534,NL_Battery,2050,1,6,6,0.0
535,535,NL_Battery,2050,1,7,7,0.0
536,536,NL_Battery,2050,1,8,8,0.0
537,537,NL_Battery,2050,1,9,9,0.0
538,538,NL_Battery,2050,1,10,10,0.0
539,539,NL_Battery,2050,1,11,11,0.0
540,540,NL_Battery,2050,1,12,12,0.0
541,541,NL_Battery,2050,1,13,13,0.0
542,542,NL_Battery,2050,1,14,14,0.0
543,543,NL_Battery,2050,1,15,15,0.0
544,544,NL_Battery,2050,1,16,16,0.0
545,545,NL_Battery,2050,1,17,17,0.0
546,546,NL_Battery,2050,1,18,18,0.0
547,547,NL_Battery,2050,1,19,19,0.0
548,548,NL_Battery,2050,1,20,20,0.0
549,549,NL_Battery,2050,1,21,21,0.0
550,550,NL_Battery,2050,1,22,22,0.0
551,551,NL_Battery,2050,1,23,23,0.0
552,552,NL_Battery,2050,1,24,24,0.0
553,553,NL_Battery,2050,2,1,1,0.0
554,554,NL_Battery,2050,2,2,2,0.0
555,555,NL_Battery,2050,2,3,3,0.0
556,556,NL_Battery,2050,2,4,4,0.0
557,557,NL_Battery,2050,2,5,5,0.0
558,558,NL_Battery,2050,2,6,6,0.0
559,559,NL_Battery,2050,2,7,7,0.0
560,560,NL_Battery,2050,2,8,8,0.0
561,561,NL_Battery,2050,2,9,9,0.0
562,562,NL_Battery,2050,2,10,10,0.0
563,563,NL_Battery,2050,2,11,11,0.0
564,564,NL_Battery,2050,2,12,12,0.0
565,565,NL_Battery,2050,2,13,13,0.0
566,566,NL_Battery,2050,2,14,14,0.0
567,567,NL_Battery,2050,2,15,15,0.0
568,568,NL_Battery,2050,2,16,16,-0.0
569,569,NL_Battery,2050,2,17,17,-0.0
570,570,NL_Battery,2050,2,18,18,0.0
571,571,NL_Battery,2050,2,19,19,0.0
572,572,NL_Battery,2050,2,20,20,0.0
573,573,NL_Battery,2050,2,21,21,0.0
574,574,NL_Battery,2050,2,22,22,0.0
575,575,NL_Battery,2050,2,23,23,0.0
