id,asset,year,rep_period,time_block_start,time_block_end,dual_balance_hub
114,hub,2030,1,114,114,50.0
115,hub,2030,1,115,115,50.0
116,hub,2030,1,116,116,50.0
117,hub,2030,1,117,117,50.0
118,hub,2030,1,118,118,50.0
119,hub,2030,1,119,119,50.0
120,hub,2030,1,120,120,50.0
121,hub,2030,1,121,121,50.0
122,hub,2030,1,122,122,50.0
123,hub,2030,1,123,123,50.0
124,hub,2030,1,124,124,50.0
125,hub,2030,1,125,125,50.0
126,hub,2030,1,126,126,50.0
127,hub,2030,1,127,127,5.0
128,hub,2030,1,128,128,5.0
129,hub,2030,1,129,129,5.0
130,hub,2030,1,130,130,5.0
131,hub,2030,1,131,131,5.0
132,hub,2030,1,132,132,5.0
133,hub,2030,1,133,133,5.0
134,hub,2030,1,134,134,5.0
135,hub,2030,1,135,135,5.0
136,hub,2030,1,136,136,5.0
137,hub,2030,1,137,137,5.0
138,hub,2030,1,138,138,5.0
139,hub,2030,1,139,139,5.0
140,hub,2030,1,140,140,5.0
141,hub,2030,1,141,141,5.0
142,hub,2030,1,142,142,5.0
143,hub,2030,1,143,143,5.0
144,hub,2030,1,144,144,5.0
145,hub,2030,1,145,145,50.0
146,hub,2030,1,146,146,50.0
147,hub,2030,1,147,147,50.0
148,hub,2030,1,148,148,50.0
149,hub,2030,1,149,149,50.0
150,hub,2030,1,150,150,50.0
151,hub,2030,1,151,151,50.0
152,hub,2030,1,152,152,5.0
153,hub,2030,1,153,153,5.0
154,hub,2030,1,154,154,5.0
155,hub,2030,1,155,155,5.0
156,hub,2030,1,156,156,5.0
157,hub,2030,1,157,157,5.0
158,hub,2030,1,158,158,5.0
159,hub,2030,1,159,159,5.0
160,hub,2030,1,160,160,5.0
161,hub,2030,1,161,161,5.0
162,hub,2030,1,162,162,5.0
163,hub,2030,1,163,163,5.0
164,hub,2030,1,164,164,5.0
165,hub,2030,1,165,165,5.0
166,hub,2030,1,166,166,5.0
167,hub,2030,1,167,167,5.0
168,hub,2030,1,168,168,5.0
169,hub,2030,1,169,169,5.0
170,hub,2030,1,170,170,5.0
171,hub,2030,1,171,171,5.0
172,hub,2030,1,172,172,5.0
173,hub,2030,1,173,173,5.0
174,hub,2030,1,174,174,5.0
175,hub,2030,1,175,175,5.0
176,hub,2030,1,176,176,5.0
177,hub,2030,1,177,177,5.0
178,hub,2030,1,178,178,5.0
179,hub,2030,1,179,179,5.0
180,hub,2030,1,180,180,5.0
181,hub,2030,1,181,181,5.0
182,hub,2030,1,182,182,5.0
183,hub,2030,1,183,183,5.0
184,hub,2030,1,184,184,5.0
185,hub,2030,1,185,185,5.0
186,hub,2030,1,186,186,5.0
187,hub,2030,1,187,187,5.0
188,hub,2030,1,188,188,5.0
189,hub,2030,1,189,189,5.0
190,hub,2030,1,190,190,5.0
191,hub,2030,1,191,191,5.0
192,hub,2030,1,192,192,5.0
193,hub,2030,1,193,193,5.0
194,hub,2030,1,194,194,5.0
195,hub,2030,1,195,195,5.0
196,hub,2030,1,196,196,5.0
197,hub,2030,1,197,197,5.0
198,hub,2030,1,198,198,50.0
199,hub,2030,1,199,199,50.0
200,hub,2030,1,200,200,50.0
201,hub,2030,1,201,201,50.0
202,hub,2030,1,202,202,50.0
203,hub,2030,1,203,203,50.0
204,hub,2030,1,204,204,50.0
205,hub,2030,1,205,205,5.0
206,hub,2030,1,206,206,5.0
207,hub,2030,1,207,207,5.0
208,hub,2030,1,208,208,5.0
209,hub,2030,1,209,209,5.0
210,hub,2030,1,210,210,5.0
211,hub,2030,1,211,211,5.0
212,hub,2030,1,212,212,5.0
213,hub,2030,1,213,213,5.0
214,hub,2030,1,214,214,5.0
215,hub,2030,1,215,215,5.0
216,hub,2030,1,216,216,5.0
217,hub,2030,1,217,217,5.0
218,hub,2030,1,218,218,5.0
219,hub,2030,1,219,219,5.0
220,hub,2030,1,220,220,5.0
221,hub,2030,1,221,221,5.0
222,hub,2030,1,222,222,5.0
223,hub,2030,1,223,223,50.0
224,hub,2030,1,224,224,50.0
225,hub,2030,1,225,225,50.0
226,hub,2030,1,226,226,50.0
227,hub,2030,1,227,227,50.0
228,hub,2030,1,228,228,50.0
229,hub,2030,1,229,229,50.0
230,hub,2030,1,230,230,50.0
231,hub,2030,1,231,231,50.0
232,hub,2030,1,232,232,50.0
233,hub,2030,1,233,233,50.0
234,hub,2030,1,234,234,50.0
235,hub,2030,1,235,235,5.0
236,hub,2030,1,236,236,5.0
237,hub,2030,1,237,237,5.0
238,hub,2030,1,238,238,5.0
239,hub,2030,1,239,239,5.0
240,hub,2030,1,240,240,5.0
241,hub,2030,1,241,241,5.0
242,hub,2030,1,242,242,5.0
243,hub,2030,1,243,243,5.0
244,hub,2030,1,244,244,5.0
245,hub,2030,1,245,245,5.0
246,hub,2030,1,246,246,5.0
247,hub,2030,1,247,247,5.0
248,hub,2030,1,248,248,5.0
249,hub,2030,1,249,249,5.0
250,hub,2030,1,250,250,5.0
251,hub,2030,1,251,251,5.0
252,hub,2030,1,252,252,5.0
253,hub,2030,1,253,253,5.0
254,hub,2030,1,254,254,5.0
255,hub,2030,1,255,255,5.0
256,hub,2030,1,256,256,5.0
257,hub,2030,1,257,257,5.0
258,hub,2030,1,258,258,5.0
259,hub,2030,1,259,259,5.0
260,hub,2030,1,260,260,5.0
261,hub,2030,1,261,261,5.0
262,hub,2030,1,262,262,5.0
263,hub,2030,1,263,263,5.0
264,hub,2030,1,264,264,5.0
265,hub,2030,1,265,265,5.0
266,hub,2030,1,266,266,5.0
267,hub,2030,1,267,267,5.0
268,hub,2030,1,268,268,5.0
269,hub,2030,1,269,269,5.0
270,hub,2030,1,270,270,5.0
271,hub,2030,1,271,271,5.0
272,hub,2030,1,272,272,5.0
273,hub,2030,1,273,273,5.0
274,hub,2030,1,274,274,5.0
275,hub,2030,1,275,275,5.0
276,hub,2030,1,276,276,5.0
277,hub,2030,1,277,277,5.0
278,hub,2030,1,278,278,5.0
279,hub,2030,1,279,279,5.0
280,hub,2030,1,280,280,5.0
281,hub,2030,1,281,281,5.0
282,hub,2030,1,282,282,5.0
283,hub,2030,1,283,283,5.0
284,hub,2030,1,284,284,5.0
285,hub,2030,1,285,285,5.0
286,hub,2030,1,286,286,5.0
287,hub,2030,1,287,287,5.0
288,hub,2030,1,288,288,5.0
289,hub,2030,1,289,289,5.0
290,hub,2030,1,290,290,5.0
291,hub,2030,1,291,291,5.0
292,hub,2030,1,292,292,5.0
293,hub,2030,1,293,293,5.0
294,hub,2030,1,294,294,5.0
295,hub,2030,1,295,295,5.0
296,hub,2030,1,296,296,5.0
297,hub,2030,1,297,297,5.0
298,hub,2030,1,298,298,5.0
299,hub,2030,1,299,299,5.0
300,hub,2030,1,300,300,5.0
301,hub,2030,1,301,301,5.0
302,hub,2030,1,302,302,5.0
303,hub,2030,1,303,303,5.0
304,hub,2030,1,304,304,5.0
305,hub,2030,1,305,305,5.0
306,hub,2030,1,306,306,5.0
307,hub,2030,1,307,307,5.0
308,hub,2030,1,308,308,5.0
309,hub,2030,1,309,309,5.0
310,hub,2030,1,310,310,5.0
311,hub,2030,1,311,311,5.0
312,hub,2030,1,312,312,5.0
313,hub,2030,1,313,313,5.0
314,hub,2030,1,314,314,5.0
315,hub,2030,1,315,315,5.0
316,hub,2030,1,316,316,5.0
317,hub,2030,1,317,317,5.0
318,hub,2030,1,318,318,5.0
319,hub,2030,1,319,319,5.0
320,hub,2030,1,320,320,5.0
321,hub,2030,1,321,321,5.0
322,hub,2030,1,322,322,5.0
323,hub,2030,1,323,323,5.0
324,hub,2030,1,324,324,5.0
325,hub,2030,1,325,325,5.0
326,hub,2030,1,326,326,5.0
327,hub,2030,1,327,327,5.0
328,hub,2030,1,328,328,5.0
329,hub,2030,1,329,329,5.0
330,hub,2030,1,330,330,5.0
331,hub,2030,1,331,331,5.0
332,hub,2030,1,332,332,5.0
333,hub,2030,1,333,333,5.0
334,hub,2030,1,334,334,5.0
335,hub,2030,1,335,335,5.0
336,hub,2030,1,336,336,5.0
337,hub,2030,1,337,337,5.0
338,hub,2030,1,338,338,5.0
339,hub,2030,1,339,339,5.0
340,hub,2030,1,340,340,50.0
341,hub,2030,1,341,341,50.0
342,hub,2030,1,342,342,50.0
343,hub,2030,1,343,343,50.0
344,hub,2030,1,344,344,5.0
345,hub,2030,1,345,345,5.0
346,hub,2030,1,346,346,5.0
347,hub,2030,1,347,347,5.0
348,hub,2030,1,348,348,5.0
349,hub,2030,1,349,349,5.0
350,hub,2030,1,350,350,5.0
351,hub,2030,1,351,351,5.0
352,hub,2030,1,352,352,5.0
353,hub,2030,1,353,353,5.0
354,hub,2030,1,354,354,5.0
355,hub,2030,1,355,355,5.0
356,hub,2030,1,356,356,5.0
357,hub,2030,1,357,357,5.0
358,hub,2030,1,358,358,5.0
359,hub,2030,1,359,359,5.0
360,hub,2030,1,360,360,5.0
361,hub,2030,1,361,361,5.0
362,hub,2030,1,362,362,5.0
363,hub,2030,1,363,363,5.0
364,hub,2030,1,364,364,5.0
365,hub,2030,1,365,365,5.0
366,hub,2030,1,366,366,5.0
367,hub,2030,1,367,367,5.0
368,hub,2030,1,368,368,5.0
369,hub,2030,1,369,369,5.0
370,hub,2030,1,370,370,5.0
371,hub,2030,1,371,371,5.0
372,hub,2030,1,372,372,5.0
373,hub,2030,1,373,373,5.0
374,hub,2030,1,374,374,5.0
375,hub,2030,1,375,375,5.0
376,hub,2030,1,376,376,5.0
377,hub,2030,1,377,377,5.0
378,hub,2030,1,378,378,5.0
379,hub,2030,1,379,379,5.0
380,hub,2030,1,380,380,5.0
381,hub,2030,1,381,381,5.0
382,hub,2030,1,382,382,5.0
383,hub,2030,1,383,383,5.0
384,hub,2030,1,384,384,5.0
385,hub,2030,1,385,385,5.0
386,hub,2030,1,386,386,5.0
387,hub,2030,1,387,387,5.0
388,hub,2030,1,388,388,5.0
389,hub,2030,1,389,389,5.0
390,hub,2030,1,390,390,5.0
391,hub,2030,1,391,391,5.0
392,hub,2030,1,392,392,5.0
393,hub,2030,1,393,393,5.0
394,hub,2030,1,394,394,5.0
395,hub,2030,1,395,395,5.0
396,hub,2030,1,396,396,5.0
397,hub,2030,1,397,397,5.0
398,hub,2030,1,398,398,5.0
399,hub,2030,1,399,399,5.0
400,hub,2030,1,400,400,5.0
401,hub,2030,1,401,401,5.0
402,hub,2030,1,402,402,5.0
403,hub,2030,1,403,403,5.0
404,hub,2030,1,404,404,5.0
405,hub,2030,1,405,405,5.0
406,hub,2030,1,406,406,5.0
407,hub,2030,1,407,407,5.0
408,hub,2030,1,408,408,5.0
409,hub,2030,1,409,409,50.0
410,hub,2030,1,410,410,50.0
411,hub,2030,1,411,411,50.0
412,hub,2030,1,412,412,50.0
413,hub,2030,1,413,413,50.0
414,hub,2030,1,414,414,50.0
415,hub,2030,1,415,415,50.0
416,hub,2030,1,416,416,50.0
417,hub,2030,1,417,417,50.0
418,hub,2030,1,418,418,50.0
419,hub,2030,1,419,419,50.0
420,hub,2030,1,420,420,50.0
421,hub,2030,1,421,421,50.0
422,hub,2030,1,422,422,50.0
423,hub,2030,1,423,423,70.0
424,hub,2030,1,424,424,70.0
425,hub,2030,1,425,425,70.0
426,hub,2030,1,426,426,70.0
427,hub,2030,1,427,427,70.0
428,hub,2030,1,428,428,50.0
429,hub,2030,1,429,429,50.0
430,hub,2030,1,430,430,50.0
431,hub,2030,1,431,431,50.0
432,hub,2030,1,432,432,50.0
433,hub,2030,1,433,433,50.0
434,hub,2030,1,434,434,50.0
435,hub,2030,1,435,435,50.0
436,hub,2030,1,436,436,50.0
437,hub,2030,1,437,437,50.0
438,hub,2030,1,438,438,50.0
439,hub,2030,1,439,439,50.0
440,hub,2030,1,440,440,50.0
441,hub,2030,1,441,441,50.0
442,hub,2030,1,442,442,50.0
443,hub,2030,1,443,443,50.0
444,hub,2030,1,444,444,50.0
445,hub,2030,1,445,445,50.0
446,hub,2030,1,446,446,50.0
447,hub,2030,1,447,447,50.0
448,hub,2030,1,448,448,50.0
449,hub,2030,1,449,449,70.0
450,hub,2030,1,450,450,70.0
451,hub,2030,1,451,451,50.0
452,hub,2030,1,452,452,50.0
453,hub,2030,1,453,453,50.0
454,hub,2030,1,454,454,50.0
455,hub,2030,1,455,455,50.0
456,hub,2030,1,456,456,50.0
457,hub,2030,1,457,457,50.0
458,hub,2030,1,458,458,50.0
459,hub,2030,1,459,459,50.0
460,hub,2030,1,460,460,50.0
461,hub,2030,1,461,461,50.0
462,hub,2030,1,462,462,50.0
463,hub,2030,1,463,463,50.0
464,hub,2030,1,464,464,50.0
465,hub,2030,1,465,465,50.0
466,hub,2030,1,466,466,50.0
467,hub,2030,1,467,467,50.0
468,hub,2030,1,468,468,50.0
469,hub,2030,1,469,469,50.0
470,hub,2030,1,470,470,50.0
471,hub,2030,1,471,471,50.0
472,hub,2030,1,472,472,50.0
473,hub,2030,1,473,473,50.0
474,hub,2030,1,474,474,50.0
475,hub,2030,1,475,475,50.0
476,hub,2030,1,476,476,50.0
477,hub,2030,1,477,477,50.0
478,hub,2030,1,478,478,50.0
479,hub,2030,1,479,479,50.0
480,hub,2030,1,480,480,50.0
481,hub,2030,1,481,481,50.0
482,hub,2030,1,482,482,50.0
483,hub,2030,1,483,483,50.0
484,hub,2030,1,484,484,50.0
485,hub,2030,1,485,485,50.0
486,hub,2030,1,486,486,50.0
487,hub,2030,1,487,487,50.0
488,hub,2030,1,488,488,50.0
489,hub,2030,1,489,489,50.0
490,hub,2030,1,490,490,50.0
491,hub,2030,1,491,491,50.0
492,hub,2030,1,492,492,50.0
493,hub,2030,1,493,493,50.0
494,hub,2030,1,494,494,50.0
495,hub,2030,1,495,495,50.0
496,hub,2030,1,496,496,50.0
497,hub,2030,1,497,497,50.0
498,hub,2030,1,498,498,50.0
499,hub,2030,1,499,499,50.0
500,hub,2030,1,500,500,50.0
501,hub,2030,1,501,501,50.0
502,hub,2030,1,502,502,50.0
503,hub,2030,1,503,503,50.0
504,hub,2030,1,504,504,50.0
505,hub,2030,1,505,505,50.0
506,hub,2030,1,506,506,50.0
507,hub,2030,1,507,507,50.0
508,hub,2030,1,508,508,50.0
509,hub,2030,1,509,509,50.0
510,hub,2030,1,510,510,50.0
511,hub,2030,1,511,511,50.0
512,hub,2030,1,512,512,50.0
513,hub,2030,1,513,513,50.0
514,hub,2030,1,514,514,50.0
515,hub,2030,1,515,515,50.0
516,hub,2030,1,516,516,50.0
517,hub,2030,1,517,517,50.0
518,hub,2030,1,518,518,50.0
519,hub,2030,1,519,519,50.0
520,hub,2030,1,520,520,50.0
521,hub,2030,1,521,521,70.0
522,hub,2030,1,522,522,70.0
523,hub,2030,1,523,523,70.0
524,hub,2030,1,524,524,70.0
525,hub,2030,1,525,525,50.0
526,hub,2030,1,526,526,50.0
527,hub,2030,1,527,527,50.0
528,hub,2030,1,528,528,50.0
529,hub,2030,1,529,529,50.0
530,hub,2030,1,530,530,50.0
531,hub,2030,1,531,531,50.0
532,hub,2030,1,532,532,50.0
533,hub,2030,1,533,533,50.0
534,hub,2030,1,534,534,50.0
535,hub,2030,1,535,535,50.0
536,hub,2030,1,536,536,50.0
537,hub,2030,1,537,537,50.0
538,hub,2030,1,538,538,50.0
539,hub,2030,1,539,539,50.0
540,hub,2030,1,540,540,50.0
541,hub,2030,1,541,541,50.0
542,hub,2030,1,542,542,50.0
543,hub,2030,1,543,543,50.0
544,hub,2030,1,544,544,50.0
545,hub,2030,1,545,545,50.0
546,hub,2030,1,546,546,50.0
547,hub,2030,1,547,547,5.0
548,hub,2030,1,548,548,5.0
549,hub,2030,1,549,549,5.0
550,hub,2030,1,550,550,5.0
551,hub,2030,1,551,551,5.0
552,hub,2030,1,552,552,5.0
553,hub,2030,1,553,553,5.0
554,hub,2030,1,554,554,5.0
555,hub,2030,1,555,555,5.0
556,hub,2030,1,556,556,5.0
557,hub,2030,1,557,557,5.0
558,hub,2030,1,558,558,5.0
559,hub,2030,1,559,559,5.0
560,hub,2030,1,560,560,5.0
561,hub,2030,1,561,561,5.0
562,hub,2030,1,562,562,5.0
563,hub,2030,1,563,563,5.0
564,hub,2030,1,564,564,5.0
565,hub,2030,1,565,565,5.0
566,hub,2030,1,566,566,5.0
567,hub,2030,1,567,567,5.0
568,hub,2030,1,568,568,5.0
569,hub,2030,1,569,569,5.0
570,hub,2030,1,570,570,5.0
571,hub,2030,1,571,571,5.0
572,hub,2030,1,572,572,5.0
573,hub,2030,1,573,573,5.0
574,hub,2030,1,574,574,5.0
575,hub,2030,1,575,575,5.0
576,hub,2030,1,576,576,5.0
577,hub,2030,1,577,577,50.0
578,hub,2030,1,578,578,50.0
579,hub,2030,1,579,579,50.0
580,hub,2030,1,580,580,50.0
581,hub,2030,1,581,581,50.0
582,hub,2030,1,582,582,50.0
583,hub,2030,1,583,583,50.0
584,hub,2030,1,584,584,50.0
585,hub,2030,1,585,585,50.0
586,hub,2030,1,586,586,50.0
587,hub,2030,1,587,587,50.0
588,hub,2030,1,588,588,50.0
589,hub,2030,1,589,589,50.0
590,hub,2030,1,590,590,50.0
591,hub,2030,1,591,591,50.0
592,hub,2030,1,592,592,50.0
593,hub,2030,1,593,593,50.0
594,hub,2030,1,594,594,50.0
595,hub,2030,1,595,595,50.0
596,hub,2030,1,596,596,50.0
597,hub,2030,1,597,597,50.0
598,hub,2030,1,598,598,50.0
599,hub,2030,1,599,599,50.0
600,hub,2030,1,600,600,50.0
601,hub,2030,1,601,601,5.0
602,hub,2030,1,602,602,5.0
603,hub,2030,1,603,603,5.0
604,hub,2030,1,604,604,5.0
605,hub,2030,1,605,605,5.0
606,hub,2030,1,606,606,5.0
607,hub,2030,1,607,607,5.0
608,hub,2030,1,608,608,5.0
609,hub,2030,1,609,609,5.0
610,hub,2030,1,610,610,5.0
611,hub,2030,1,611,611,5.0
612,hub,2030,1,612,612,5.0
613,hub,2030,1,613,613,5.0
614,hub,2030,1,614,614,5.0
615,hub,2030,1,615,615,5.0
616,hub,2030,1,616,616,5.0
617,hub,2030,1,617,617,5.0
618,hub,2030,1,618,618,5.0
619,hub,2030,1,619,619,5.0
620,hub,2030,1,620,620,5.0
621,hub,2030,1,621,621,5.0
622,hub,2030,1,622,622,5.0
623,hub,2030,1,623,623,5.0
624,hub,2030,1,624,624,5.0
625,hub,2030,1,625,625,5.0
626,hub,2030,1,626,626,5.0
627,hub,2030,1,627,627,5.0
628,hub,2030,1,628,628,5.0
629,hub,2030,1,629,629,5.0
630,hub,2030,1,630,630,5.0
631,hub,2030,1,631,631,5.0
632,hub,2030,1,632,632,5.0
633,hub,2030,1,633,633,5.0
634,hub,2030,1,634,634,5.0
635,hub,2030,1,635,635,5.0
636,hub,2030,1,636,636,5.0
637,hub,2030,1,637,637,50.0
638,hub,2030,1,638,638,50.0
639,hub,2030,1,639,639,50.0
640,hub,2030,1,640,640,50.0
641,hub,2030,1,641,641,50.0
642,hub,2030,1,642,642,50.0
643,hub,2030,1,643,643,50.0
644,hub,2030,1,644,644,50.0
645,hub,2030,1,645,645,50.0
646,hub,2030,1,646,646,50.0
647,hub,2030,1,647,647,50.0
648,hub,2030,1,648,648,50.0
649,hub,2030,1,649,649,5.0
650,hub,2030,1,650,650,5.0
651,hub,2030,1,651,651,5.0
652,hub,2030,1,652,652,5.0
653,hub,2030,1,653,653,5.0
654,hub,2030,1,654,654,5.0
655,hub,2030,1,655,655,5.0
656,hub,2030,1,656,656,5.0
657,hub,2030,1,657,657,5.0
658,hub,2030,1,658,658,5.0
659,hub,2030,1,659,659,5.0
660,hub,2030,1,660,660,5.0
661,hub,2030,1,661,661,5.0
662,hub,2030,1,662,662,5.0
663,hub,2030,1,663,663,5.0
664,hub,2030,1,664,664,5.0
665,hub,2030,1,665,665,5.0
666,hub,2030,1,666,666,5.0
667,hub,2030,1,667,667,5.0
668,hub,2030,1,668,668,5.0
669,hub,2030,1,669,669,5.0
670,hub,2030,1,670,670,5.0
671,hub,2030,1,671,671,5.0
672,hub,2030,1,672,672,5.0
673,hub,2030,1,673,673,5.0
674,hub,2030,1,674,674,5.0
675,hub,2030,1,675,675,5.0
676,hub,2030,1,676,676,5.0
677,hub,2030,1,677,677,5.0
678,hub,2030,1,678,678,5.0
679,hub,2030,1,679,679,5.0
680,hub,2030,1,680,680,5.0
681,hub,2030,1,681,681,5.0
682,hub,2030,1,682,682,5.0
683,hub,2030,1,683,683,5.0
684,hub,2030,1,684,684,5.0
685,hub,2030,1,685,685,5.0
686,hub,2030,1,686,686,5.0
687,hub,2030,1,687,687,5.0
688,hub,2030,1,688,688,5.0
689,hub,2030,1,689,689,5.0
690,hub,2030,1,690,690,50.0
691,hub,2030,1,691,691,50.0
692,hub,2030,1,692,692,50.0
693,hub,2030,1,693,693,50.0
694,hub,2030,1,694,694,50.0
695,hub,2030,1,695,695,50.0
696,hub,2030,1,696,696,50.0
697,hub,2030,1,697,697,50.0
698,hub,2030,1,698,698,50.0
699,hub,2030,1,699,699,50.0
700,hub,2030,1,700,700,50.0
701,hub,2030,1,701,701,50.0
702,hub,2030,1,702,702,50.0
703,hub,2030,1,703,703,50.0
704,hub,2030,1,704,704,50.0
705,hub,2030,1,705,705,50.0
706,hub,2030,1,706,706,50.0
707,hub,2030,1,707,707,50.0
708,hub,2030,1,708,708,50.0
709,hub,2030,1,709,709,50.0
710,hub,2030,1,710,710,50.0
711,hub,2030,1,711,711,50.0
712,hub,2030,1,712,712,50.0
713,hub,2030,1,713,713,50.0
714,hub,2030,1,714,714,50.0
715,hub,2030,1,715,715,50.0
716,hub,2030,1,716,716,50.0
717,hub,2030,1,717,717,50.0
718,hub,2030,1,718,718,50.0
719,hub,2030,1,719,719,50.0
720,hub,2030,1,720,720,50.0
721,hub,2030,1,721,721,50.0
722,hub,2030,1,722,722,50.0
723,hub,2030,1,723,723,50.0
724,hub,2030,1,724,724,50.0
725,hub,2030,1,725,725,50.0
726,hub,2030,1,726,726,50.0
727,hub,2030,1,727,727,50.0
728,hub,2030,1,728,728,50.0
729,hub,2030,1,729,729,50.0
730,hub,2030,1,730,730,50.0
731,hub,2030,1,731,731,50.0
732,hub,2030,1,732,732,50.0
733,hub,2030,1,733,733,50.0
734,hub,2030,1,734,734,50.0
735,hub,2030,1,735,735,50.0
736,hub,2030,1,736,736,50.0
737,hub,2030,1,737,737,70.0
738,hub,2030,1,738,738,70.0
739,hub,2030,1,739,739,50.0
740,hub,2030,1,740,740,50.0
741,hub,2030,1,741,741,50.0
742,hub,2030,1,742,742,50.0
743,hub,2030,1,743,743,50.0
744,hub,2030,1,744,744,50.0
745,hub,2030,1,745,745,50.0
746,hub,2030,1,746,746,50.0
747,hub,2030,1,747,747,50.0
748,hub,2030,1,748,748,50.0
749,hub,2030,1,749,749,50.0
750,hub,2030,1,750,750,50.0
751,hub,2030,1,751,751,50.0
752,hub,2030,1,752,752,50.0
753,hub,2030,1,753,753,50.0
754,hub,2030,1,754,754,50.0
755,hub,2030,1,755,755,50.0
756,hub,2030,1,756,756,50.0
757,hub,2030,1,757,757,5.0
758,hub,2030,1,758,758,5.0
759,hub,2030,1,759,759,5.0
760,hub,2030,1,760,760,5.0
761,hub,2030,1,761,761,5.0
762,hub,2030,1,762,762,5.0
763,hub,2030,1,763,763,5.0
764,hub,2030,1,764,764,5.0
765,hub,2030,1,765,765,5.0
766,hub,2030,1,766,766,5.0
767,hub,2030,1,767,767,5.0
768,hub,2030,1,768,768,5.0
769,hub,2030,1,769,769,5.0
770,hub,2030,1,770,770,5.0
771,hub,2030,1,771,771,5.0
772,hub,2030,1,772,772,5.0
773,hub,2030,1,773,773,5.0
774,hub,2030,1,774,774,5.0
