id,asset,milestone_year,rep_period,time_block_start,time_block_end,dual_balance_consumer
207,BE_H_Demand,2050,2,21,21,-6601.631023783173
208,BE_H_Demand,2050,2,22,22,6601.631023783173
209,BE_H_Demand,2050,2,23,23,-6601.631023783173
210,BE_H_Demand,2050,2,24,24,6601.631023783173
211,BE_H_Demand,2050,3,1,1,-6751.147299842695
212,BE_H_Demand,2050,3,2,2,6751.147299842695
213,BE_H_Demand,2050,3,3,3,-6751.147299842695
214,BE_H_Demand,2050,3,4,4,6751.147299842695
215,BE_H_Demand,2050,3,5,5,-6751.147299842695
216,BE_H_Demand,2050,3,6,6,6751.147299842695
217,BE_H_Demand,2050,3,7,7,-6751.147299842695
218,BE_H_Demand,2050,3,8,8,6751.147299842695
219,BE_H_Demand,2050,3,9,9,-6751.147299842695
220,BE_H_Demand,2050,3,10,10,6751.147299842695
221,BE_H_Demand,2050,3,11,11,-6751.147299842695
222,BE_H_Demand,2050,3,12,12,6751.147299842695
223,BE_H_Demand,2050,3,13,13,-6751.147299842695
224,BE_H_Demand,2050,3,14,14,6751.147299842695
225,BE_H_Demand,2050,3,15,15,-6751.147299842695
226,BE_H_Demand,2050,3,16,16,6751.147299842695
227,BE_H_Demand,2050,3,17,17,-6751.147299842695
228,BE_H_Demand,2050,3,18,18,6751.147299842695
229,BE_H_Demand,2050,3,19,19,-6751.147299842695
230,BE_H_Demand,2050,3,20,20,6751.147299842695
231,BE_H_Demand,2050,3,21,21,-6751.147299842695
232,BE_H_Demand,2050,3,22,22,6751.147299842695
233,BE_H_Demand,2050,3,23,23,-6751.147299842695
234,BE_H_Demand,2050,3,24,24,6751.147299842695
235,BG_E_Demand,2050,1,1,4,4505.443942264198
236,BG_E_Demand,2050,1,5,8,4505.443942264198
237,BG_E_Demand,2050,1,9,12,-0.0
238,BG_E_Demand,2050,1,13,16,-0.0
239,BG_E_Demand,2050,1,17,20,4505.443942264198
240,BG_E_Demand,2050,1,21,24,4505.443942264198
241,BG_E_Demand,2050,2,1,4,6073.500541880522
242,BG_E_Demand,2050,2,5,8,6073.500541880522
243,BG_E_Demand,2050,2,9,12,-0.0
244,BG_E_Demand,2050,2,13,16,-0.0
245,BG_E_Demand,2050,2,17,20,6073.500541880522
246,BG_E_Demand,2050,2,21,24,6073.500541880522
247,BG_E_Demand,2050,3,1,4,6211.05551585528
248,BG_E_Demand,2050,3,5,8,6211.05551585528
249,BG_E_Demand,2050,3,9,12,-0.0
250,BG_E_Demand,2050,3,13,16,-0.0
251,BG_E_Demand,2050,3,17,20,6211.05551585528
252,BG_E_Demand,2050,3,21,24,6211.05551585528
253,BG_H_Demand,2050,1,1,1,-10186.2210868582
254,BG_H_Demand,2050,1,2,2,4897.221676374133
255,BG_H_Demand,2050,1,3,3,4897.221676374133
256,BG_H_Demand,2050,1,4,4,4897.221676374133
257,BG_H_Demand,2050,1,5,5,-10186.2210868582
258,BG_H_Demand,2050,1,6,6,4897.221676374133
259,BG_H_Demand,2050,1,7,7,4897.221676374133
260,BG_H_Demand,2050,1,8,8,4897.221676374133
261,BG_H_Demand,2050,1,9,9,-14691.665029122398
262,BG_H_Demand,2050,1,10,10,4897.221676374133
263,BG_H_Demand,2050,1,11,11,4897.221676374133
264,BG_H_Demand,2050,1,12,12,4897.221676374133
265,BG_H_Demand,2050,1,13,13,-14691.665029122398
266,BG_H_Demand,2050,1,14,14,4897.221676374133
267,BG_H_Demand,2050,1,15,15,4897.221676374133
268,BG_H_Demand,2050,1,16,16,4897.221676374133
269,BG_H_Demand,2050,1,17,17,-10186.2210868582
270,BG_H_Demand,2050,1,18,18,4897.221676374133
271,BG_H_Demand,2050,1,19,19,4897.221676374133
272,BG_H_Demand,2050,1,20,20,4897.221676374133
273,BG_H_Demand,2050,1,21,21,-10186.2210868582
274,BG_H_Demand,2050,1,22,22,4897.221676374133
275,BG_H_Demand,2050,1,23,23,4897.221676374133
276,BG_H_Demand,2050,1,24,24,4897.221676374133
277,BG_H_Demand,2050,2,1,1,-13731.392529468998
278,BG_H_Demand,2050,2,2,2,6601.631023783173
279,BG_H_Demand,2050,2,3,3,6601.631023783173
280,BG_H_Demand,2050,2,4,4,6601.631023783173
281,BG_H_Demand,2050,2,5,5,-13731.392529468998
282,BG_H_Demand,2050,2,6,6,6601.631023783173
283,BG_H_Demand,2050,2,7,7,6601.631023783173
284,BG_H_Demand,2050,2,8,8,6601.631023783173
285,BG_H_Demand,2050,2,9,9,-19804.89307134952
286,BG_H_Demand,2050,2,10,10,6601.631023783173
287,BG_H_Demand,2050,2,11,11,6601.631023783173
288,BG_H_Demand,2050,2,12,12,6601.631023783173
289,BG_H_Demand,2050,2,13,13,-19804.89307134952
290,BG_H_Demand,2050,2,14,14,6601.631023783173
291,BG_H_Demand,2050,2,15,15,6601.631023783173
292,BG_H_Demand,2050,2,16,16,6601.631023783173
293,BG_H_Demand,2050,2,17,17,-13731.392529468998
294,BG_H_Demand,2050,2,18,18,6601.631023783173
295,BG_H_Demand,2050,2,19,19,6601.631023783173
296,BG_H_Demand,2050,2,20,20,6601.631023783173
297,BG_H_Demand,2050,2,21,21,-13731.392529468998
298,BG_H_Demand,2050,2,22,22,6601.631023783173
299,BG_H_Demand,2050,2,23,23,6601.631023783173
300,BG_H_Demand,2050,2,24,24,6601.631023783173
301,BG_H_Demand,2050,3,1,1,-14042.386383672805
302,BG_H_Demand,2050,3,2,2,6751.147299842695
303,BG_H_Demand,2050,3,3,3,6751.147299842695
304,BG_H_Demand,2050,3,4,4,6751.147299842695
305,BG_H_Demand,2050,3,5,5,-14042.386383672805
306,BG_H_Demand,2050,3,6,6,6751.147299842695
307,BG_H_Demand,2050,3,7,7,6751.147299842695
308,BG_H_Demand,2050,3,8,8,6751.147299842695
309,BG_H_Demand,2050,3,9,9,-20253.441899528087
310,BG_H_Demand,2050,3,10,10,6751.147299842695
311,BG_H_Demand,2050,3,11,11,6751.147299842695
312,BG_H_Demand,2050,3,12,12,6751.147299842695
313,BG_H_Demand,2050,3,13,13,-20253.441899528087
314,BG_H_Demand,2050,3,14,14,6751.147299842695
315,BG_H_Demand,2050,3,15,15,6751.147299842695
316,BG_H_Demand,2050,3,16,16,6751.147299842695
317,BG_H_Demand,2050,3,17,17,-14042.386383672805
318,BG_H_Demand,2050,3,18,18,6751.147299842695
319,BG_H_Demand,2050,3,19,19,6751.147299842695
320,BG_H_Demand,2050,3,20,20,6751.147299842695
321,BG_H_Demand,2050,3,21,21,-14042.386383672805
322,BG_H_Demand,2050,3,22,22,6751.147299842695
323,BG_H_Demand,2050,3,23,23,6751.147299842695
324,BG_H_Demand,2050,3,24,24,6751.147299842695
325,CH_E_Demand,2050,1,1,4,-0.0
326,CH_E_Demand,2050,1,5,8,-0.0
327,CH_E_Demand,2050,1,9,12,-0.0
328,CH_E_Demand,2050,1,13,16,-0.0
329,CH_E_Demand,2050,1,17,20,-0.0
330,CH_E_Demand,2050,1,21,24,-0.0
331,CH_E_Demand,2050,2,1,4,-0.0
332,CH_E_Demand,2050,2,5,8,-0.0
333,CH_E_Demand,2050,2,9,12,-0.0
334,CH_E_Demand,2050,2,13,16,-0.0
335,CH_E_Demand,2050,2,17,20,-0.0
336,CH_E_Demand,2050,2,21,24,-0.0
337,CH_E_Demand,2050,3,1,4,-0.0
338,CH_E_Demand,2050,3,5,8,-0.0
339,CH_E_Demand,2050,3,9,12,-0.0
340,CH_E_Demand,2050,3,13,16,-0.0
341,CH_E_Demand,2050,3,17,20,-0.0
342,CH_E_Demand,2050,3,21,24,-0.0
343,CH_H_Demand,2050,1,1,1,-14691.665029122398
344,CH_H_Demand,2050,1,2,2,4897.221676374133
345,CH_H_Demand,2050,1,3,3,4897.221676374133
346,CH_H_Demand,2050,1,4,4,4897.221676374133
347,CH_H_Demand,2050,1,5,5,-14691.665029122398
348,CH_H_Demand,2050,1,6,6,4897.221676374133
349,CH_H_Demand,2050,1,7,7,4897.221676374133
350,CH_H_Demand,2050,1,8,8,4897.221676374133
351,CH_H_Demand,2050,1,9,9,-14691.665029122398
352,CH_H_Demand,2050,1,10,10,4897.221676374133
353,CH_H_Demand,2050,1,11,11,4897.221676374133
354,CH_H_Demand,2050,1,12,12,4897.221676374133
355,CH_H_Demand,2050,1,13,13,-14691.665029122398
356,CH_H_Demand,2050,1,14,14,4897.221676374133
357,CH_H_Demand,2050,1,15,15,4897.221676374133
358,CH_H_Demand,2050,1,16,16,4897.221676374133
359,CH_H_Demand,2050,1,17,17,-14691.665029122398
360,CH_H_Demand,2050,1,18,18,4897.221676374133
361,CH_H_Demand,2050,1,19,19,4897.221676374133
362,CH_H_Demand,2050,1,20,20,4897.221676374133
363,CH_H_Demand,2050,1,21,21,-14691.665029122398
364,CH_H_Demand,2050,1,22,22,4897.221676374133
365,CH_H_Demand,2050,1,23,23,4897.221676374133
366,CH_H_Demand,2050,1,24,24,4897.221676374133
367,CH_H_Demand,2050,2,1,1,-19804.89307134952
368,CH_H_Demand,2050,2,2,2,6601.631023783173
369,CH_H_Demand,2050,2,3,3,6601.631023783173
370,CH_H_Demand,2050,2,4,4,6601.631023783173
371,CH_H_Demand,2050,2,5,5,-19804.89307134952
372,CH_H_Demand,2050,2,6,6,6601.631023783173
373,CH_H_Demand,2050,2,7,7,6601.631023783173
374,CH_H_Demand,2050,2,8,8,6601.631023783173
375,CH_H_Demand,2050,2,9,9,-19804.89307134952
376,CH_H_Demand,2050,2,10,10,6601.631023783173
377,CH_H_Demand,2050,2,11,11,6601.631023783173
378,CH_H_Demand,2050,2,12,12,6601.631023783173
379,CH_H_Demand,2050,2,13,13,-19804.89307134952
380,CH_H_Demand,2050,2,14,14,6601.631023783173
381,CH_H_Demand,2050,2,15,15,6601.631023783173
382,CH_H_Demand,2050,2,16,16,6601.631023783173
383,CH_H_Demand,2050,2,17,17,-19804.89307134952
384,CH_H_Demand,2050,2,18,18,6601.631023783173
385,CH_H_Demand,2050,2,19,19,6601.631023783173
386,CH_H_Demand,2050,2,20,20,6601.631023783173
387,CH_H_Demand,2050,2,21,21,-19804.89307134952
388,CH_H_Demand,2050,2,22,22,6601.631023783173
389,CH_H_Demand,2050,2,23,23,6601.631023783173
390,CH_H_Demand,2050,2,24,24,6601.631023783173
391,CH_H_Demand,2050,3,1,1,-20253.441899528087
392,CH_H_Demand,2050,3,2,2,6751.147299842695
393,CH_H_Demand,2050,3,3,3,6751.147299842695
394,CH_H_Demand,2050,3,4,4,6751.147299842695
395,CH_H_Demand,2050,3,5,5,-20253.441899528087
396,CH_H_Demand,2050,3,6,6,6751.147299842695
397,CH_H_Demand,2050,3,7,7,6751.147299842695
398,CH_H_Demand,2050,3,8,8,6751.147299842695
399,CH_H_Demand,2050,3,9,9,-20253.441899528087
400,CH_H_Demand,2050,3,10,10,6751.147299842695
401,CH_H_Demand,2050,3,11,11,6751.147299842695
402,CH_H_Demand,2050,3,12,12,6751.147299842695
403,CH_H_Demand,2050,3,13,13,-20253.441899528087
404,CH_H_Demand,2050,3,14,14,6751.147299842695
405,CH_H_Demand,2050,3,15,15,6751.147299842695
406,CH_H_Demand,2050,3,16,16,6751.147299842695
407,CH_H_Demand,2050,3,17,17,-20253.441899528087
408,CH_H_Demand,2050,3,18,18,6751.147299842695
409,CH_H_Demand,2050,3,19,19,6751.147299842695
410,CH_H_Demand,2050,3,20,20,6751.147299842695
411,CH_H_Demand,2050,3,21,21,-20253.441899528087
412,CH_H_Demand,2050,3,22,22,6751.147299842695
413,CH_H_Demand,2050,3,23,23,6751.147299842695
414,CH_H_Demand,2050,3,24,24,6751.147299842695
415,CY_E_Demand,2050,1,1,4,-0.0
416,CY_E_Demand,2050,1,5,8,-0.0
417,CY_E_Demand,2050,1,9,12,-0.0
418,CY_E_Demand,2050,1,13,16,-0.0
419,CY_E_Demand,2050,1,17,20,-0.0
420,CY_E_Demand,2050,1,21,24,-0.0
421,CY_E_Demand,2050,2,1,4,-0.0
422,CY_E_Demand,2050,2,5,8,-0.0
423,CY_E_Demand,2050,2,9,12,-0.0
424,CY_E_Demand,2050,2,13,16,-0.0
425,CY_E_Demand,2050,2,17,20,-0.0
426,CY_E_Demand,2050,2,21,24,-0.0
427,CY_E_Demand,2050,3,1,4,-0.0
428,CY_E_Demand,2050,3,5,8,-0.0
429,CY_E_Demand,2050,3,9,12,-0.0
430,CY_E_Demand,2050,3,13,16,-0.0
431,CY_E_Demand,2050,3,17,20,-0.0
432,CY_E_Demand,2050,3,21,24,-0.0
433,CY_H_Demand,2050,1,1,1,-14691.665029122398
434,CY_H_Demand,2050,1,2,2,4897.221676374133
435,CY_H_Demand,2050,1,3,3,4897.221676374133
436,CY_H_Demand,2050,1,4,4,4897.221676374133
437,CY_H_Demand,2050,1,5,5,-14691.665029122398
438,CY_H_Demand,2050,1,6,6,4897.221676374133
439,CY_H_Demand,2050,1,7,7,4897.221676374133
440,CY_H_Demand,2050,1,8,8,4897.221676374133
441,CY_H_Demand,2050,1,9,9,-14691.665029122398
442,CY_H_Demand,2050,1,10,10,4897.221676374133
443,CY_H_Demand,2050,1,11,11,4897.221676374133
444,CY_H_Demand,2050,1,12,12,4897.221676374133
445,CY_H_Demand,2050,1,13,13,-14691.665029122398
446,CY_H_Demand,2050,1,14,14,4897.221676374133
447,CY_H_Demand,2050,1,15,15,4897.221676374133
448,CY_H_Demand,2050,1,16,16,4897.221676374133
449,CY_H_Demand,2050,1,17,17,-14691.665029122398
450,CY_H_Demand,2050,1,18,18,4897.221676374133
451,CY_H_Demand,2050,1,19,19,4897.221676374133
452,CY_H_Demand,2050,1,20,20,4897.221676374133
453,CY_H_Demand,2050,1,21,21,-14691.665029122398
454,CY_H_Demand,2050,1,22,22,4897.221676374133
455,CY_H_Demand,2050,1,23,23,4897.221676374133
456,CY_H_Demand,2050,1,24,24,4897.221676374133
457,CY_H_Demand,2050,2,1,1,-19804.89307134952
458,CY_H_Demand,2050,2,2,2,6601.631023783173
459,CY_H_Demand,2050,2,3,3,6601.631023783173
460,CY_H_Demand,2050,2,4,4,6601.631023783173
461,CY_H_Demand,2050,2,5,5,-19804.89307134952
462,CY_H_Demand,2050,2,6,6,6601.631023783173
463,CY_H_Demand,2050,2,7,7,6601.631023783173
464,CY_H_Demand,2050,2,8,8,6601.631023783173
465,CY_H_Demand,2050,2,9,9,-19804.89307134952
466,CY_H_Demand,2050,2,10,10,6601.631023783173
467,CY_H_Demand,2050,2,11,11,6601.631023783173
468,CY_H_Demand,2050,2,12,12,6601.631023783173
469,CY_H_Demand,2050,2,13,13,-19804.89307134952
470,CY_H_Demand,2050,2,14,14,6601.631023783173
471,CY_H_Demand,2050,2,15,15,6601.631023783173
472,CY_H_Demand,2050,2,16,16,6601.631023783173
473,CY_H_Demand,2050,2,17,17,-19804.89307134952
474,CY_H_Demand,2050,2,18,18,6601.631023783173
475,CY_H_Demand,2050,2,19,19,6601.631023783173
476,CY_H_Demand,2050,2,20,20,6601.631023783173
477,CY_H_Demand,2050,2,21,21,-19804.89307134952
478,CY_H_Demand,2050,2,22,22,6601.631023783173
479,CY_H_Demand,2050,2,23,23,6601.631023783173
480,CY_H_Demand,2050,2,24,24,6601.631023783173
481,CY_H_Demand,2050,3,1,1,-20253.441899528087
482,CY_H_Demand,2050,3,2,2,6751.147299842695
483,CY_H_Demand,2050,3,3,3,6751.147299842695
484,CY_H_Demand,2050,3,4,4,6751.147299842695
485,CY_H_Demand,2050,3,5,5,-20253.441899528087
486,CY_H_Demand,2050,3,6,6,6751.147299842695
487,CY_H_Demand,2050,3,7,7,6751.147299842695
488,CY_H_Demand,2050,3,8,8,6751.147299842695
489,CY_H_Demand,2050,3,9,9,-20253.441899528087
490,CY_H_Demand,2050,3,10,10,6751.147299842695
491,CY_H_Demand,2050,3,11,11,6751.147299842695
492,CY_H_Demand,2050,3,12,12,6751.147299842695
493,CY_H_Demand,2050,3,13,13,-20253.441899528087
494,CY_H_Demand,2050,3,14,14,6751.147299842695
495,CY_H_Demand,2050,3,15,15,6751.147299842695
496,CY_H_Demand,2050,3,16,16,6751.147299842695
497,CY_H_Demand,2050,3,17,17,-20253.441899528087
498,CY_H_Demand,2050,3,18,18,6751.147299842695
499,CY_H_Demand,2050,3,19,19,6751.147299842695
500,CY_H_Demand,2050,3,20,20,6751.147299842695
501,CY_H_Demand,2050,3,21,21,-20253.441899528087
502,CY_H_Demand,2050,3,22,22,6751.147299842695
503,CY_H_Demand,2050,3,23,23,6751.147299842695
504,CY_H_Demand,2050,3,24,24,6751.147299842695
505,CZ_E_Demand,2050,1,1,4,-0.0
506,CZ_E_Demand,2050,1,5,8,-0.0
507,CZ_E_Demand,2050,1,9,12,-0.0
